,2026-03-31,2025-06-30,2025-03-31
Ordinary Shares Number,403604309.0,403604309.0,403604309.0
Share Issued,403604309.0,403604309.0,403604309.0
Total Debt,798090000.0,669050000.0,700360000.0
Tangible Book Value,11965930000.0,16040590000.0,16086890000.0
Invested Capital,12257120000.0,16489520000.0,16603140000.0
Working Capital,5104270000.0,10120930000.0,1778290000.0
Net Tangible Assets,11965930000.0,16040590000.0,16086890000.0
Capital Lease Obligations,514960000.0,232050000.0,196920000.0
Common Stock Equity,11973990000.0,16052520000.0,16099700000.0
Total Capitalization,11973990000.0,16052520000.0,16099700000.0
Total Equity Gross Minority Interest,12005290000.0,16079000000.0,16123670000.0
Minority Interest,31300000.0,26480000.0,23970000.0
Stockholders Equity,11973990000.0,16052520000.0,16099700000.0
Other Equity Interest,7937950000.0,21790000.0,21790000.0
Retained Earnings,,7680000000.0,7727180000.0
Additional Paid In Capital,,766570000.0,766570000.0
Capital Stock,4036040000.0,4036040000.0,4036040000.0
Common Stock,4036040000.0,4036040000.0,4036040000.0
Total Liabilities Net Minority Interest,13365620000.0,13108720000.0,12192170000.0
Total Non Current Liabilities Net Minority Interest,1192980000.0,742910000.0,690520000.0
Non Current Deferred Revenue,,219120000.0,241430000.0
Non Current Deferred Taxes Liabilities,0.0,3760000.0,1050000.0
Long Term Debt And Capital Lease Obligation,421730000.0,177410000.0,146070000.0
Long Term Capital Lease Obligation,421730000.0,177410000.0,146070000.0
Long Term Debt,,0.0,
Long Term Provisions,771250000.0,342620000.0,301970000.0
Current Liabilities,12172640000.0,12365810000.0,11501650000.0
Other Current Liabilities,647800000.0,507370000.0,410090000.0
Current Debt And Capital Lease Obligation,376360000.0,491640000.0,554290000.0
Current Capital Lease Obligation,93230000.0,54640000.0,50850000.0
Current Debt,283130000.0,437000000.0,503440000.0
Current Provisions,261450000.0,313890000.0,341530000.0
Payables,10402140000.0,10469160000.0,9433020000.0
Other Payable,,,12190000.0
Total Tax Payable,18710000.0,1210400000.0,996620000.0
Accounts Payable,10383430000.0,9258760000.0,8424210000.0
Total Assets,25370910000.0,29187720000.0,28315840000.0
Total Non Current Assets,8094000000.0,6700980000.0,15035900000.0
Other Non Current Assets,1029410000.0,39040000.0,34930000.0
Non Current Prepaid Assets,,89060000.0,86190000.0
Non Current Deferred Taxes Assets,286120000.0,258040000.0,218260000.0
Investmentin Financial Assets,112550000.0,33600000.0,30090000.0
Available For Sale Securities,112550000.0,33600000.0,30090000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,3290000.0,3290000.0
Goodwill And Other Intangible Assets,8060000.0,11930000.0,12810000.0
Other Intangible Assets,,11930000.0,12810000.0
Net PPE,6393810000.0,6090690000.0,6155580000.0
Accumulated Depreciation,,-5864100000.0,-5618420000.0
Gross PPE,6393810000.0,11954790000.0,11774000000.0
Construction In Progress,580650000.0,434090000.0,349720000.0
Other Properties,5813160000.0,,
Machinery Furniture Equipment,,9223870000.0,9167580000.0
Buildings And Improvements,,1986620000.0,1946490000.0
Land And Improvements,,310210000.0,310210000.0
Properties,,0.0,0.0
Current Assets,17276910000.0,22486740000.0,13279940000.0
Other Current Assets,515970000.0,7290000.0,12950000.0
Assets Held For Sale Current,0.0,0.0,8700000.0
Restricted Cash,,1550000.0,3190000.0
Prepaid Assets,,499500000.0,370090000.0
Inventory,3383810000.0,3018300000.0,2777270000.0
Finished Goods,,475720000.0,389080000.0
Work In Process,,470050000.0,422060000.0
Raw Materials,,2072530000.0,1966130000.0
Other Receivables,17850000.0,9356250000.0,374640000.0
Taxes Receivable,41210000.0,,
Accounts Receivable,6348330000.0,5895610000.0,6872310000.0
Allowance For Doubtful Accounts Receivable,,-51400000.0,-52590000.0
Gross Accounts Receivable,,5947010000.0,6924900000.0
Cash Cash Equivalents And Short Term Investments,6969740000.0,3708240000.0,2860790000.0
Other Short Term Investments,1257480000.0,500000.0,1810000.0
Cash And Cash Equivalents,5712260000.0,3707740000.0,2858980000.0
Cash Equivalents,,1919090000.0,1849760000.0
Cash Financial,,1788650000.0,1009220000.0
