,2025-06-30,2024-12-31
Ordinary Shares Number,58056099.0,50056099.0
Share Issued,58056099.0,50056099.0
Net Debt,9138500.0,2032922.0
Total Debt,32643361.0,2179047.0
Tangible Book Value,-19396964.0,-16450725.0
Invested Capital,-10183841.0,-14271678.0
Working Capital,-12276686.0,-9890469.0
Net Tangible Assets,-19396964.0,-16450725.0
Capital Lease Obligations,23430238.0,0.0
Common Stock Equity,-19396964.0,-16450725.0
Total Capitalization,-19396964.0,-16450725.0
Total Equity Gross Minority Interest,-19396964.0,-16450725.0
Stockholders Equity,-19396964.0,-16450725.0
Gains Losses Not Affecting Retained Earnings,1091433.0,1382195.0
Other Equity Adjustments,1091433.0,1382195.0
Retained Earnings,-71559172.0,-68903695.0
Additional Paid In Capital,51070104.0,51070184.0
Capital Stock,671.0,591.0
Common Stock,671.0,591.0
Total Liabilities Net Minority Interest,46584492.0,43081812.0
Total Non Current Liabilities Net Minority Interest,23830333.0,22720035.0
Long Term Debt And Capital Lease Obligation,23375359.0,0.0
Long Term Capital Lease Obligation,23375359.0,0.0
Long Term Provisions,454974.0,642176.0
Current Liabilities,22754159.0,20361777.0
Other Current Liabilities,22483.0,16089911.0
Current Deferred Liabilities,4103847.0,104660.0
Current Deferred Revenue,4103847.0,104660.0
Current Debt And Capital Lease Obligation,9268002.0,2179047.0
Current Capital Lease Obligation,54879.0,0.0
Current Debt,9213123.0,2179047.0
Other Current Borrowings,9213123.0,2179047.0
Current Provisions,1398852.0,1368031.0
Payables And Accrued Expenses,7960975.0,1988159.0
Current Accrued Expenses,5514414.0,1932241.0
Interest Payable,550301.0,0.0
Payables,2446561.0,55918.0
Other Payable,1042678.0,1216287.0
Dueto Related Parties Current,259949.0,55918.0
Accounts Payable,1143934.0,0.0
Total Assets,27187528.0,26631087.0
Total Non Current Assets,16710055.0,16159779.0
Non Current Accounts Receivable,8478.0,8569.0
Goodwill And Other Intangible Assets,0.0,2673.0
Other Intangible Assets,,2673.0
Net PPE,16701577.0,0.0
Accumulated Depreciation,-16554142.0,-16429879.0
Gross PPE,33255719.0,0.0
Leases,3250336.0,0.0
Construction In Progress,529467.0,414635.0
Other Properties,15710341.0,15293347.0
Machinery Furniture Equipment,13765575.0,0.0
Properties,0.0,0.0
Current Assets,10477473.0,10471308.0
Other Current Assets,5028.0,12088.0
Current Deferred Assets,,0.0
Restricted Cash,125905.0,171487.0
Prepaid Assets,466297.0,207524.0
Inventory,1343441.0,1428197.0
Inventories Adjustments Allowances,-874897.0,-1127700.0
Finished Goods,258530.0,609516.0
Work In Process,282368.0,653330.0
Raw Materials,1677440.0,1293051.0
Receivables,1433585.0,68500.0
Duefrom Related Parties Current,69797.0,68500.0
Taxes Receivable,1137931.0,0.0
Notes Receivable,,0.0
Accounts Receivable,225857.0,0.0
Gross Accounts Receivable,225857.0,67897.0
Cash Cash Equivalents And Short Term Investments,7103217.0,7174719.0
Other Short Term Investments,7028594.0,7028594.0
Cash And Cash Equivalents,74623.0,146125.0
