,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,81409340.0,73326504.0,63171432.0,55786653.0,39991026.0,,
Share Issued,81409340.0,73326504.0,63171432.0,55786653.0,39991026.0,,
Net Debt,194899000.0,179465000.0,293052000.0,257716000.0,279926000.0,,
Total Debt,319736000.0,324192000.0,421841000.0,421263000.0,420689000.0,,
Tangible Book Value,223729000.0,273964000.0,225897000.0,263373000.0,272171000.0,,
Invested Capital,543465000.0,598156000.0,647738000.0,684636000.0,692860000.0,,
Working Capital,842000.0,163575000.0,298971000.0,375365000.0,403743000.0,,
Net Tangible Assets,223729000.0,273964000.0,225897000.0,263373000.0,272171000.0,,
Common Stock Equity,223729000.0,273964000.0,225897000.0,263373000.0,272171000.0,,
Total Capitalization,426424000.0,550326000.0,647738000.0,684636000.0,692860000.0,,
Total Equity Gross Minority Interest,223729000.0,273964000.0,225897000.0,263373000.0,272171000.0,,
Stockholders Equity,223729000.0,273964000.0,225897000.0,263373000.0,272171000.0,,
Gains Losses Not Affecting Retained Earnings,44000.0,132000.0,219000.0,-14000.0,98000.0,,
Other Equity Adjustments,44000.0,132000.0,219000.0,-14000.0,98000.0,,
Retained Earnings,-2816494000.0,-2751779000.0,-2689056000.0,-2624639000.0,-2557359000.0,,
Additional Paid In Capital,3040171000.0,3025604000.0,2914728000.0,2888020000.0,2829428000.0,,
Capital Stock,8000.0,7000.0,6000.0,6000.0,4000.0,,
Common Stock,8000.0,7000.0,6000.0,6000.0,4000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,526500000.0,529215000.0,627646000.0,635444000.0,631762000.0,,
Total Non Current Liabilities Net Minority Interest,243886000.0,319892000.0,467634000.0,478014000.0,487938000.0,,
Other Non Current Liabilities,41191000.0,43530000.0,45793000.0,56751000.0,67249000.0,,
Long Term Debt And Capital Lease Obligation,202695000.0,276362000.0,421841000.0,421263000.0,420689000.0,,
Long Term Debt,202695000.0,276362000.0,421841000.0,421263000.0,420689000.0,,
Current Liabilities,282614000.0,209323000.0,160012000.0,157430000.0,143824000.0,,
Other Current Liabilities,26259000.0,26243000.0,21933000.0,18935000.0,17042000.0,,
Current Deferred Liabilities,77954000.0,78535000.0,80198000.0,80871000.0,82197000.0,,
Current Deferred Revenue,77954000.0,78535000.0,80198000.0,80871000.0,82197000.0,,
Current Debt And Capital Lease Obligation,117041000.0,47830000.0,,,,,
Current Debt,117041000.0,47830000.0,,,,,
Payables And Accrued Expenses,61360000.0,56715000.0,57881000.0,57624000.0,44585000.0,,
Current Accrued Expenses,44319000.0,41552000.0,48441000.0,47274000.0,41629000.0,,
Payables,17041000.0,15163000.0,9440000.0,10350000.0,2956000.0,,
Accounts Payable,17041000.0,15163000.0,9440000.0,10350000.0,2956000.0,,
Total Assets,750229000.0,803179000.0,853543000.0,898817000.0,903933000.0,,
Total Non Current Assets,466773000.0,430281000.0,394560000.0,366022000.0,356366000.0,,
Other Non Current Assets,40060000.0,41551000.0,44409000.0,51907000.0,61542000.0,,
Investments And Advances,,0.0,0.0,8237000.0,45605000.0,61280000.0,
Investmentin Financial Assets,,0.0,0.0,8237000.0,45605000.0,61280000.0,
Available For Sale Securities,,,,8237000.0,45605000.0,61280000.0,60434000.0
Net PPE,426713000.0,388730000.0,350151000.0,305878000.0,249219000.0,,
Accumulated Depreciation,-108482000.0,-104636000.0,-102666000.0,-98660000.0,-94523000.0,,
Gross PPE,535195000.0,493366000.0,452817000.0,404538000.0,343742000.0,,
Leases,78118000.0,77853000.0,77757000.0,77755000.0,77652000.0,,
Construction In Progress,339337000.0,302726000.0,262208000.0,214162000.0,160084000.0,,
Machinery Furniture Equipment,106327000.0,101374000.0,101439000.0,101208000.0,94593000.0,,
Buildings And Improvements,10111000.0,10111000.0,10111000.0,10111000.0,10111000.0,,
Land And Improvements,1302000.0,1302000.0,1302000.0,1302000.0,1302000.0,,
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,283456000.0,372898000.0,458983000.0,532795000.0,547567000.0,,
Other Current Assets,32931000.0,34870000.0,35412000.0,33280000.0,26659000.0,,
Restricted Cash,30634000.0,30988000.0,30005000.0,30180000.0,31391000.0,,
Cash Cash Equivalents And Short Term Investments,219891000.0,307040000.0,393566000.0,469335000.0,489517000.0,,
Other Short Term Investments,95054000.0,162313000.0,264777000.0,305788000.0,348754000.0,,
Cash And Cash Equivalents,124837000.0,144727000.0,128789000.0,163547000.0,140763000.0,,
