,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28
Ordinary Shares Number,30953752.0,30624000.0,29973000.0,29877000.0,29770000.0
Share Issued,30953752.0,30624000.0,29973000.0,29877000.0,29770000.0
Total Debt,10025000.0,10163000.0,10615000.0,10830000.0,6440000.0
Tangible Book Value,118226000.0,109914000.0,101236000.0,101371000.0,102321000.0
Invested Capital,138792000.0,130776000.0,122394000.0,122871000.0,124210000.0
Working Capital,87158000.0,79884000.0,72139000.0,73140000.0,75635000.0
Net Tangible Assets,118226000.0,109914000.0,101236000.0,101371000.0,102321000.0
Capital Lease Obligations,10025000.0,10163000.0,10615000.0,10830000.0,6440000.0
Common Stock Equity,138792000.0,130776000.0,122394000.0,122871000.0,124210000.0
Total Capitalization,138792000.0,130776000.0,122394000.0,122871000.0,124210000.0
Total Equity Gross Minority Interest,138792000.0,130776000.0,122394000.0,122871000.0,124210000.0
Stockholders Equity,138792000.0,130776000.0,122394000.0,122871000.0,124210000.0
Gains Losses Not Affecting Retained Earnings,-84000.0,-110000.0,-95000.0,-126000.0,-181000.0
Other Equity Adjustments,-84000.0,-110000.0,-95000.0,-126000.0,-181000.0
Retained Earnings,-31577000.0,-28374000.0,-25144000.0,-23060000.0,-20161000.0
Additional Paid In Capital,170143000.0,158954000.0,147333000.0,145758000.0,144254000.0
Capital Stock,310000.0,306000.0,300000.0,299000.0,298000.0
Common Stock,310000.0,306000.0,300000.0,299000.0,298000.0
Preferred Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,18254000.0,17958000.0,21698000.0,25637000.0,21397000.0
Total Non Current Liabilities Net Minority Interest,9512000.0,9653000.0,9785000.0,9999000.0,5333000.0
Other Non Current Liabilities,40000.0,40000.0,40000.0,42000.0,40000.0
Non Current Deferred Liabilities,53000.0,35000.0,35000.0,36000.0,26000.0
Non Current Deferred Revenue,53000.0,35000.0,35000.0,36000.0,26000.0
Long Term Debt And Capital Lease Obligation,9419000.0,9578000.0,9710000.0,9921000.0,5267000.0
Long Term Capital Lease Obligation,9419000.0,9578000.0,9710000.0,9921000.0,5267000.0
Current Liabilities,8742000.0,8305000.0,11913000.0,15638000.0,16064000.0
Current Deferred Liabilities,1857000.0,443000.0,1119000.0,1981000.0,844000.0
Current Deferred Revenue,1857000.0,443000.0,1119000.0,1981000.0,844000.0
Current Debt And Capital Lease Obligation,606000.0,585000.0,905000.0,909000.0,1173000.0
Current Capital Lease Obligation,606000.0,585000.0,905000.0,909000.0,1173000.0
Current Provisions,,,,428000.0,
Payables And Accrued Expenses,6279000.0,7277000.0,9889000.0,12320000.0,14047000.0
Current Accrued Expenses,4176000.0,3729000.0,6509000.0,3830000.0,7086000.0
Payables,2103000.0,3548000.0,3380000.0,8490000.0,6961000.0
Other Payable,,,,1762000.0,
Accounts Payable,2103000.0,3548000.0,3380000.0,6728000.0,6961000.0
Total Assets,157046000.0,148734000.0,144092000.0,148508000.0,145607000.0
Total Non Current Assets,61146000.0,60545000.0,60040000.0,59730000.0,53908000.0
Other Non Current Assets,331000.0,348000.0,584000.0,546000.0,453000.0
Non Current Deferred Assets,21883000.0,21076000.0,19875000.0,19114000.0,18789000.0
Non Current Deferred Taxes Assets,21883000.0,21076000.0,19875000.0,19114000.0,18789000.0
Goodwill And Other Intangible Assets,20566000.0,20862000.0,21158000.0,21500000.0,21889000.0
Other Intangible Assets,9847000.0,10143000.0,10439000.0,10781000.0,11147000.0
Goodwill,10719000.0,10719000.0,10719000.0,10719000.0,10742000.0
Net PPE,18366000.0,18259000.0,18423000.0,18570000.0,12777000.0
Accumulated Depreciation,-6593000.0,-6210000.0,-5834000.0,-5467000.0,-5241000.0
Gross PPE,24959000.0,24469000.0,24257000.0,24037000.0,18018000.0
Leases,6102000.0,6101000.0,6098000.0,5999000.0,1461000.0
Construction In Progress,1482000.0,888000.0,673000.0,362000.0,4155000.0
Other Properties,11990000.0,12155000.0,12305000.0,12499000.0,8353000.0
Machinery Furniture Equipment,5385000.0,5325000.0,5181000.0,5177000.0,4049000.0
Properties,0.0,0.0,0.0,0.0,0.0
Current Assets,95900000.0,88189000.0,84052000.0,88778000.0,91699000.0
Other Current Assets,6019000.0,4349000.0,6447000.0,8061000.0,7968000.0
Restricted Cash,,,,200000.0,
Inventory,41162000.0,42723000.0,41842000.0,41997000.0,42329000.0
Finished Goods,689000.0,538000.0,559000.0,2090000.0,4147000.0
Work In Process,9367000.0,9404000.0,8674000.0,9263000.0,12018000.0
Raw Materials,31106000.0,32781000.0,32609000.0,30644000.0,26164000.0
Receivables,11808000.0,10282000.0,13055000.0,14191000.0,11991000.0
Accounts Receivable,11808000.0,10282000.0,13055000.0,14191000.0,11991000.0
Cash Cash Equivalents And Short Term Investments,36911000.0,30835000.0,22708000.0,24329000.0,29411000.0
Cash And Cash Equivalents,36911000.0,30835000.0,22708000.0,24329000.0,29411000.0
Cash Equivalents,,,,21261000.0,
Cash Financial,,,,3068000.0,
