,2025-12-31,2024-12-31
Ordinary Shares Number,22000000.0,22000000.0
Share Issued,22000000.0,22000000.0
Net Debt,21972511.0,28368129.0
Total Debt,23072603.0,32364575.0
Tangible Book Value,44699046.0,24959133.0
Invested Capital,67399046.0,57159133.0
Working Capital,2481277.0,-5283220.0
Net Tangible Assets,44699046.0,24959133.0
Capital Lease Obligations,372603.0,164575.0
Common Stock Equity,44699046.0,24959133.0
Total Capitalization,44699046.0,27159133.0
Total Equity Gross Minority Interest,44699046.0,24959133.0
Stockholders Equity,44699046.0,24959133.0
Other Equity Interest,-12720.0,-12720.0
Gains Losses Not Affecting Retained Earnings,-1458599.0,11776.0
Other Equity Adjustments,-1458599.0,11776.0
Retained Earnings,-61193004.0,-40115970.0
Additional Paid In Capital,107349192.0,65063327.0
Capital Stock,14177.0,12720.0
Common Stock,14177.0,12720.0
Total Liabilities Net Minority Interest,27436061.0,36378694.0
Total Non Current Liabilities Net Minority Interest,242867.0,2547200.0
Other Non Current Liabilities,116667.0,347200.0
Long Term Debt And Capital Lease Obligation,126200.0,2200000.0
Long Term Capital Lease Obligation,126200.0,0.0
Long Term Debt,,2200000.0
Current Liabilities,27193194.0,33831494.0
Other Current Liabilities,389092.0,
Current Deferred Liabilities,958787.0,2691633.0
Current Deferred Revenue,958787.0,2691633.0
Current Debt And Capital Lease Obligation,22946403.0,30164575.0
Current Capital Lease Obligation,246403.0,164575.0
Current Debt,22700000.0,30000000.0
Other Current Borrowings,3200000.0,30000000.0
Line Of Credit,19500000.0,
Payables And Accrued Expenses,2898912.0,975286.0
Current Accrued Expenses,1204500.0,558235.0
Payables,1694412.0,417051.0
Other Payable,279971.0,
Dueto Related Parties Current,1336667.0,
Total Tax Payable,0.0,97456.0
Income Tax Payable,0.0,97456.0
Accounts Payable,77774.0,319595.0
Total Assets,72135107.0,61337827.0
Total Non Current Assets,42460636.0,32789553.0
Non Current Prepaid Assets,407133.0,
Net PPE,42053503.0,32789553.0
Accumulated Depreciation,-7593911.0,
Gross PPE,49647414.0,32789553.0
Leases,1771349.0,
Construction In Progress,10980605.0,
Other Properties,608417.0,32789553.0
Machinery Furniture Equipment,1495643.0,
Buildings And Improvements,34791400.0,
Properties,0.0,
Current Assets,29674471.0,28548274.0
Other Current Assets,196156.0,8435567.0
Current Deferred Assets,,6084501.0
Prepaid Assets,9614381.0,
Receivables,15066245.0,532979.0
Other Receivables,14209302.0,
Duefrom Related Parties Current,362048.0,3387.0
Taxes Receivable,403247.0,
Accounts Receivable,91648.0,529592.0
Cash Cash Equivalents And Short Term Investments,4797689.0,13495227.0
Other Short Term Investments,4070200.0,9663356.0
Cash And Cash Equivalents,727489.0,3831871.0
