,2026-03-31,2025-09-30
Ordinary Shares Number,12274857.0,12324857.0
Share Issued,12274857.0,12324857.0
Net Debt,118198.0,25000.0
Total Debt,118198.0,25000.0
Tangible Book Value,-45268.0,1470.0
Invested Capital,72930.0,26470.0
Working Capital,-161731.0,-23530.0
Net Tangible Assets,-45268.0,1470.0
Common Stock Equity,-45268.0,1470.0
Total Capitalization,-45268.0,1470.0
Total Equity Gross Minority Interest,-45268.0,1470.0
Stockholders Equity,-45268.0,1470.0
Retained Earnings,-70268.0,-23530.0
Additional Paid In Capital,24606.0,23768.0
Capital Stock,394.0,1232.0
Common Stock,394.0,1232.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,165109.0,37420.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,165109.0,37420.0
Current Debt And Capital Lease Obligation,118198.0,25000.0
Current Debt,118198.0,25000.0
Other Current Borrowings,118198.0,25000.0
Payables And Accrued Expenses,46911.0,12420.0
Current Accrued Expenses,46911.0,12420.0
Total Assets,119841.0,38890.0
Total Non Current Assets,116463.0,25000.0
Non Current Deferred Assets,116463.0,25000.0
Current Assets,3378.0,13890.0
Prepaid Assets,3378.0,13890.0
