,2025-09-30,2025-03-31
Ordinary Shares Number,5481874.0,1315207.0
Share Issued,5481874.0,1315207.0
Net Debt,3524816.0,6586335.0
Total Debt,20769445.0,12977780.0
Tangible Book Value,124117884.0,166410338.0
Invested Capital,128446798.0,173887009.0
Working Capital,83169625.0,51351188.0
Net Tangible Assets,124117884.0,166410338.0
Capital Lease Obligations,16440531.0,5501109.0
Common Stock Equity,124117884.0,166410338.0
Total Capitalization,125927664.0,169796358.0
Total Equity Gross Minority Interest,123857452.0,166229603.0
Minority Interest,-260432.0,-180735.0
Stockholders Equity,124117884.0,166410338.0
Gains Losses Not Affecting Retained Earnings,-10626032.0,-11631935.0
Other Equity Adjustments,-10626032.0,-11631935.0
Retained Earnings,-39839384.0,13215248.0
Additional Paid In Capital,161426802.0,161670511.0
Capital Stock,13156498.0,3156514.0
Common Stock,13156498.0,3156514.0
Total Liabilities Net Minority Interest,23175730.0,64196564.0
Total Non Current Liabilities Net Minority Interest,13219400.0,5627071.0
Long Term Debt And Capital Lease Obligation,13219400.0,5627071.0
Long Term Capital Lease Obligation,11409620.0,2241051.0
Long Term Debt,1809780.0,3386020.0
Current Liabilities,9956330.0,58569493.0
Other Current Liabilities,2096671.0,1752169.0
Current Debt And Capital Lease Obligation,7550045.0,7350709.0
Current Capital Lease Obligation,5030911.0,3260058.0
Current Debt,2519134.0,4090651.0
Current Notes Payable,2519134.0,4090651.0
Payables And Accrued Expenses,309614.0,49466615.0
Payables,309614.0,49466615.0
Other Payable,,49085500.0
Dueto Related Parties Current,293919.0,241773.0
Accounts Payable,15695.0,139342.0
Total Assets,147033182.0,230426167.0
Total Non Current Assets,53907227.0,120505487.0
Other Non Current Assets,,8920429.0
Non Current Prepaid Assets,1877272.0,
Non Current Note Receivables,28620240.0,
Investments And Advances,6932404.0,106047950.0
Net PPE,16477311.0,5537108.0
Accumulated Depreciation,-9342.0,-46437.0
Gross PPE,16486653.0,5583545.0
Other Properties,16440531.0,5488619.0
Machinery Furniture Equipment,46122.0,94926.0
Current Assets,93125955.0,109920681.0
Other Current Assets,372264.0,1497342.0
Prepaid Assets,46304704.0,101242631.0
Inventory,1544462.0,1556052.0
Inventories Adjustments Allowances,0.0,0.0
Finished Goods,1544462.0,1356677.0
Raw Materials,0.0,199375.0
Receivables,44100427.0,4734320.0
Duefrom Related Parties Current,0.0,97681.0
Notes Receivable,31005260.0,
Accounts Receivable,13095167.0,4636639.0
Allowance For Doubtful Accounts Receivable,-34189394.0,-8801.0
Gross Accounts Receivable,47284561.0,4645440.0
Cash Cash Equivalents And Short Term Investments,804098.0,890336.0
Cash And Cash Equivalents,804098.0,890336.0
Cash Financial,804098.0,890336.0
