,2025-09-30,2024-09-30
Ordinary Shares Number,216527494.0,221187796.0
Share Issued,216527494.0,221187796.0
Net Debt,101800000.0,99400000.0
Total Debt,833900000.0,940000000.0
Tangible Book Value,1281500000.0,1389600000.0
Invested Capital,2014700000.0,2198600000.0
Working Capital,733400000.0,815500000.0
Net Tangible Assets,1281500000.0,1389600000.0
Capital Lease Obligations,220800000.0,244100000.0
Common Stock Equity,1401600000.0,1502700000.0
Total Capitalization,1551600000.0,1652700000.0
Total Equity Gross Minority Interest,1401600000.0,1502700000.0
Stockholders Equity,1401600000.0,1502700000.0
Gains Losses Not Affecting Retained Earnings,14300000.0,16500000.0
Other Equity Adjustments,10500000.0,11800000.0
Foreign Currency Translation Adjustments,3800000.0,4700000.0
Retained Earnings,919700000.0,985300000.0
Capital Stock,467600000.0,500900000.0
Common Stock,467600000.0,500900000.0
Total Liabilities Net Minority Interest,1286300000.0,1402200000.0
Total Non Current Liabilities Net Minority Interest,340900000.0,384400000.0
Derivative Product Liabilities,700000.0,18300000.0
Employee Benefits,3700000.0,3800000.0
Non Current Pension And Other Postretirement Benefit Plans,3700000.0,3800000.0
Tradeand Other Payables Non Current,7400000.0,8800000.0
Non Current Deferred Liabilities,100000.0,100000.0
Non Current Deferred Taxes Liabilities,100000.0,100000.0
Long Term Debt And Capital Lease Obligation,327300000.0,351700000.0
Long Term Capital Lease Obligation,177300000.0,201700000.0
Long Term Debt,150000000.0,150000000.0
Long Term Provisions,1700000.0,1700000.0
Current Liabilities,945400000.0,1017800000.0
Current Deferred Liabilities,16500000.0,28100000.0
Current Deferred Revenue,16300000.0,12000000.0
Current Deferred Taxes Liabilities,200000.0,16100000.0
Current Debt And Capital Lease Obligation,506600000.0,588300000.0
Current Capital Lease Obligation,43500000.0,42400000.0
Current Debt,463100000.0,545900000.0
Other Current Borrowings,463100000.0,545900000.0
Pensionand Other Post Retirement Benefit Plans Current,52000000.0,47700000.0
Current Provisions,86600000.0,93500000.0
Payables And Accrued Expenses,283700000.0,260200000.0
Payables,283700000.0,260200000.0
Other Payable,108100000.0,78900000.0
Accounts Payable,175600000.0,181300000.0
Total Assets,2687900000.0,2904900000.0
Total Non Current Assets,1009100000.0,1071600000.0
Non Current Deferred Assets,66400000.0,75400000.0
Non Current Deferred Taxes Assets,66400000.0,75400000.0
Financial Assets,8400000.0,100000.0
Investments And Advances,23000000.0,61800000.0
Other Investments,20800000.0,15900000.0
Long Term Equity Investment,2200000.0,45900000.0
Investmentsin Associatesat Cost,2200000.0,45900000.0
Goodwill And Other Intangible Assets,120100000.0,113100000.0
Other Intangible Assets,30600000.0,22800000.0
Goodwill,89500000.0,90300000.0
Net PPE,791200000.0,821200000.0
Accumulated Depreciation,-1357200000.0,-1284400000.0
Gross PPE,2148400000.0,2105600000.0
Leases,30100000.0,27900000.0
Construction In Progress,56900000.0,78000000.0
Other Properties,178900000.0,194700000.0
Machinery Furniture Equipment,1423500000.0,1370400000.0
Land And Improvements,459000000.0,434600000.0
Current Assets,1678800000.0,1833300000.0
Hedging Assets Current,102500000.0,76800000.0
Current Deferred Assets,13800000.0,2300000.0
Current Deferred Taxes Assets,13800000.0,2300000.0
Prepaid Assets,25000000.0,33400000.0
Inventory,517700000.0,535200000.0
Other Inventories,378800000.0,369000000.0
Finished Goods,34800000.0,31300000.0
Work In Process,7800000.0,8000000.0
Raw Materials,96300000.0,126900000.0
Receivables,508500000.0,589100000.0
Receivables Adjustments Allowances,-1700000.0,-3100000.0
Other Receivables,91300000.0,135400000.0
Accounts Receivable,418900000.0,456800000.0
Cash Cash Equivalents And Short Term Investments,511300000.0,596500000.0
Cash And Cash Equivalents,511300000.0,596500000.0
Cash Equivalents,364300000.0,437000000.0
Cash Financial,147000000.0,159500000.0
