,2026-03-31,2025-09-30,2025-03-31
Ordinary Shares Number,5000600.0,5000600.0,5000600.0
Share Issued,5000600.0,5000600.0,5000600.0
Net Debt,182138000.0,169128000.0,155889000.0
Total Debt,182833000.0,171300000.0,157215000.0
Tangible Book Value,-546116000.0,-513573000.0,-487721000.0
Invested Capital,-117610000.0,-94499000.0,-80632000.0
Working Capital,-486029000.0,-463170000.0,-449632000.0
Net Tangible Assets,-546116000.0,-513573000.0,-487721000.0
Common Stock Equity,-300443000.0,-265799000.0,-237847000.0
Total Capitalization,-242045000.0,-216902000.0,-200669000.0
Total Equity Gross Minority Interest,-300443000.0,-265799000.0,-237847000.0
Stockholders Equity,-300443000.0,-265799000.0,-237847000.0
Other Equity Interest,-350449000.0,-315805000.0,-1000.0
Retained Earnings,,,-294042000.0
Capital Stock,50006000.0,50006000.0,50006000.0
Common Stock,50006000.0,50006000.0,50006000.0
Total Liabilities Net Minority Interest,576013000.0,551625000.0,530365000.0
Total Non Current Liabilities Net Minority Interest,65106000.0,55228000.0,42959000.0
Non Current Pension And Other Postretirement Benefit Plans,,,5781000.0
Long Term Debt And Capital Lease Obligation,58398000.0,48897000.0,37178000.0
Long Term Debt,58398000.0,48897000.0,37178000.0
Long Term Provisions,6708000.0,6331000.0,5781000.0
Current Liabilities,510907000.0,496397000.0,487406000.0
Other Current Liabilities,264510000.0,258364000.0,100000000.0
Current Debt And Capital Lease Obligation,124435000.0,122403000.0,120037000.0
Current Debt,124435000.0,122403000.0,120037000.0
Pensionand Other Post Retirement Benefit Plans Current,,,310000.0
Current Provisions,1744000.0,316000.0,310000.0
Payables,87146000.0,86641000.0,265476000.0
Other Payable,,,180861000.0
Accounts Payable,87146000.0,86641000.0,84615000.0
Total Assets,275570000.0,285826000.0,292518000.0
Total Non Current Assets,250692000.0,252599000.0,254745000.0
Other Non Current Assets,1088000.0,1138000.0,1089000.0
Non Current Prepaid Assets,,,2975000.0
Non Current Deferred Taxes Assets,,,0.0
Investmentin Financial Assets,618000.0,415000.0,492000.0
Available For Sale Securities,618000.0,415000.0,492000.0
Goodwill And Other Intangible Assets,245673000.0,247774000.0,249874000.0
Other Intangible Assets,245673000.0,247774000.0,249874000.0
Net PPE,442000.0,556000.0,580000.0
Accumulated Depreciation,,,-11689000.0
Gross PPE,,,12269000.0
Machinery Furniture Equipment,,,6973000.0
Buildings And Improvements,,,5296000.0
Properties,,,0.0
Current Assets,24878000.0,33227000.0,37774000.0
Other Current Assets,513000.0,548000.0,1722000.0
Restricted Cash,,,319000.0
Prepaid Assets,,,4080000.0
Inventory,1446000.0,2084000.0,2025000.0
Finished Goods,,,2025000.0
Other Receivables,,,49000.0
Accounts Receivable,19451000.0,25828000.0,29975000.0
Allowance For Doubtful Accounts Receivable,,,-76280000.0
Gross Accounts Receivable,,,106254000.0
Cash Cash Equivalents And Short Term Investments,3468000.0,4767000.0,1326000.0
Other Short Term Investments,2773000.0,2595000.0,2726000.0
Cash And Cash Equivalents,695000.0,2172000.0,1326000.0
Cash Financial,,,1326000.0
