,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,6146000.0,6146000.0,6146000.0,6146000.0
Share Issued,6146000.0,6146000.0,6146000.0,6146000.0
Net Debt,2762514000.0,3513246000.0,2730547000.0,3252949000.0
Total Debt,4208553000.0,4561040000.0,4078714000.0,3950953000.0
Tangible Book Value,3866387000.0,3683571000.0,3652604000.0,3514768000.0
Invested Capital,7107327000.0,7447616000.0,6902941000.0,6828765000.0
Working Capital,562162000.0,471056000.0,481585000.0,693373000.0
Net Tangible Assets,3866387000.0,3683571000.0,3652604000.0,3514768000.0
Capital Lease Obligations,967613000.0,796995000.0,828377000.0,636956000.0
Common Stock Equity,3866387000.0,3683571000.0,3652605000.0,3514768000.0
Total Capitalization,3920712000.0,3744298000.0,3714687000.0,3525921000.0
Total Equity Gross Minority Interest,3866387000.0,3683571000.0,3652605000.0,3514768000.0
Stockholders Equity,3866387000.0,3683571000.0,3652605000.0,3514768000.0
Other Equity Interest,3803602000.0,3620786000.0,3589819000.0,3451983000.0
Retained Earnings,,,3027468000.0,
Additional Paid In Capital,,,143165000.0,
Capital Stock,62785000.0,62785000.0,62785000.0,62785000.0
Common Stock,62785000.0,62785000.0,62785000.0,62785000.0
Total Liabilities Net Minority Interest,4720386000.0,5130081000.0,4491397000.0,4387106000.0
Total Non Current Liabilities Net Minority Interest,981109000.0,790585000.0,821033000.0,738993000.0
Other Non Current Liabilities,98593000.0,81835000.0,8820000.0,37865000.0
Non Current Accrued Expenses,,,8170000.0,
Long Term Debt And Capital Lease Obligation,867109000.0,707679000.0,753225000.0,547024000.0
Long Term Capital Lease Obligation,812784000.0,646952000.0,691143000.0,535871000.0
Long Term Debt,54325000.0,60727000.0,62082000.0,11153000.0
Long Term Provisions,14295000.0,,,100443000.0
Current Liabilities,3739277000.0,4339496000.0,3670364000.0,3648113000.0
Other Current Liabilities,265766000.0,139591000.0,149940000.0,69167000.0
Current Debt And Capital Lease Obligation,3341444000.0,3853361000.0,3328225000.0,3403929000.0
Current Capital Lease Obligation,154829000.0,150043000.0,137234000.0,101085000.0
Current Debt,3186615000.0,3703318000.0,3190991000.0,3302844000.0
Pensionand Other Post Retirement Benefit Plans Current,874000.0,0.0,0.0,6522000.0
Payables,64790000.0,261763000.0,158963000.0,89545000.0
Dividends Payable,,,404000.0,
Accounts Payable,64790000.0,261763000.0,158963000.0,89545000.0
Total Assets,8586773000.0,8813652000.0,8144001000.0,7901874000.0
Total Non Current Assets,4285334000.0,4003103000.0,3992053000.0,3560388000.0
Other Non Current Assets,51088000.0,62868000.0,31000.0,190025000.0
Defined Pension Benefit,,,18630000.0,
Non Current Deferred Taxes Assets,56502000.0,69499000.0,53614000.0,49088000.0
Investmentin Financial Assets,1034130000.0,894119000.0,888748000.0,798696000.0
Available For Sale Securities,1034130000.0,894119000.0,628654000.0,798696000.0
Net PPE,3143614000.0,2976617000.0,2993514000.0,2522579000.0
Gross PPE,3143614000.0,2976617000.0,2993514000.0,2522579000.0
Construction In Progress,19938000.0,2887000.0,3197000.0,5205000.0
Other Properties,3123676000.0,2973730000.0,2990317000.0,2517374000.0
Buildings And Improvements,,,1562782000.0,
Properties,,,0.0,
Current Assets,4301439000.0,4810552000.0,4151949000.0,4341486000.0
Other Current Assets,883128000.0,806295000.0,317981000.0,644495000.0
Assets Held For Sale Current,0.0,,,
Restricted Cash,,,404000.0,
Inventory,1718134000.0,2457554000.0,2087469000.0,2459186000.0
Finished Goods,,,1757409000.0,
Raw Materials,,,335213000.0,
Accounts Receivable,933792000.0,799452000.0,1004075000.0,684794000.0
Cash Cash Equivalents And Short Term Investments,766385000.0,747251000.0,726457000.0,553011000.0
Other Short Term Investments,287959000.0,496452000.0,222634000.0,491963000.0
Cash And Cash Equivalents,478426000.0,250799000.0,519790000.0,61048000.0
Cash Equivalents,,,376377000.0,
Cash Financial,,250799000.0,519790000.0,61048000.0
