,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,20110000.0,19900000.0,19900000.0
Share Issued,20110000.0,19900000.0,19900000.0
Total Debt,2081612.0,274738.0,53418.0
Tangible Book Value,5797012.0,1502232.0,888194.0
Invested Capital,5797012.0,1502232.0,888194.0
Working Capital,4609115.0,396489.0,592601.0
Net Tangible Assets,5797012.0,1502232.0,888194.0
Capital Lease Obligations,2081612.0,274738.0,53418.0
Common Stock Equity,5797012.0,1502232.0,888194.0
Total Capitalization,5797012.0,1502232.0,888194.0
Total Equity Gross Minority Interest,5797012.0,1502232.0,888194.0
Stockholders Equity,5797012.0,1502232.0,888194.0
Gains Losses Not Affecting Retained Earnings,394.0,-9869.0,4123.0
Other Equity Adjustments,394.0,-9869.0,4123.0
Retained Earnings,728061.0,1509751.0,881721.0
Additional Paid In Capital,5066546.0,500.0,500.0
Capital Stock,2011.0,1850.0,1850.0
Common Stock,2011.0,1850.0,1850.0
Total Liabilities Net Minority Interest,2959843.0,1757815.0,1180908.0
Total Non Current Liabilities Net Minority Interest,1591369.0,100696.0,4577.0
Non Current Deferred Liabilities,11354.0,761.0,0.0
Non Current Deferred Taxes Liabilities,11354.0,761.0,0.0
Long Term Debt And Capital Lease Obligation,1580015.0,99935.0,4577.0
Long Term Capital Lease Obligation,1580015.0,99935.0,4577.0
Current Liabilities,1368474.0,1657119.0,1176331.0
Current Deferred Liabilities,396887.0,1203833.0,958314.0
Current Deferred Revenue,396887.0,1203833.0,958314.0
Current Debt And Capital Lease Obligation,501597.0,174803.0,48841.0
Current Capital Lease Obligation,501597.0,174803.0,48841.0
Payables And Accrued Expenses,469990.0,278483.0,169176.0
Current Accrued Expenses,200158.0,33526.0,16812.0
Payables,269832.0,244957.0,152364.0
Dueto Related Parties Current,39392.0,0.0,0.0
Total Tax Payable,230440.0,244957.0,152364.0
Income Tax Payable,230440.0,244957.0,152364.0
Total Assets,8756855.0,3260047.0,2069102.0
Total Non Current Assets,2779266.0,1206439.0,300170.0
Other Non Current Assets,39019.0,55092.0,18593.0
Non Current Deferred Assets,0.0,785089.0,186227.0
Non Current Deferred Taxes Assets,0.0,0.0,4539.0
Net PPE,2740247.0,366258.0,95350.0
Accumulated Depreciation,-33592.0,,-33283.0
Gross PPE,2773839.0,366258.0,128633.0
Leases,41125.0,,71143.0
Construction In Progress,524199.0,,0.0
Other Properties,2081612.0,366258.0,53418.0
Machinery Furniture Equipment,126903.0,,4072.0
Properties,0.0,,0.0
Current Assets,5977589.0,2053608.0,1768932.0
Other Current Assets,311811.0,289914.0,11249.0
Receivables,238973.0,309558.0,316659.0
Duefrom Related Parties Current,0.0,0.0,309507.0
Accounts Receivable,238973.0,309558.0,7152.0
Allowance For Doubtful Accounts Receivable,0.0,,0.0
Gross Accounts Receivable,238973.0,,7152.0
Cash Cash Equivalents And Short Term Investments,5426805.0,1454136.0,1441024.0
Cash And Cash Equivalents,5426805.0,1454136.0,1441024.0
