,2025-12-31,2024-12-31
Ordinary Shares Number,55085700.0,55085700.0
Share Issued,55085700.0,55085700.0
Net Debt,6331759.0,2851206.0
Total Debt,6847150.0,5272156.0
Tangible Book Value,-502511.0,910959.0
Invested Capital,8424528.0,7859765.0
Working Capital,-910135.0,-630258.0
Net Tangible Assets,-502511.0,910959.0
Capital Lease Obligations,22262.0,36325.0
Common Stock Equity,1599640.0,2623934.0
Total Capitalization,3660345.0,3398405.0
Total Equity Gross Minority Interest,1599640.0,2623934.0
Stockholders Equity,1599640.0,2623934.0
Gains Losses Not Affecting Retained Earnings,1411846.0,1411846.0
Retained Earnings,-6507097.0,-5350788.0
Additional Paid In Capital,3940606.0,3808591.0
Capital Stock,2754285.0,2754285.0
Common Stock,2754285.0,2754285.0
Total Liabilities Net Minority Interest,22810103.0,10023259.0
Total Non Current Liabilities Net Minority Interest,2101359.0,811768.0
Non Current Deferred Liabilities,30595.0,33339.0
Non Current Deferred Taxes Liabilities,30595.0,33339.0
Long Term Debt And Capital Lease Obligation,2070764.0,778429.0
Long Term Capital Lease Obligation,10059.0,3958.0
Long Term Debt,2060705.0,774471.0
Current Liabilities,20708744.0,9211491.0
Current Deferred Liabilities,121015.0,772740.0
Current Deferred Revenue,121015.0,772740.0
Current Debt And Capital Lease Obligation,4776386.0,4493727.0
Current Capital Lease Obligation,12203.0,32367.0
Current Debt,4764183.0,4461360.0
Other Current Borrowings,4764183.0,4461360.0
Payables And Accrued Expenses,15811343.0,3945024.0
Current Accrued Expenses,355711.0,14901.0
Interest Payable,355711.0,14901.0
Payables,15455632.0,3930123.0
Other Payable,136233.0,13075.0
Dueto Related Parties Current,2929117.0,1792045.0
Total Tax Payable,176570.0,100192.0
Accounts Payable,12213712.0,2024811.0
Total Assets,24409743.0,12647193.0
Total Non Current Assets,4611134.0,4065960.0
Non Current Deferred Assets,2272573.0,2043812.0
Non Current Deferred Taxes Assets,2272573.0,2043812.0
Goodwill And Other Intangible Assets,2102151.0,1712975.0
Other Intangible Assets,2102151.0,1712975.0
Net PPE,236410.0,309173.0
Accumulated Depreciation,-72475.0,-46815.0
Gross PPE,308885.0,355988.0
Other Properties,259501.0,268117.0
Machinery Furniture Equipment,49384.0,87871.0
Current Assets,19798609.0,8581233.0
Prepaid Assets,3643077.0,1020384.0
Inventory,3444184.0,1951822.0
Finished Goods,3444184.0,1951822.0
Receivables,12183662.0,3172352.0
Receivables Adjustments Allowances,-174888.0,-515564.0
Other Receivables,34960.0,39460.0
Duefrom Related Parties Current,10443887.0,246220.0
Taxes Receivable,11131.0,41242.0
Accounts Receivable,1868572.0,3360994.0
Cash Cash Equivalents And Short Term Investments,527686.0,2436675.0
Other Short Term Investments,34557.0,52050.0
Cash And Cash Equivalents,493129.0,2384625.0
Cash Financial,493129.0,2384625.0
