,2025-09-30,2025-03-31
Ordinary Shares Number,16000000.0,13000000.0
Share Issued,16000000.0,13000000.0
Net Debt,19497000.0,22935000.0
Total Debt,24657000.0,24250000.0
Tangible Book Value,12653000.0,12141000.0
Invested Capital,36927000.0,35825000.0
Working Capital,34732000.0,33135000.0
Net Tangible Assets,12653000.0,12141000.0
Capital Lease Obligations,383000.0,566000.0
Common Stock Equity,12653000.0,12141000.0
Total Capitalization,35394000.0,33708000.0
Total Equity Gross Minority Interest,12653000.0,12141000.0
Stockholders Equity,12653000.0,12141000.0
Gains Losses Not Affecting Retained Earnings,68000.0,73000.0
Foreign Currency Translation Adjustments,68000.0,73000.0
Retained Earnings,6366000.0,6497000.0
Additional Paid In Capital,6218000.0,5570000.0
Capital Stock,1000.0,1000.0
Common Stock,1000.0,1000.0
Total Liabilities Net Minority Interest,37277000.0,37704000.0
Total Non Current Liabilities Net Minority Interest,22741000.0,21760000.0
Long Term Debt And Capital Lease Obligation,22741000.0,21760000.0
Long Term Capital Lease Obligation,0.0,193000.0
Long Term Debt,22741000.0,21567000.0
Current Liabilities,14536000.0,15944000.0
Current Deferred Liabilities,241000.0,630000.0
Current Deferred Revenue,241000.0,630000.0
Current Debt And Capital Lease Obligation,1916000.0,2490000.0
Current Capital Lease Obligation,383000.0,373000.0
Current Debt,1533000.0,2117000.0
Other Current Borrowings,1533000.0,
Line Of Credit,,2117000.0
Payables And Accrued Expenses,12379000.0,12824000.0
Current Accrued Expenses,1923000.0,192000.0
Payables,10456000.0,12632000.0
Other Payable,,2159000.0
Dueto Related Parties Current,9000.0,2000.0
Total Tax Payable,136000.0,121000.0
Income Tax Payable,136000.0,121000.0
Accounts Payable,10311000.0,10350000.0
Total Assets,49930000.0,49845000.0
Total Non Current Assets,662000.0,766000.0
Non Current Deferred Assets,38000.0,188000.0
Non Current Deferred Taxes Assets,38000.0,188000.0
Net PPE,624000.0,578000.0
Gross PPE,624000.0,578000.0
Other Properties,624000.0,578000.0
Current Assets,49268000.0,49079000.0
Prepaid Assets,239000.0,209000.0
Inventory,,0.0
Receivables,44252000.0,48121000.0
Other Receivables,27729000.0,25187000.0
Duefrom Related Parties Current,,0.0
Accounts Receivable,16523000.0,22934000.0
Allowance For Doubtful Accounts Receivable,,-232000.0
Gross Accounts Receivable,,23166000.0
Cash Cash Equivalents And Short Term Investments,4777000.0,749000.0
Cash And Cash Equivalents,4777000.0,749000.0
