,2025-12-31,2024-12-31
Ordinary Shares Number,2436907.0,580807.0
Share Issued,2436907.0,580807.0
Total Debt,2389958.0,4106229.0
Tangible Book Value,2810302.0,6014183.0
Invested Capital,4155234.0,9046690.0
Working Capital,1779404.0,4744522.0
Net Tangible Assets,2810302.0,6014183.0
Capital Lease Obligations,1758041.0,2183529.0
Common Stock Equity,3523317.0,7123990.0
Total Capitalization,3523317.0,7257293.0
Total Equity Gross Minority Interest,3291706.0,6892402.0
Minority Interest,-231611.0,-231588.0
Stockholders Equity,3523317.0,7123990.0
Gains Losses Not Affecting Retained Earnings,-237541.0,271452.0
Other Equity Adjustments,-237541.0,271452.0
Retained Earnings,-38635083.0,-30100945.0
Additional Paid In Capital,42395828.0,36953448.0
Capital Stock,113.0,35.0
Common Stock,113.0,35.0
Total Liabilities Net Minority Interest,12885708.0,16255176.0
Total Non Current Liabilities Net Minority Interest,989503.0,1632689.0
Long Term Debt And Capital Lease Obligation,989503.0,1632689.0
Long Term Capital Lease Obligation,989503.0,1499386.0
Long Term Debt,,133303.0
Current Liabilities,11896205.0,14622487.0
Current Deferred Liabilities,4917841.0,2500414.0
Current Deferred Revenue,4917841.0,2500414.0
Current Debt And Capital Lease Obligation,1400455.0,2473540.0
Current Capital Lease Obligation,768538.0,684143.0
Current Debt,631917.0,1789397.0
Other Current Borrowings,631917.0,1789397.0
Payables And Accrued Expenses,5577909.0,9648533.0
Current Accrued Expenses,636194.0,793873.0
Payables,4941715.0,8854660.0
Other Payable,2210718.0,2727401.0
Dueto Related Parties Current,26391.0,24842.0
Accounts Payable,2704606.0,6102417.0
Total Assets,16177414.0,23147578.0
Total Non Current Assets,2501805.0,3780569.0
Goodwill And Other Intangible Assets,713015.0,1109807.0
Other Intangible Assets,713015.0,1109807.0
Net PPE,1788790.0,2670762.0
Accumulated Depreciation,-2978841.0,-2258824.0
Gross PPE,4767631.0,4929586.0
Leases,280887.0,668524.0
Other Properties,108984.0,108661.0
Machinery Furniture Equipment,363463.0,540609.0
Buildings And Improvements,4014297.0,3611792.0
Properties,0.0,0.0
Current Assets,13675609.0,19367009.0
Other Current Assets,,1684.0
Prepaid Assets,6249951.0,6052343.0
Inventory,0.0,154092.0
Receivables,4369615.0,9010611.0
Receivables Adjustments Allowances,-1619003.0,-150000.0
Other Receivables,770348.0,929530.0
Duefrom Related Parties Current,22553.0,37556.0
Notes Receivable,4070970.0,4015847.0
Accounts Receivable,1124747.0,4177678.0
Allowance For Doubtful Accounts Receivable,-1671060.0,-648653.0
Gross Accounts Receivable,2795807.0,4826331.0
Cash Cash Equivalents And Short Term Investments,3056043.0,4148279.0
Cash And Cash Equivalents,3056043.0,4148279.0
