,2025-12-31,2024-12-31
Ordinary Shares Number,35949247.0,24252096.0
Share Issued,35949247.0,24252096.0
Total Debt,480000.0,655000.0
Tangible Book Value,2323000.0,4322000.0
Invested Capital,2323000.0,4322000.0
Working Capital,1587000.0,3440000.0
Net Tangible Assets,2323000.0,4322000.0
Capital Lease Obligations,480000.0,655000.0
Common Stock Equity,2323000.0,4322000.0
Total Capitalization,2323000.0,4322000.0
Total Equity Gross Minority Interest,2323000.0,4322000.0
Stockholders Equity,2323000.0,4322000.0
Retained Earnings,-79794000.0,-66574000.0
Capital Stock,82117000.0,70896000.0
Common Stock,82117000.0,70896000.0
Total Liabilities Net Minority Interest,3018000.0,3748000.0
Total Non Current Liabilities Net Minority Interest,194000.0,378000.0
Long Term Debt And Capital Lease Obligation,194000.0,378000.0
Long Term Capital Lease Obligation,194000.0,378000.0
Current Liabilities,2824000.0,3370000.0
Other Current Liabilities,1082000.0,1575000.0
Current Debt And Capital Lease Obligation,286000.0,277000.0
Current Capital Lease Obligation,286000.0,277000.0
Payables And Accrued Expenses,1456000.0,1518000.0
Current Accrued Expenses,935000.0,922000.0
Payables,521000.0,596000.0
Other Payable,30000.0,21000.0
Dueto Related Parties Current,384000.0,421000.0
Accounts Payable,107000.0,154000.0
Total Assets,5341000.0,8070000.0
Total Non Current Assets,930000.0,1260000.0
Net PPE,930000.0,1260000.0
Accumulated Depreciation,-520000.0,-370000.0
Gross PPE,1450000.0,1630000.0
Leases,36000.0,36000.0
Other Properties,1093000.0,1296000.0
Machinery Furniture Equipment,321000.0,298000.0
Properties,0.0,0.0
Current Assets,4411000.0,6810000.0
Other Current Assets,203000.0,257000.0
Restricted Cash,98000.0,90000.0
Prepaid Assets,216000.0,240000.0
Inventory,735000.0,444000.0
Finished Goods,461000.0,293000.0
Work In Process,66000.0,55000.0
Raw Materials,208000.0,96000.0
Cash Cash Equivalents And Short Term Investments,3159000.0,5779000.0
Other Short Term Investments,0.0,668000.0
Cash And Cash Equivalents,3159000.0,5111000.0
