,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,10711059.0,10028025.0,9651102.0
Share Issued,10711059.0,10028025.0,9651102.0
Net Debt,5104605.0,3872757.0,849726.0
Total Debt,5113954.0,4217405.0,3896328.0
Tangible Book Value,-5112835.0,-4053487.0,-1364507.0
Invested Capital,19315581.0,20021891.0,22690091.0
Working Capital,-5338422.0,-4125457.0,-1339525.0
Net Tangible Assets,-5112835.0,-4053487.0,-1364507.0
Common Stock Equity,14201627.0,15804486.0,18793763.0
Total Capitalization,14215177.0,15818036.0,18807313.0
Total Equity Gross Minority Interest,14201627.0,15804486.0,18793763.0
Stockholders Equity,14201627.0,15804486.0,18793763.0
Retained Earnings,-21883487.0,-18141383.0,-14800289.0
Capital Stock,36085114.0,33945869.0,33594052.0
Common Stock,36085114.0,33945869.0,33594052.0
Total Liabilities Net Minority Interest,5923891.0,5670669.0,6321693.0
Total Non Current Liabilities Net Minority Interest,52389.0,38542.0,43038.0
Employee Benefits,38839.0,24992.0,29488.0
Long Term Debt And Capital Lease Obligation,13550.0,13550.0,13550.0
Long Term Debt,13550.0,13550.0,13550.0
Current Liabilities,5871502.0,5632127.0,6278655.0
Other Current Liabilities,64613.0,771484.0,1279184.0
Current Deferred Liabilities,,0.0,118704.0
Current Deferred Revenue,,0.0,118704.0
Current Debt And Capital Lease Obligation,5100404.0,4203855.0,3882778.0
Current Debt,5100404.0,4203855.0,3882778.0
Other Current Borrowings,5100404.0,4203855.0,3882778.0
Pensionand Other Post Retirement Benefit Plans Current,98740.0,84694.0,105198.0
Payables And Accrued Expenses,607745.0,572094.0,892791.0
Current Accrued Expenses,21688.0,100138.0,31429.0
Payables,586057.0,471956.0,861362.0
Other Payable,22289.0,134040.0,433300.0
Dueto Related Parties Current,,0.0,
Total Tax Payable,23112.0,155284.0,250522.0
Accounts Payable,540656.0,182632.0,177540.0
Total Assets,20125518.0,21475155.0,25115456.0
Total Non Current Assets,19592438.0,19968485.0,20176326.0
Non Current Prepaid Assets,264253.0,94605.0,
Goodwill And Other Intangible Assets,19314462.0,19857973.0,20158270.0
Other Intangible Assets,19314462.0,19857973.0,20158270.0
Net PPE,13723.0,15907.0,18056.0
Gross PPE,13723.0,15907.0,18056.0
Other Properties,13723.0,15907.0,18056.0
Current Assets,533080.0,1506670.0,4939130.0
Other Current Assets,24256.0,437856.0,
Prepaid Assets,84699.0,264442.0,1587521.0
Receivables,414776.0,459724.0,305007.0
Taxes Receivable,414776.0,413793.0,305007.0
Accounts Receivable,0.0,45931.0,0.0
Cash Cash Equivalents And Short Term Investments,9349.0,344648.0,3046602.0
Cash And Cash Equivalents,9349.0,344648.0,3046602.0
Cash Financial,9349.0,344648.0,3046602.0
