,2025-06-30,2025-03-31
Ordinary Shares Number,1799055.0,1799055.0
Share Issued,1799055.0,1799055.0
Total Debt,631190.0,486111.0
Tangible Book Value,190883.0,1027630.0
Invested Capital,4252957.0,4613294.0
Working Capital,153092.0,958774.0
Net Tangible Assets,190883.0,1027630.0
Capital Lease Obligations,203910.0,237011.0
Common Stock Equity,3825677.0,4364194.0
Total Capitalization,3825677.0,4364194.0
Total Equity Gross Minority Interest,3825677.0,4364194.0
Stockholders Equity,3825677.0,4364194.0
Gains Losses Not Affecting Retained Earnings,756377.0,451876.0
Retained Earnings,-50131797.0,-49296550.0
Capital Stock,53201097.0,53208868.0
Common Stock,53201097.0,53208868.0
Total Liabilities Net Minority Interest,2001418.0,1806589.0
Total Non Current Liabilities Net Minority Interest,224838.0,247232.0
Employee Benefits,162102.0,
Long Term Debt And Capital Lease Obligation,62736.0,99449.0
Long Term Capital Lease Obligation,62736.0,99449.0
Long Term Provisions,,147783.0
Current Liabilities,1776580.0,1559357.0
Current Deferred Liabilities,170215.0,141816.0
Current Deferred Revenue,170215.0,141816.0
Current Debt And Capital Lease Obligation,568454.0,386662.0
Current Capital Lease Obligation,141174.0,137562.0
Current Debt,427280.0,249100.0
Other Current Borrowings,249100.0,249100.0
Line Of Credit,178180.0,
Pensionand Other Post Retirement Benefit Plans Current,136508.0,
Current Provisions,,106589.0
Payables And Accrued Expenses,901403.0,924290.0
Current Accrued Expenses,511170.0,514693.0
Payables,390233.0,409597.0
Other Payable,103909.0,
Total Tax Payable,39648.0,
Accounts Payable,246676.0,409597.0
Total Assets,5827095.0,6170783.0
Total Non Current Assets,3897423.0,3652652.0
Goodwill And Other Intangible Assets,3634794.0,3336564.0
Other Intangible Assets,3634794.0,
Net PPE,262629.0,316088.0
Accumulated Depreciation,-773273.0,
Gross PPE,1035902.0,316088.0
Leases,250211.0,
Other Properties,234856.0,316088.0
Buildings And Improvements,550835.0,
Properties,0.0,
Current Assets,1929672.0,2518131.0
Other Current Assets,,326144.0
Prepaid Assets,458654.0,
Receivables,876347.0,905812.0
Other Receivables,16991.0,
Taxes Receivable,571418.0,
Accounts Receivable,287938.0,905812.0
Allowance For Doubtful Accounts Receivable,-297724.0,
Gross Accounts Receivable,585662.0,
Cash Cash Equivalents And Short Term Investments,594671.0,1286175.0
Cash And Cash Equivalents,594671.0,1286175.0
