,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,36897356.0,36969285.0,37039657.0,37061547.0,37061547.0
Share Issued,36897356.0,36969285.0,37039657.0,37061547.0,37061547.0
Net Debt,900994000.0,868718000.0,869529000.0,877579000.0,890919000.0
Total Debt,907133000.0,873761000.0,875315000.0,887318000.0,902952000.0
Tangible Book Value,674028000.0,706038000.0,714075000.0,724716000.0,727122000.0
Invested Capital,1581161000.0,1579799000.0,1589390000.0,1612034000.0,1630074000.0
Net Tangible Assets,674028000.0,706038000.0,714075000.0,724716000.0,727122000.0
Common Stock Equity,674028000.0,706038000.0,714075000.0,724716000.0,727122000.0
Total Capitalization,1581161000.0,1579799000.0,1589390000.0,1612034000.0,1630074000.0
Total Equity Gross Minority Interest,674028000.0,706038000.0,714075000.0,724716000.0,727122000.0
Stockholders Equity,674028000.0,706038000.0,714075000.0,724716000.0,727122000.0
Retained Earnings,-282039000.0,-251029000.0,-244727000.0,-234419000.0,-232013000.0
Additional Paid In Capital,956030000.0,957030000.0,958765000.0,959098000.0,959098000.0
Capital Stock,37000.0,37000.0,37000.0,37000.0,37000.0
Common Stock,37000.0,37000.0,37000.0,37000.0,37000.0
Preferred Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,943626000.0,916097000.0,913553000.0,929728000.0,939375000.0
Derivative Product Liabilities,3483000.0,2134000.0,2271000.0,2606000.0,284000.0
Long Term Debt And Capital Lease Obligation,907133000.0,873761000.0,875315000.0,887318000.0,902952000.0
Payables,30340000.0,36402000.0,32193000.0,36677000.0,33188000.0
Other Payable,6490000.0,8505000.0,8693000.0,8632000.0,8506000.0
Accounts Payable,23850000.0,27897000.0,23500000.0,28045000.0,24682000.0
Total Assets,1617654000.0,1622135000.0,1627628000.0,1654444000.0,1666497000.0
Investments And Advances,1564276000.0,1571553000.0,1582760000.0,1602136000.0,1624983000.0
Investmentin Financial Assets,1564276000.0,1571553000.0,1582760000.0,1602136000.0,1624983000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1562470000.0,1569418000.0,1580678000.0,1600692000.0,1620741000.0
Receivables,23421000.0,17352000.0,15217000.0,24292000.0,8464000.0
Cash And Cash Equivalents,6139000.0,5043000.0,5786000.0,9739000.0,12033000.0
Cash Cash Equivalents And Federal Funds Sold,26593000.0,31497000.0,27803000.0,26140000.0,30528000.0
