,2026-03-31,2025-09-30,2024-12-31
Ordinary Shares Number,84544557.0,82691551.0,82691551.0
Share Issued,84544557.0,82691551.0,82691551.0
Total Debt,2419000.0,55300000.0,37259000.0
Tangible Book Value,-139113000.0,-531414000.0,-131522000.0
Invested Capital,-139113000.0,-477265000.0,-95625000.0
Working Capital,115101000.0,26820000.0,14960000.0
Net Tangible Assets,-139113000.0,-531414000.0,-131522000.0
Capital Lease Obligations,2419000.0,1151000.0,1362000.0
Common Stock Equity,-139113000.0,-531414000.0,-131522000.0
Total Capitalization,-139113000.0,-513445000.0,-109849000.0
Total Equity Gross Minority Interest,-139113000.0,-531414000.0,-131522000.0
Stockholders Equity,-139113000.0,-531414000.0,-131522000.0
Retained Earnings,-641472000.0,-532000000.0,-135532000.0
Additional Paid In Capital,502351000.0,585000.0,4009000.0
Capital Stock,8000.0,1000.0,1000.0
Common Stock,8000.0,1000.0,1000.0
Total Liabilities Net Minority Interest,284489000.0,619227000.0,180716000.0
Total Non Current Liabilities Net Minority Interest,269576000.0,567174000.0,156528000.0
Preferred Securities Outside Stock Equity,180331000.0,476333000.0,130616000.0
Derivative Product Liabilities,87803000.0,72423000.0,3586000.0
Long Term Debt And Capital Lease Obligation,1442000.0,18418000.0,22326000.0
Long Term Capital Lease Obligation,1442000.0,449000.0,653000.0
Long Term Debt,,17969000.0,21673000.0
Current Liabilities,14913000.0,52053000.0,24188000.0
Current Deferred Liabilities,,0.0,112000.0
Current Deferred Revenue,,0.0,112000.0
Current Debt And Capital Lease Obligation,977000.0,36882000.0,14933000.0
Current Capital Lease Obligation,977000.0,702000.0,709000.0
Current Debt,,36180000.0,14224000.0
Other Current Borrowings,,36180000.0,14224000.0
Current Provisions,738000.0,5047000.0,5166000.0
Payables And Accrued Expenses,13198000.0,10124000.0,3977000.0
Current Accrued Expenses,6343000.0,8095000.0,2683000.0
Payables,6855000.0,2029000.0,1294000.0
Accounts Payable,6855000.0,2029000.0,1294000.0
Total Assets,145376000.0,87813000.0,49194000.0
Total Non Current Assets,15362000.0,8940000.0,10046000.0
Other Non Current Assets,2569000.0,,
Non Current Prepaid Assets,107000.0,107000.0,109000.0
Net PPE,12686000.0,8833000.0,9937000.0
Accumulated Depreciation,-5611000.0,-4744000.0,-3595000.0
Gross PPE,18297000.0,13577000.0,13532000.0
Leases,436000.0,425000.0,394000.0
Other Properties,2401000.0,1138000.0,1348000.0
Machinery Furniture Equipment,15460000.0,12014000.0,11790000.0
Properties,0.0,0.0,0.0
Current Assets,130014000.0,78873000.0,39148000.0
Other Current Assets,5570000.0,8367000.0,1040000.0
Receivables,1342000.0,3420000.0,536000.0
Accounts Receivable,1342000.0,3420000.0,536000.0
Cash Cash Equivalents And Short Term Investments,123102000.0,67086000.0,37572000.0
Other Short Term Investments,325000.0,329000.0,377000.0
Cash And Cash Equivalents,122777000.0,66757000.0,37195000.0
