,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1387480.0,187480.0,187480.0
Share Issued,1387480.0,187480.0,187480.0
Net Debt,11098254.0,9720968.0,9567032.0
Total Debt,11937408.0,10654794.0,10661301.0
Tangible Book Value,36585644.0,7355415.0,5835728.0
Invested Capital,49016810.0,18532769.0,18416005.0
Working Capital,3135384.0,2993218.0,9361455.0
Net Tangible Assets,36585644.0,7355415.0,5835728.0
Capital Lease Obligations,162566.0,,
Common Stock Equity,37241968.0,7877975.0,7754704.0
Total Capitalization,40371948.0,10951202.0,17909954.0
Total Equity Gross Minority Interest,37175830.0,7814394.0,7692511.0
Minority Interest,-66138.0,-63581.0,-62193.0
Stockholders Equity,37241968.0,7877975.0,7754704.0
Other Equity Interest,-1699.0,-1699.0,-1699.0
Gains Losses Not Affecting Retained Earnings,466916.0,520992.0,468566.0
Other Equity Adjustments,466916.0,520992.0,468566.0
Retained Earnings,-56525.0,525406.0,452050.0
Additional Paid In Capital,36819401.0,6831401.0,6833912.0
Capital Stock,13875.0,1875.0,1875.0
Common Stock,13875.0,1875.0,1875.0
Total Liabilities Net Minority Interest,23593003.0,20020097.0,21107985.0
Total Non Current Liabilities Net Minority Interest,3240240.0,3073227.0,10155250.0
Long Term Debt And Capital Lease Obligation,3240240.0,3073227.0,10155250.0
Long Term Capital Lease Obligation,110260.0,,
Long Term Debt,3129980.0,3073227.0,10155250.0
Current Liabilities,20352763.0,16946870.0,10952735.0
Other Current Liabilities,4109.0,4877.0,3455.0
Current Deferred Liabilities,328340.0,926830.0,1173881.0
Current Deferred Revenue,328340.0,926830.0,1173881.0
Current Debt And Capital Lease Obligation,8697168.0,7581567.0,506051.0
Current Capital Lease Obligation,52306.0,,
Current Debt,8644862.0,7581567.0,506051.0
Other Current Borrowings,8431454.0,7581567.0,506051.0
Current Notes Payable,213408.0,,
Payables And Accrued Expenses,11323146.0,8433596.0,9269348.0
Current Accrued Expenses,66800.0,65589.0,90651.0
Payables,11256346.0,8368007.0,9178697.0
Other Payable,1276472.0,813223.0,1229180.0
Dueto Related Parties Current,183746.0,210490.0,224636.0
Total Tax Payable,3061171.0,3268416.0,3027617.0
Income Tax Payable,2212596.0,2238075.0,2129463.0
Accounts Payable,6734957.0,4075878.0,4697264.0
Total Assets,60768833.0,27834491.0,28800496.0
Total Non Current Assets,37280686.0,7894403.0,8486306.0
Other Non Current Assets,90381.0,15779.0,134790.0
Non Current Deferred Assets,784701.0,690158.0,575376.0
Non Current Deferred Taxes Assets,784701.0,690158.0,575376.0
Non Current Note Receivables,29877077.0,3515050.0,
Non Current Accounts Receivable,598851.0,517810.0,526939.0
Investments And Advances,,0.0,2643147.0
Investmentin Financial Assets,,0.0,2643147.0
Available For Sale Securities,,,2643147.0
Goodwill And Other Intangible Assets,656324.0,522560.0,1918976.0
Other Intangible Assets,656324.0,522560.0,1918976.0
Net PPE,5273352.0,2633046.0,2687078.0
Accumulated Depreciation,-4512601.0,-4252122.0,-4038328.0
Gross PPE,9785953.0,6885168.0,6725406.0
Construction In Progress,2869159.0,132516.0,
Machinery Furniture Equipment,2855345.0,2764845.0,2754132.0
Buildings And Improvements,4061449.0,3987807.0,3971274.0
Properties,0.0,0.0,0.0
Current Assets,23488147.0,19940088.0,20314190.0
Other Current Assets,643705.0,600927.0,348042.0
Restricted Cash,125107.0,145739.0,96125.0
Prepaid Assets,967751.0,781590.0,846772.0
Inventory,1709583.0,1513758.0,1728639.0
Finished Goods,1258129.0,1012182.0,1108624.0
Work In Process,96174.0,141479.0,135522.0
Raw Materials,355280.0,360097.0,484493.0
Receivables,16662249.0,13310098.0,16200343.0
Notes Receivable,0.0,29544.0,22543.0
Loans Receivable,3515050.0,1000000.0,4515050.0
Accounts Receivable,13147199.0,12280554.0,11662750.0
Cash Cash Equivalents And Short Term Investments,3379752.0,3587976.0,1094269.0
Other Short Term Investments,2703164.0,2654150.0,
Cash And Cash Equivalents,676588.0,933826.0,1094269.0
Cash Financial,676588.0,933826.0,1094269.0
