,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,139978000.0,142331000.0,146090000.0,148542225.0,150201000.0
Share Issued,139978000.0,142331000.0,146090000.0,148542225.0,150201000.0
Total Debt,375194000.0,342882000.0,350672000.0,312071000.0,276975000.0
Tangible Book Value,2470005000.0,2579812000.0,2436381000.0,2437822000.0,2483324000.0
Invested Capital,2499638000.0,2609454000.0,2466030000.0,2467479000.0,2513013000.0
Working Capital,2046346000.0,2132947000.0,2002677000.0,2027832000.0,2090534000.0
Net Tangible Assets,2470005000.0,2579812000.0,2436381000.0,2437822000.0,2483324000.0
Capital Lease Obligations,375194000.0,342882000.0,350672000.0,312071000.0,276975000.0
Common Stock Equity,2499638000.0,2609454000.0,2466030000.0,2467479000.0,2513013000.0
Total Capitalization,2499638000.0,2609454000.0,2466030000.0,2467479000.0,2513013000.0
Total Equity Gross Minority Interest,2499638000.0,2609454000.0,2466030000.0,2467479000.0,2513013000.0
Stockholders Equity,2499638000.0,2609454000.0,2466030000.0,2467479000.0,2513013000.0
Gains Losses Not Affecting Retained Earnings,-35919000.0,-46068000.0,-49111000.0,-58089000.0,-49654000.0
Other Equity Adjustments,-35919000.0,-46068000.0,-49111000.0,-58089000.0,-49654000.0
Retained Earnings,2246362000.0,2374985000.0,2245773000.0,2262301000.0,2307699000.0
Additional Paid In Capital,287795000.0,279114000.0,267907000.0,261782000.0,253466000.0
Capital Stock,1400000.0,1423000.0,1461000.0,1485000.0,1502000.0
Common Stock,1400000.0,1423000.0,1461000.0,1485000.0,1502000.0
Total Liabilities Net Minority Interest,1188127000.0,1492696000.0,1318249000.0,1371792000.0,1057239000.0
Total Non Current Liabilities Net Minority Interest,384053000.0,343253000.0,349451000.0,324796000.0,287298000.0
Other Non Current Liabilities,66477000.0,61618000.0,59072000.0,58218000.0,51189000.0
Tradeand Other Payables Non Current,26313000.0,15524000.0,15623000.0,19761000.0,13587000.0
Long Term Debt And Capital Lease Obligation,291263000.0,266111000.0,274756000.0,246817000.0,222522000.0
Long Term Capital Lease Obligation,291263000.0,266111000.0,274756000.0,246817000.0,222522000.0
Current Liabilities,804074000.0,1149443000.0,968798000.0,1046996000.0,769941000.0
Current Debt And Capital Lease Obligation,83931000.0,76771000.0,75916000.0,65254000.0,54453000.0
Current Capital Lease Obligation,83931000.0,76771000.0,75916000.0,65254000.0,54453000.0
Payables And Accrued Expenses,720143000.0,1072672000.0,892882000.0,981742000.0,715488000.0
Current Accrued Expenses,290770000.0,323603000.0,217559000.0,220423000.0,267537000.0
Payables,429373000.0,749069000.0,675323000.0,761319000.0,447951000.0
Total Tax Payable,44844000.0,150572000.0,85007000.0,28438000.0,29996000.0
Income Tax Payable,36475000.0,142116000.0,65985000.0,22735000.0,23299000.0
Accounts Payable,384529000.0,598497000.0,590316000.0,732881000.0,417955000.0
Total Assets,3687765000.0,4102150000.0,3784279000.0,3839271000.0,3570252000.0
Total Non Current Assets,837345000.0,819760000.0,812804000.0,764443000.0,709777000.0
Other Non Current Assets,66331000.0,61963000.0,53484000.0,47429000.0,39546000.0
Non Current Deferred Assets,68501000.0,93681000.0,90814000.0,85798000.0,77591000.0
Non Current Deferred Taxes Assets,68501000.0,93681000.0,90814000.0,85798000.0,77591000.0
Goodwill And Other Intangible Assets,29633000.0,29642000.0,29649000.0,29657000.0,29689000.0
Other Intangible Assets,15643000.0,15652000.0,15659000.0,15667000.0,15699000.0
Goodwill,13990000.0,13990000.0,13990000.0,13990000.0,13990000.0
Net PPE,672880000.0,634474000.0,638857000.0,601559000.0,562951000.0
Accumulated Depreciation,-457173000.0,-442579000.0,-433876000.0,-420663000.0,-402964000.0
Gross PPE,1130053000.0,1077053000.0,1072733000.0,1022222000.0,965915000.0
Leases,179482000.0,,,,137806000.0
Construction In Progress,10844000.0,,,,47080000.0
Other Properties,335098000.0,1077053000.0,1072733000.0,1022222000.0,237352000.0
Machinery Furniture Equipment,507775000.0,,,,469714000.0
Buildings And Improvements,63990000.0,,,,41099000.0
Land And Improvements,32864000.0,,,,32864000.0
Properties,0.0,,,,0.0
Current Assets,2850420000.0,3282390000.0,2971475000.0,3074828000.0,2860475000.0
Other Current Assets,82114000.0,160451000.0,125919000.0,60624000.0,67282000.0
Prepaid Assets,53236000.0,49699000.0,48652000.0,52604000.0,39294000.0
Inventory,487018000.0,633485000.0,835595000.0,849351000.0,495226000.0
Receivables,320803000.0,352009000.0,546830000.0,391833000.0,369485000.0
Taxes Receivable,1825000.0,7684000.0,8066000.0,15359000.0,36613000.0
Accounts Receivable,318978000.0,344325000.0,538764000.0,376474000.0,332872000.0
Allowance For Doubtful Accounts Receivable,-38198000.0,-49395000.0,-63457000.0,-38321000.0,-32883000.0
Gross Accounts Receivable,357176000.0,393720000.0,602221000.0,414795000.0,365755000.0
Cash Cash Equivalents And Short Term Investments,1907249000.0,2086746000.0,1414479000.0,1720416000.0,1889188000.0
Cash And Cash Equivalents,1907249000.0,2086746000.0,1414479000.0,1720416000.0,1889188000.0
