,2026-03-31,2025-10-31
Ordinary Shares Number,35513515.0,30957585.0
Share Issued,35513515.0,30957585.0
Tangible Book Value,238304017.0,6815.0
Invested Capital,238304017.0,6815.0
Working Capital,839543.0,-143371.0
Net Tangible Assets,238304017.0,6815.0
Common Stock Equity,238304017.0,6815.0
Total Capitalization,238304017.0,6815.0
Total Equity Gross Minority Interest,238304017.0,6815.0
Stockholders Equity,238304017.0,6815.0
Retained Earnings,-4359382.0,-18185.0
Additional Paid In Capital,0.0,24109.0
Capital Stock,242663399.0,891.0
Common Stock,242663399.0,891.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,5414621.0,157951.0
Total Non Current Liabilities Net Minority Interest,5265000.0,0.0
Non Current Deferred Liabilities,5265000.0,
Current Liabilities,149621.0,157951.0
Current Notes Payable,0.0,
Payables And Accrued Expenses,149621.0,157951.0
Current Accrued Expenses,149621.0,157951.0
Total Assets,243718638.0,164766.0
Total Non Current Assets,242729474.0,150186.0
Other Non Current Assets,242723435.0,
Non Current Prepaid Assets,6039.0,
Non Current Deferred Assets,0.0,150186.0
Current Assets,989164.0,14580.0
Prepaid Assets,183557.0,
Cash Cash Equivalents And Short Term Investments,805607.0,14580.0
Cash And Cash Equivalents,805607.0,14580.0
Cash Financial,805607.0,14580.0
