,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,338777049.0,,334724485.0
Share Issued,338777049.0,334724485.0,334724485.0
Net Debt,263158000.0,,
Total Debt,467106000.0,,360162000.0
Tangible Book Value,-177447000.0,-162231000.0,95079000.0
Invested Capital,820400000.0,,706511000.0
Working Capital,98656000.0,,365029000.0
Net Tangible Assets,-177447000.0,-162231000.0,95079000.0
Capital Lease Obligations,62082000.0,34081000.0,6588000.0
Common Stock Equity,415376000.0,,352937000.0
Total Capitalization,807290000.0,793419000.0,694748000.0
Total Equity Gross Minority Interest,415376000.0,421941000.0,352937000.0
Stockholders Equity,415376000.0,421941000.0,352937000.0
Gains Losses Not Affecting Retained Earnings,89952000.0,99813000.0,91839000.0
Other Equity Adjustments,89952000.0,,91839000.0
Retained Earnings,-154538000.0,-150982000.0,-152914000.0
Additional Paid In Capital,479962000.0,473110000.0,414012000.0
Capital Stock,0.0,,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,748610000.0,768011000.0,587442000.0
Total Non Current Liabilities Net Minority Interest,516986000.0,,382354000.0
Other Non Current Liabilities,14211000.0,,18834000.0
Employee Benefits,444000.0,,305000.0
Non Current Deferred Liabilities,44706000.0,,7832000.0
Non Current Deferred Revenue,0.0,1017000.0,2036000.0
Non Current Deferred Taxes Liabilities,44706000.0,39188000.0,5796000.0
Long Term Debt And Capital Lease Obligation,448448000.0,397189000.0,346853000.0
Long Term Capital Lease Obligation,56534000.0,,5042000.0
Long Term Debt,391914000.0,,341811000.0
Long Term Provisions,9177000.0,,8530000.0
Current Liabilities,231624000.0,298582000.0,205088000.0
Other Current Liabilities,11540000.0,72281000.0,53215000.0
Current Deferred Liabilities,11470000.0,,6967000.0
Current Deferred Revenue,402000.0,4399000.0,6967000.0
Current Debt And Capital Lease Obligation,18658000.0,21064000.0,13309000.0
Current Capital Lease Obligation,5548000.0,8370000.0,1546000.0
Current Debt,13110000.0,12694000.0,11763000.0
Other Current Borrowings,13110000.0,,11763000.0
Pensionand Other Post Retirement Benefit Plans Current,19371000.0,,14144000.0
Current Provisions,562000.0,896000.0,576000.0
Payables And Accrued Expenses,170023000.0,185307000.0,116877000.0
Current Accrued Expenses,32608000.0,43712000.0,33052000.0
Payables,,,83825000.0
Other Payable,17864000.0,38168000.0,4061000.0
Total Tax Payable,30742000.0,,30087000.0
Accounts Payable,88809000.0,,49677000.0
Total Assets,1163986000.0,,940379000.0
Total Non Current Assets,833706000.0,,370262000.0
Other Non Current Assets,60901000.0,,46064000.0
Non Current Deferred Assets,59353000.0,75772000.0,28920000.0
Non Current Deferred Taxes Assets,59353000.0,75772000.0,28920000.0
Non Current Accounts Receivable,1340000.0,,
Investments And Advances,3678000.0,4057000.0,3774000.0
Investmentin Financial Assets,,,0.0
Long Term Equity Investment,3678000.0,,3774000.0
Investments In Other Ventures Under Equity Method,3678000.0,4057000.0,3774000.0
Investmentsin Associatesat Cost,,,2696000.0
Goodwill And Other Intangible Assets,592823000.0,,257858000.0
Other Intangible Assets,393835000.0,,191272000.0
Goodwill,198988000.0,185809000.0,66586000.0
Net PPE,115611000.0,,33646000.0
Accumulated Depreciation,-17916000.0,-10937000.0,-6881000.0
Gross PPE,133527000.0,,40527000.0
Leases,67155000.0,,9620000.0
Construction In Progress,12442000.0,,9461000.0
Machinery Furniture Equipment,35076000.0,27894000.0,9501000.0
Land And Improvements,18854000.0,,11945000.0
Properties,0.0,0.0,0.0
Current Assets,330280000.0,,570117000.0
Other Current Assets,,26104000.0,
Prepaid Assets,12963000.0,,6844000.0
Inventory,37080000.0,,23620000.0
Inventories Adjustments Allowances,-16856000.0,-7745000.0,-2579000.0
Finished Goods,25413000.0,,8686000.0
Work In Process,9789000.0,11826000.0,8598000.0
Raw Materials,18734000.0,,8915000.0
Receivables,138371000.0,129523000.0,99654000.0
Other Receivables,1286000.0,,1767000.0
Taxes Receivable,7883000.0,,10959000.0
Accounts Receivable,129202000.0,,86928000.0
Allowance For Doubtful Accounts Receivable,-2377000.0,,-131000.0
Gross Accounts Receivable,131579000.0,,87059000.0
Cash Cash Equivalents And Short Term Investments,141866000.0,207156000.0,439999000.0
Cash And Cash Equivalents,141866000.0,207156000.0,439999000.0
