,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,141407813.0,141407813.0,141407813.0
Share Issued,141407813.0,141407813.0,141407813.0
Total Debt,2140648.0,786766.0,864485.0
Tangible Book Value,-90522838.0,-62819251.0,-45279204.0
Invested Capital,-14766147.0,12726608.0,31054816.0
Working Capital,-3729227.0,596993.0,3060184.0
Net Tangible Assets,-90522838.0,-62819251.0,-45279204.0
Capital Lease Obligations,1140648.0,786766.0,864485.0
Common Stock Equity,-15766147.0,12726608.0,31054816.0
Total Capitalization,-15766147.0,12726608.0,31054816.0
Total Equity Gross Minority Interest,-15766147.0,12726608.0,31054816.0
Stockholders Equity,-15766147.0,12726608.0,31054816.0
Gains Losses Not Affecting Retained Earnings,67961126.0,66493879.0,48736977.0
Other Equity Adjustments,67961126.0,66493879.0,48736977.0
Retained Earnings,-98478340.0,-68483656.0,-31864350.0
Capital Stock,14751067.0,14716385.0,14182189.0
Common Stock,14751067.0,14716385.0,14182189.0
Total Liabilities Net Minority Interest,96586511.0,69521680.0,53711808.0
Total Non Current Liabilities Net Minority Interest,89972701.0,66212441.0,51165666.0
Other Non Current Liabilities,2898873.0,2559122.0,2099705.0
Non Current Accrued Expenses,71749543.0,48340924.0,33192793.0
Non Current Deferred Liabilities,14440732.0,14682033.0,15165086.0
Non Current Deferred Taxes Liabilities,14440732.0,14682033.0,15165086.0
Long Term Debt And Capital Lease Obligation,883553.0,630362.0,708082.0
Long Term Capital Lease Obligation,883553.0,630362.0,708082.0
Current Liabilities,6613810.0,3309239.0,2546142.0
Other Current Liabilities,1290160.0,228647.0,98846.0
Current Deferred Liabilities,1026917.0,887536.0,546754.0
Current Deferred Revenue,491369.0,461437.0,119162.0
Current Deferred Taxes Liabilities,535548.0,426099.0,427592.0
Current Debt And Capital Lease Obligation,1257095.0,156404.0,156403.0
Current Capital Lease Obligation,257095.0,156404.0,156403.0
Current Debt,1000000.0,,
Current Notes Payable,1000000.0,,0.0
Current Provisions,1189037.0,611520.0,1001878.0
Payables And Accrued Expenses,1850601.0,1425132.0,742261.0
Current Accrued Expenses,459669.0,294686.0,253718.0
Payables,1390932.0,1130446.0,488543.0
Accounts Payable,1390932.0,1130446.0,488543.0
Total Assets,80820364.0,82248288.0,84766624.0
Total Non Current Assets,77935781.0,78342056.0,79160298.0
Non Current Accounts Receivable,70718.0,,
Goodwill And Other Intangible Assets,74756691.0,75545859.0,76334020.0
Other Intangible Assets,51907963.0,52697131.0,53485292.0
Goodwill,22848728.0,22848728.0,22848728.0
Net PPE,3108372.0,2796197.0,2826278.0
Accumulated Depreciation,-1431115.0,-1158239.0,-1036714.0
Gross PPE,4539487.0,3954436.0,3862992.0
Construction In Progress,215507.0,22530.0,7730.0
Other Properties,1123395.0,778037.0,864486.0
Machinery Furniture Equipment,3200585.0,3153869.0,2990776.0
Current Assets,2884583.0,3906232.0,5606326.0
Other Current Assets,100243.0,282325.0,68814.0
Receivables,1170351.0,308498.0,174874.0
Other Receivables,1111424.0,255417.0,153606.0
Duefrom Related Parties Current,58927.0,53081.0,21268.0
Cash Cash Equivalents And Short Term Investments,1613989.0,3315409.0,5362638.0
Cash And Cash Equivalents,1613989.0,3315409.0,5362638.0
