,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,62994265.0,62558380.0,62558380.0,62558380.0
Share Issued,62994265.0,62558380.0,62558380.0,62558380.0
Total Debt,2051000.0,2353000.0,2544000.0,2617000.0
Tangible Book Value,438448000.0,-27016000.0,-51339000.0,-109609000.0
Invested Capital,441323000.0,-24116000.0,-48918000.0,-107150000.0
Working Capital,104395000.0,132614000.0,126807000.0,107206000.0
Net Tangible Assets,438448000.0,-27016000.0,-51339000.0,-109609000.0
Capital Lease Obligations,2051000.0,2353000.0,2544000.0,2617000.0
Common Stock Equity,441323000.0,-24116000.0,-48918000.0,-107150000.0
Total Capitalization,441323000.0,-24116000.0,-48918000.0,-107150000.0
Total Equity Gross Minority Interest,441323000.0,-24116000.0,-48918000.0,-107150000.0
Stockholders Equity,441323000.0,-24116000.0,-48918000.0,-107150000.0
Gains Losses Not Affecting Retained Earnings,-1103000.0,-554000.0,-498000.0,-478000.0
Retained Earnings,-268905000.0,-102514000.0,-127075000.0,-173665000.0
Additional Paid In Capital,711325000.0,78950000.0,78653000.0,66991000.0
Capital Stock,6000.0,2000.0,2000.0,2000.0
Common Stock,6000.0,2000.0,2000.0,2000.0
Total Liabilities Net Minority Interest,178041000.0,539453000.0,537220000.0,503031000.0
Total Non Current Liabilities Net Minority Interest,23084000.0,426263000.0,429162000.0,435431000.0
Other Non Current Liabilities,10459000.0,12509000.0,16234000.0,25663000.0
Preferred Securities Outside Stock Equity,0.0,403997000.0,403997000.0,403997000.0
Non Current Deferred Liabilities,11703000.0,8529000.0,7390000.0,3907000.0
Non Current Deferred Taxes Liabilities,11703000.0,8529000.0,7390000.0,3907000.0
Long Term Debt And Capital Lease Obligation,922000.0,1228000.0,1541000.0,1864000.0
Long Term Capital Lease Obligation,922000.0,1228000.0,1541000.0,1864000.0
Current Liabilities,154957000.0,113190000.0,108058000.0,67600000.0
Other Current Liabilities,446000.0,50000.0,102000.0,66000.0
Current Debt And Capital Lease Obligation,1129000.0,1125000.0,1003000.0,753000.0
Current Capital Lease Obligation,1129000.0,1125000.0,1003000.0,753000.0
Current Provisions,21862000.0,4879000.0,1207000.0,12170000.0
Payables And Accrued Expenses,131520000.0,107136000.0,105746000.0,54611000.0
Current Accrued Expenses,52974000.0,38290000.0,31291000.0,19217000.0
Payables,78546000.0,68846000.0,74455000.0,35394000.0
Other Payable,52000.0,934000.0,,
Total Tax Payable,1862000.0,1092000.0,1045000.0,1709000.0
Accounts Payable,76632000.0,66820000.0,73410000.0,33685000.0
Total Assets,619364000.0,515337000.0,488302000.0,395881000.0
Total Non Current Assets,360012000.0,269533000.0,253437000.0,221075000.0
Other Non Current Assets,733000.0,574000.0,584000.0,558000.0
Non Current Accounts Receivable,265021000.0,224219000.0,208603000.0,173096000.0
Investments And Advances,79203000.0,31468000.0,31452000.0,35002000.0
Investmentin Financial Assets,79203000.0,31468000.0,31452000.0,35002000.0
Held To Maturity Securities,79203000.0,31468000.0,31452000.0,35002000.0
Goodwill And Other Intangible Assets,2875000.0,2900000.0,2421000.0,2459000.0
Other Intangible Assets,637000.0,662000.0,183000.0,221000.0
Goodwill,2238000.0,2238000.0,2238000.0,2238000.0
Net PPE,12180000.0,10372000.0,10377000.0,9960000.0
Accumulated Depreciation,-19652000.0,-18345000.0,-17089000.0,-13272000.0
Gross PPE,31832000.0,28717000.0,27466000.0,23232000.0
Leases,7000.0,7000.0,7000.0,1000.0
Other Properties,141000.0,2324000.0,142000.0,2677000.0
Machinery Furniture Equipment,29792000.0,26386000.0,24860000.0,20554000.0
Buildings And Improvements,1892000.0,,2457000.0,2536000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,259352000.0,245804000.0,234865000.0,174806000.0
Other Current Assets,8121000.0,7018000.0,6044000.0,3543000.0
Current Deferred Assets,0.0,7241000.0,6101000.0,0.0
Prepaid Assets,26911000.0,40294000.0,35949000.0,22527000.0
Receivables,79719000.0,65284000.0,57032000.0,45382000.0
Accounts Receivable,79719000.0,65284000.0,57032000.0,45382000.0
Allowance For Doubtful Accounts Receivable,,,-19000.0,45000.0
Gross Accounts Receivable,79719000.0,65284000.0,57051000.0,45382000.0
Cash Cash Equivalents And Short Term Investments,144601000.0,125967000.0,129739000.0,103354000.0
Other Short Term Investments,36692000.0,34876000.0,45470000.0,68279000.0
Cash And Cash Equivalents,107909000.0,91091000.0,84269000.0,35075000.0
