,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,139772054.0,139772054.0,139772054.0
Share Issued,139772054.0,139772054.0,139772054.0
Net Debt,1451948000.0,1873131000.0,1642186000.0
Total Debt,2630164000.0,2416097000.0,2545784000.0
Tangible Book Value,1236397000.0,1177469000.0,1250342000.0
Invested Capital,6181379000.0,5956110000.0,6332858000.0
Working Capital,1996726000.0,924016000.0,1181084000.0
Net Tangible Assets,1236397000.0,1177469000.0,1250342000.0
Capital Lease Obligations,168413000.0,173258000.0,194106000.0
Common Stock Equity,3719628000.0,3713271000.0,3981180000.0
Total Capitalization,5781366000.0,4981166000.0,5471677000.0
Total Equity Gross Minority Interest,3742069000.0,3736042000.0,4019647000.0
Minority Interest,22441000.0,22771000.0,38467000.0
Stockholders Equity,3719628000.0,3713271000.0,3981180000.0
Retained Earnings,1925410000.0,1944380000.0,1862249000.0
Additional Paid In Capital,2180722000.0,2180722000.0,2180722000.0
Capital Stock,139772000.0,139772000.0,139772000.0
Common Stock,139772000.0,139772000.0,139772000.0
Total Liabilities Net Minority Interest,4161732000.0,3992862000.0,4305061000.0
Total Non Current Liabilities Net Minority Interest,2850622000.0,2113972000.0,2379857000.0
Other Non Current Liabilities,6668000.0,7201000.0,7240000.0
Non Current Pension And Other Postretirement Benefit Plans,467979000.0,489088000.0,506669000.0
Non Current Deferred Taxes Liabilities,147365000.0,175927000.0,182944000.0
Long Term Debt And Capital Lease Obligation,2195408000.0,1407599000.0,1648716000.0
Long Term Capital Lease Obligation,133670000.0,139704000.0,158219000.0
Long Term Debt,2061738000.0,1267895000.0,1490497000.0
Long Term Provisions,33202000.0,34157000.0,34288000.0
Current Liabilities,1311110000.0,1878890000.0,1925204000.0
Other Current Liabilities,331951000.0,291974000.0,376108000.0
Current Debt And Capital Lease Obligation,434756000.0,1008498000.0,897068000.0
Current Capital Lease Obligation,34743000.0,,35887000.0
Current Debt,400013000.0,974944000.0,861181000.0
Current Provisions,8751000.0,17334000.0,6888000.0
Payables,534392000.0,,642554000.0
Total Tax Payable,111103000.0,136155000.0,138241000.0
Accounts Payable,423289000.0,424304000.0,504313000.0
Total Assets,7903801000.0,7728904000.0,8324708000.0
Total Non Current Assets,4595965000.0,4925998000.0,5218420000.0
Other Non Current Assets,60420000.0,65860000.0,49049000.0
Non Current Deferred Taxes Assets,76310000.0,84802000.0,71784000.0
Long Term Equity Investment,428532000.0,598675000.0,616910000.0
Goodwill And Other Intangible Assets,2483231000.0,2535802000.0,2730838000.0
Other Intangible Assets,672612000.0,,814357000.0
Goodwill,1810619000.0,,1916481000.0
Net PPE,1547472000.0,1640859000.0,1749839000.0
Accumulated Depreciation,-1904321000.0,,-1717794000.0
Gross PPE,3451793000.0,,3467633000.0
Construction In Progress,210853000.0,,266400000.0
Other Properties,441050000.0,,443285000.0
Machinery Furniture Equipment,1602304000.0,,1585344000.0
Properties,1197586000.0,,1172604000.0
Current Assets,3307836000.0,2802906000.0,3106288000.0
Other Current Assets,39587000.0,,33156000.0
Assets Held For Sale Current,83820000.0,3196000.0,9829000.0
Inventory,1069154000.0,1248393000.0,1283310000.0
Finished Goods,393026000.0,,446387000.0
Work In Process,285996000.0,,362357000.0
Raw Materials,390132000.0,,474566000.0
Other Receivables,31400000.0,122235000.0,30900000.0
Taxes Receivable,116882000.0,38519000.0,101488000.0
Accounts Receivable,957190000.0,1020855000.0,938113000.0
Allowance For Doubtful Accounts Receivable,-17279000.0,,-14802000.0
Gross Accounts Receivable,974469000.0,,952915000.0
Cash Cash Equivalents And Short Term Investments,1009803000.0,369708000.0,709492000.0
Cash And Cash Equivalents,1009803000.0,369708000.0,709492000.0
Cash Equivalents,600996000.0,,152553000.0
Cash Financial,408807000.0,,556939000.0
