,2025-06-30,2024-12-31
Treasury Shares Number,12437631.0,8685500.0
Ordinary Shares Number,317744370.0,317463501.0
Share Issued,330182001.0,326149001.0
Total Debt,83120000.0,90906000.0
Tangible Book Value,3091327000.0,3039620000.0
Invested Capital,3233663000.0,3188004000.0
Working Capital,1540074000.0,1194876000.0
Net Tangible Assets,3091327000.0,3039620000.0
Capital Lease Obligations,4120000.0,3906000.0
Common Stock Equity,3154663000.0,3101004000.0
Total Capitalization,3154663000.0,3101004000.0
Total Equity Gross Minority Interest,3154663000.0,3101004000.0
Stockholders Equity,3154663000.0,3101004000.0
Treasury Stock,107157000.0,100699000.0
Retained Earnings,154276000.0,65277000.0
Additional Paid In Capital,2147782000.0,2090531000.0
Capital Stock,330182000.0,330182000.0
Common Stock,330182000.0,330182000.0
Total Liabilities Net Minority Interest,341969000.0,351556000.0
Total Non Current Liabilities Net Minority Interest,18941000.0,17387000.0
Non Current Deferred Revenue,16837000.0,15885000.0
Long Term Debt And Capital Lease Obligation,2104000.0,1502000.0
Long Term Capital Lease Obligation,2104000.0,1502000.0
Current Liabilities,323028000.0,334169000.0
Other Current Liabilities,3676000.0,2664000.0
Current Debt And Capital Lease Obligation,81016000.0,89404000.0
Current Capital Lease Obligation,2016000.0,2404000.0
Current Debt,79000000.0,87000000.0
Current Provisions,9945000.0,7743000.0
Payables,200116000.0,217498000.0
Other Payable,131652000.0,143450000.0
Total Tax Payable,11568000.0,4679000.0
Accounts Payable,56896000.0,69369000.0
Total Assets,3496632000.0,3452560000.0
Total Non Current Assets,1633530000.0,1923515000.0
Non Current Prepaid Assets,10845000.0,334000.0
Investmentin Financial Assets,916043000.0,1226696000.0
Available For Sale Securities,798250000.0,1121861000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,117793000.0,104835000.0
Goodwill And Other Intangible Assets,63336000.0,61384000.0
Other Intangible Assets,63336000.0,61384000.0
Net PPE,643306000.0,635101000.0
Accumulated Depreciation,-131455000.0,-111486000.0
Gross PPE,774761000.0,746587000.0
Construction In Progress,199034000.0,434264000.0
Other Properties,92164000.0,87359000.0
Machinery Furniture Equipment,13986000.0,13447000.0
Buildings And Improvements,463614000.0,205554000.0
Land And Improvements,5963000.0,5963000.0
Properties,0.0,0.0
Current Assets,1863102000.0,1529045000.0
Prepaid Assets,22872000.0,24596000.0
Inventory,196968000.0,205476000.0
Inventories Adjustments Allowances,-2556000.0,
Finished Goods,80042000.0,75585000.0
Work In Process,13299000.0,16595000.0
Raw Materials,106183000.0,113296000.0
Other Receivables,15381000.0,5001000.0
Taxes Receivable,10519000.0,9543000.0
Accounts Receivable,2384000.0,1539000.0
Allowance For Doubtful Accounts Receivable,-22000.0,-14000.0
Gross Accounts Receivable,2406000.0,1553000.0
Cash Cash Equivalents And Short Term Investments,1614978000.0,1282890000.0
Other Short Term Investments,1149883000.0,864782000.0
Cash And Cash Equivalents,465095000.0,418108000.0
Cash Equivalents,-1908133000.0,-1926104000.0
Cash Financial,2373228000.0,418108000.0
