,2026-03-31,2025-09-30
Ordinary Shares Number,13568082.0,13568082.0
Share Issued,13568082.0,13568082.0
Net Debt,204998.0,37500.0
Total Debt,227689.0,37500.0
Tangible Book Value,-61479.0,-7246.0
Invested Capital,166210.0,30254.0
Working Capital,-246432.0,-52346.0
Net Tangible Assets,-61479.0,-7246.0
Common Stock Equity,-61479.0,-7246.0
Total Capitalization,-61479.0,-7246.0
Total Equity Gross Minority Interest,-61479.0,-7246.0
Stockholders Equity,-61479.0,-7246.0
Retained Earnings,-86479.0,-32246.0
Additional Paid In Capital,24617.0,24617.0
Capital Stock,383.0,383.0
Common Stock,383.0,383.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,269223.0,63700.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,269223.0,63700.0
Current Debt And Capital Lease Obligation,227689.0,37500.0
Current Debt,227689.0,37500.0
Other Current Borrowings,227689.0,37500.0
Payables And Accrued Expenses,41534.0,26200.0
Current Accrued Expenses,39876.0,450.0
Payables,1658.0,25750.0
Accounts Payable,1658.0,25750.0
Total Assets,207744.0,56454.0
Total Non Current Assets,184953.0,45100.0
Non Current Deferred Assets,184953.0,45100.0
Current Assets,22791.0,11354.0
Prepaid Assets,0.0,11354.0
Receivables,100.0,
Duefrom Related Parties Current,100.0,
Cash Cash Equivalents And Short Term Investments,22691.0,
Cash And Cash Equivalents,22691.0,
Cash Financial,22691.0,
