,2025-06-30,2024-12-31
Ordinary Shares Number,982985.0,141312.0
Share Issued,982985.0,141312.0
Net Debt,,5667315.0
Total Debt,,5697071.0
Tangible Book Value,,-1132142.0
Invested Capital,,4564929.0
Working Capital,,2056562.0
Net Tangible Assets,,-1132142.0
Common Stock Equity,,-1132142.0
Total Capitalization,,2823365.0
Total Equity Gross Minority Interest,,-1898945.0
Minority Interest,,-766803.0
Stockholders Equity,,-1132142.0
Retained Earnings,,-84536754.0
Additional Paid In Capital,,80860988.0
Capital Stock,,2543624.0
Common Stock,,2543624.0
Total Liabilities Net Minority Interest,,5932694.0
Total Non Current Liabilities Net Minority Interest,,3955507.0
Long Term Debt And Capital Lease Obligation,,3955507.0
Long Term Debt,,3955507.0
Current Liabilities,,1977187.0
Current Debt And Capital Lease Obligation,,1741564.0
Current Debt,,1741564.0
Other Current Borrowings,,1741564.0
Payables And Accrued Expenses,,235623.0
Payables,,235623.0
Other Payable,,235623.0
Total Assets,,4033749.0
Total Non Current Assets,,0.0
Current Assets,,4033749.0
Other Current Assets,,178687.0
Prepaid Assets,,2196601.0
Receivables,,1628705.0
Receivables Adjustments Allowances,,-2975664.0
Other Receivables,,2582761.0
Accrued Interest Receivable,,131667.0
Loans Receivable,,1889941.0
Cash Cash Equivalents And Short Term Investments,,29756.0
Cash And Cash Equivalents,,29756.0
