,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,18373333.0,17333333.0,17333333.0
Share Issued,18373333.0,17333333.0,17333333.0
Net Debt,,85970.0,37445.0
Total Debt,,85970.0,37445.0
Tangible Book Value,127176302.0,-25482.0,-2.0
Invested Capital,127176302.0,60488.0,37443.0
Working Capital,962523.0,-117722.0,-25002.0
Net Tangible Assets,127176302.0,-25482.0,-2.0
Common Stock Equity,127176302.0,-25482.0,-2.0
Total Capitalization,127176302.0,-25482.0,-2.0
Total Equity Gross Minority Interest,127176302.0,-25482.0,-2.0
Stockholders Equity,127176302.0,-25482.0,-2.0
Retained Earnings,-3370933.0,-50482.0,-25002.0
Additional Paid In Capital,0.0,24502.0,24502.0
Capital Stock,130547235.0,498.0,498.0
Common Stock,130547235.0,498.0,498.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,4663460.0,127910.0,50002.0
Total Non Current Liabilities Net Minority Interest,4550000.0,0.0,0.0
Tradeand Other Payables Non Current,4550000.0,,
Current Liabilities,113460.0,127910.0,50002.0
Current Debt And Capital Lease Obligation,,85970.0,37445.0
Current Debt,,85970.0,37445.0
Other Current Borrowings,,85970.0,37445.0
Payables And Accrued Expenses,113460.0,41940.0,12557.0
Current Accrued Expenses,75000.0,41940.0,12557.0
Payables,38460.0,,
Accounts Payable,38460.0,,
Total Assets,131839762.0,102428.0,50000.0
Total Non Current Assets,130763779.0,92240.0,25000.0
Other Non Current Assets,130546763.0,,
Non Current Prepaid Assets,217016.0,,
Non Current Deferred Assets,0.0,92240.0,25000.0
Current Assets,1075983.0,10188.0,25000.0
Prepaid Assets,331765.0,10188.0,25000.0
Cash Cash Equivalents And Short Term Investments,744218.0,,
Cash And Cash Equivalents,744218.0,,
Cash Financial,744218.0,,
