,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,19632194.0,19632194.0,19632194.0
Share Issued,19632194.0,19632194.0,19632194.0
Net Debt,190975634.0,120000000.0,120000000.0
Total Debt,192050000.0,120000000.0,120000000.0
Tangible Book Value,547677680.0,330753263.0,344209921.0
Invested Capital,739727680.0,450753263.0,464209921.0
Net Tangible Assets,547677680.0,330753263.0,344209921.0
Common Stock Equity,547677680.0,330753263.0,344209921.0
Total Capitalization,739727680.0,450753263.0,464209921.0
Total Equity Gross Minority Interest,547677680.0,330753263.0,344209921.0
Stockholders Equity,547677680.0,330753263.0,344209921.0
Retained Earnings,1924906.0,-61874920.0,-48418262.0
Capital Stock,545752774.0,392628183.0,392628183.0
Common Stock,545752774.0,392628183.0,392628183.0
Total Liabilities Net Minority Interest,248317971.0,245765679.0,381218930.0
Preferred Securities Outside Stock Equity,48372465.0,0.0,0.0
Derivative Product Liabilities,61940.0,5237123.0,8811450.0
Long Term Debt And Capital Lease Obligation,192050000.0,120000000.0,120000000.0
Payables,7708575.0,1824419.0,3515791.0
Other Payable,1994537.0,1140962.0,1205444.0
Accounts Payable,5714038.0,683457.0,2310347.0
Total Assets,795995651.0,576518942.0,725428851.0
Investments And Advances,774987479.0,399652471.0,426502625.0
Investmentin Financial Assets,774987479.0,399652471.0,426502625.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,774987479.0,390955911.0,426502625.0
Prepaid Assets,152138.0,2923.0,4235.0
Receivables,4924395.0,2984204.0,2652696.0
Cash And Cash Equivalents,1074366.0,,0.0
Cash Financial,1074366.0,,0.0
Cash Cash Equivalents And Federal Funds Sold,15806648.0,117382362.0,295310818.0
