,2025-12-31,2025-06-30
Ordinary Shares Number,2775124914.0,2119291964.0
Share Issued,2775124914.0,2119291964.0
Net Debt,5200605000.0,4862100000.0
Total Debt,6490629000.0,5645553000.0
Tangible Book Value,-5822547000.0,-5103669000.0
Invested Capital,1237684000.0,1314722000.0
Working Capital,-3519608000.0,-2988223000.0
Net Tangible Assets,-5822547000.0,-5103669000.0
Capital Lease Obligations,130724000.0,64828000.0
Common Stock Equity,-5122221000.0,-4266003000.0
Total Capitalization,-2622991000.0,-1883122000.0
Total Equity Gross Minority Interest,-5122221000.0,-4266003000.0
Stockholders Equity,-5122221000.0,-4266003000.0
Gains Losses Not Affecting Retained Earnings,-14661000.0,-28276000.0
Foreign Currency Translation Adjustments,-14661000.0,-28276000.0
Retained Earnings,-9268835000.0,-8104683000.0
Additional Paid In Capital,4133458000.0,3845698000.0
Capital Stock,27817000.0,21258000.0
Common Stock,27817000.0,21258000.0
Total Liabilities Net Minority Interest,9052036000.0,7908706000.0
Total Non Current Liabilities Net Minority Interest,2843755000.0,2706468000.0
Other Non Current Liabilities,40807000.0,94363000.0
Non Current Deferred Liabilities,76668000.0,74734000.0
Non Current Deferred Revenue,76091000.0,74207000.0
Non Current Deferred Taxes Liabilities,577000.0,527000.0
Long Term Debt And Capital Lease Obligation,2592744000.0,2433170000.0
Long Term Capital Lease Obligation,93514000.0,50289000.0
Long Term Debt,2499230000.0,2382881000.0
Long Term Provisions,133536000.0,104201000.0
Current Liabilities,6208281000.0,5202238000.0
Other Current Liabilities,203170000.0,751192000.0
Current Deferred Liabilities,53245000.0,37328000.0
Current Deferred Revenue,53245000.0,37328000.0
Current Debt And Capital Lease Obligation,3897885000.0,3212383000.0
Current Capital Lease Obligation,37210000.0,14539000.0
Current Debt,3860675000.0,3197844000.0
Other Current Borrowings,3705867000.0,3197844000.0
Line Of Credit,154808000.0,
Pensionand Other Post Retirement Benefit Plans Current,47870000.0,
Current Provisions,288433000.0,114764000.0
Payables And Accrued Expenses,1717678000.0,1086571000.0
Current Accrued Expenses,424577000.0,280782000.0
Payables,1293101000.0,805789000.0
Dueto Related Parties Current,11582000.0,42701000.0
Total Tax Payable,174357000.0,5347000.0
Accounts Payable,1107162000.0,757741000.0
Total Assets,3929815000.0,3642703000.0
Total Non Current Assets,1241142000.0,1428688000.0
Other Non Current Assets,38934000.0,124030000.0
Non Current Deferred Assets,92345000.0,123379000.0
Non Current Deferred Taxes Assets,92345000.0,123379000.0
Non Current Accounts Receivable,16009000.0,
Goodwill And Other Intangible Assets,700326000.0,837666000.0
Other Intangible Assets,647940000.0,784348000.0
Goodwill,52386000.0,53318000.0
Net PPE,393528000.0,343613000.0
Accumulated Depreciation,-679654000.0,-452299000.0
Gross PPE,1073182000.0,795912000.0
Construction In Progress,144996000.0,228659000.0
Other Properties,93043000.0,
Machinery Furniture Equipment,713499000.0,557421000.0
Properties,121644000.0,9832000.0
Current Assets,2688673000.0,2214015000.0
Other Current Assets,73368000.0,270284000.0
Restricted Cash,55041000.0,
Prepaid Assets,36311000.0,
Inventory,853079000.0,805701000.0
Inventories Adjustments Allowances,-171863000.0,-121951000.0
Finished Goods,1024942000.0,927642000.0
Work In Process,,10000.0
Receivables,511574000.0,419405000.0
Other Receivables,27259000.0,55903000.0
Duefrom Related Parties Current,2834000.0,17098000.0
Taxes Receivable,139600000.0,10201000.0
Accounts Receivable,341881000.0,336203000.0
Cash Cash Equivalents And Short Term Investments,1159300000.0,718625000.0
Cash And Cash Equivalents,1159300000.0,718625000.0
