,2026-03-31,2025-10-31
Ordinary Shares Number,33733333.0,29333333.0
Share Issued,33733333.0,29333333.0
Total Debt,36858.0,
Tangible Book Value,242980803.0,8691.0
Invested Capital,243017661.0,8691.0
Working Capital,2001095.0,-51376.0
Net Tangible Assets,242980803.0,8691.0
Common Stock Equity,242980803.0,8691.0
Total Capitalization,242980803.0,8691.0
Total Equity Gross Minority Interest,242980803.0,8691.0
Stockholders Equity,242980803.0,8691.0
Retained Earnings,-10044748.0,-16309.0
Additional Paid In Capital,0.0,24157.0
Capital Stock,253025551.0,843.0
Common Stock,253025551.0,843.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,12259078.0,76376.0
Total Non Current Liabilities Net Minority Interest,12045000.0,0.0
Tradeand Other Payables Non Current,12045000.0,
Current Liabilities,214078.0,76376.0
Current Debt And Capital Lease Obligation,36858.0,
Current Debt,36858.0,
Other Current Borrowings,36858.0,
Payables And Accrued Expenses,177220.0,76376.0
Current Accrued Expenses,167056.0,76376.0
Payables,10164.0,
Dueto Related Parties Current,10164.0,
Total Assets,255239881.0,85067.0
Total Non Current Assets,253024708.0,60067.0
Other Non Current Assets,253024708.0,
Non Current Deferred Assets,0.0,60067.0
Current Assets,2215173.0,25000.0
Prepaid Assets,47317.0,25000.0
Cash Cash Equivalents And Short Term Investments,2167856.0,
Cash And Cash Equivalents,2167856.0,
Cash Financial,2167856.0,
