,2025-12-31,2025-09-30,2025-06-30,2024-12-31
Ordinary Shares Number,17650000.0,12750000.0,12550000.0,12550000.0
Share Issued,17650000.0,12750000.0,12550000.0,12550000.0
Net Debt,,1401589.0,987207.0,2892586.0
Total Debt,6392771.0,4685199.0,3338855.0,3529879.0
Tangible Book Value,94209847.0,40437377.0,48065390.0,16158656.0
Invested Capital,106243934.0,50881353.0,58694155.0,20159433.0
Working Capital,16357905.0,13013442.0,31297476.0,6503805.0
Net Tangible Assets,94209847.0,40437377.0,48065390.0,16158656.0
Capital Lease Obligations,1360238.0,1437965.0,102021.0,162577.0
Common Stock Equity,101211401.0,47634119.0,55457321.0,16792131.0
Total Capitalization,105070846.0,49576418.0,57593268.0,19318365.0
Total Equity Gross Minority Interest,102011998.0,48375143.0,56133770.0,17384201.0
Minority Interest,800597.0,741024.0,676449.0,592070.0
Stockholders Equity,101211401.0,47634119.0,55457321.0,16792131.0
Gains Losses Not Affecting Retained Earnings,3280388.0,3280388.0,3280388.0,3280388.0
Retained Earnings,19451649.0,23195623.0,20132453.0,12365963.0
Capital Stock,78479364.0,21158108.0,32044480.0,1145780.0
Common Stock,78479364.0,21158108.0,32044480.0,1145780.0
Total Liabilities Net Minority Interest,14651264.0,12649030.0,9827694.0,9970300.0
Total Non Current Liabilities Net Minority Interest,5901318.0,4014326.0,3110783.0,3543448.0
Non Current Deferred Liabilities,1005135.0,953525.0,908887.0,907405.0
Non Current Deferred Taxes Liabilities,1005135.0,953525.0,908887.0,907405.0
Long Term Debt And Capital Lease Obligation,4896183.0,3060801.0,2201896.0,2636043.0
Long Term Capital Lease Obligation,1036738.0,1118502.0,65949.0,109809.0
Long Term Debt,3859445.0,1942299.0,2135947.0,2526234.0
Current Liabilities,8749946.0,8634704.0,6716911.0,6426852.0
Current Deferred Liabilities,,,,0.0
Current Deferred Revenue,,,,0.0
Current Debt And Capital Lease Obligation,1496588.0,1624398.0,1136959.0,893836.0
Current Capital Lease Obligation,323500.0,319463.0,36072.0,52768.0
Current Debt,1173088.0,1304935.0,1100887.0,841068.0
Other Current Borrowings,1173088.0,778869.0,765468.0,736481.0
Line Of Credit,0.0,526066.0,335419.0,104587.0
Current Provisions,25296.0,409992.0,415456.0,441353.0
Payables And Accrued Expenses,7228062.0,6600314.0,5164496.0,5091663.0
Current Accrued Expenses,1038668.0,997942.0,0.0,749764.0
Payables,6189394.0,5602372.0,5164496.0,4341899.0
Other Payable,710685.0,571226.0,447021.0,422973.0
Dueto Related Parties Current,,,3467.0,0.0
Total Tax Payable,5143639.0,4476000.0,3897642.0,3918926.0
Income Tax Payable,,4476000.0,3897642.0,
Accounts Payable,335070.0,555146.0,816366.0,0.0
Total Assets,116663262.0,61024173.0,65961464.0,27354501.0
Total Non Current Assets,91555411.0,39376027.0,27947077.0,14423844.0
Non Current Prepaid Assets,51058607.0,,,0.0
Goodwill And Other Intangible Assets,7001554.0,7196742.0,7391931.0,633475.0
Other Intangible Assets,7001554.0,7196742.0,7391931.0,633475.0
Net PPE,33495250.0,32179285.0,20555146.0,13790369.0
Accumulated Depreciation,-6366571.0,-5286196.0,-4409349.0,-4038558.0
Gross PPE,39861821.0,37465481.0,24964495.0,17828927.0
Other Properties,1846139.0,1799799.0,245355.0,351215.0
Machinery Furniture Equipment,38015682.0,35665682.0,24719140.0,17477712.0
Current Assets,25107851.0,21648146.0,38014387.0,12930657.0
Current Deferred Assets,366228.0,0.0,10886372.0,763342.0
Restricted Cash,1700892.0,1198262.0,1189644.0,1179430.0
Prepaid Assets,3904488.0,771408.0,174746.0,13832.0
Receivables,9975198.0,17832831.0,23513998.0,10499337.0
Other Receivables,,,10924584.0,2089986.0
Accounts Receivable,9975198.0,17832831.0,12589414.0,8409351.0
Allowance For Doubtful Accounts Receivable,-1229403.0,,,0.0
Gross Accounts Receivable,11204601.0,,,8409351.0
Cash Cash Equivalents And Short Term Investments,9161045.0,1845645.0,2249627.0,474716.0
Cash And Cash Equivalents,9161045.0,1845645.0,2249627.0,474716.0
Cash Financial,9161045.0,1845645.0,2249627.0,474716.0
