,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,33033000.0,33033000.0,33033000.0,33033000.0
Share Issued,33033000.0,33033000.0,33033000.0,33033000.0
Net Debt,,,10445000.0,
Total Debt,2900000.0,3000000.0,29091000.0,14900000.0
Tangible Book Value,1676000000.0,1607700000.0,1577638000.0,1578300000.0
Invested Capital,1679100000.0,1611000000.0,1607012000.0,1593500000.0
Working Capital,1153000000.0,1104300000.0,989227000.0,937400000.0
Net Tangible Assets,1676000000.0,1607700000.0,1577638000.0,1578300000.0
Capital Lease Obligations,500000.0,400000.0,445000.0,400000.0
Common Stock Equity,1676700000.0,1608400000.0,1578366000.0,1579000000.0
Total Capitalization,1678500000.0,1610500000.0,1600720000.0,1590800000.0
Total Equity Gross Minority Interest,1676700000.0,1608400000.0,1578366000.0,1579000000.0
Stockholders Equity,1676700000.0,1608400000.0,1578366000.0,1579000000.0
Other Equity Interest,1344400000.0,1276100000.0,1246100000.0,1246700000.0
Retained Earnings,,,365111000.0,
Additional Paid In Capital,,,871365000.0,
Capital Stock,332300000.0,332300000.0,332275000.0,332300000.0
Common Stock,332300000.0,332300000.0,332275000.0,332300000.0
Total Liabilities Net Minority Interest,611400000.0,32800000.0,38858000.0,24700000.0
Total Non Current Liabilities Net Minority Interest,4300000.0,4800000.0,24845000.0,14400000.0
Other Non Current Liabilities,,,-1000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,2047000.0,
Long Term Debt And Capital Lease Obligation,2300000.0,2500000.0,22799000.0,12200000.0
Long Term Capital Lease Obligation,500000.0,400000.0,445000.0,400000.0
Long Term Debt,1800000.0,2100000.0,22354000.0,11800000.0
Long Term Provisions,2000000.0,2300000.0,2000000.0,2200000.0
Current Liabilities,607100000.0,28000000.0,14013000.0,10300000.0
Other Current Liabilities,14700000.0,24600000.0,454000.0,3700000.0
Current Debt And Capital Lease Obligation,600000.0,500000.0,6292000.0,2700000.0
Current Debt,600000.0,500000.0,6292000.0,2700000.0
Pensionand Other Post Retirement Benefit Plans Current,,,2549000.0,
Current Provisions,,2500000.0,2600000.0,2600000.0
Payables,591800000.0,400000.0,3327000.0,1300000.0
Other Payable,,,2395000.0,
Accounts Payable,591800000.0,400000.0,932000.0,1300000.0
Total Assets,2288100000.0,1641200000.0,1617224000.0,1603700000.0
Total Non Current Assets,528000000.0,508900000.0,613984000.0,656000000.0
Non Current Prepaid Assets,,,6782000.0,
Non Current Deferred Taxes Assets,92300000.0,103000000.0,103024000.0,93200000.0
Investmentin Financial Assets,26800000.0,33300000.0,25992000.0,7000000.0
Held To Maturity Securities,,,20000000.0,
Available For Sale Securities,26800000.0,33300000.0,5992000.0,7000000.0
Goodwill And Other Intangible Assets,700000.0,700000.0,728000.0,700000.0
Other Intangible Assets,,,728000.0,
Net PPE,6200000.0,8700000.0,50364000.0,32800000.0
Accumulated Depreciation,,,-5457000.0,
Gross PPE,,,55821000.0,
Machinery Furniture Equipment,,,45892000.0,
Buildings And Improvements,,,7889000.0,
Land And Improvements,,,2040000.0,
Properties,,,0.0,
Current Assets,1760100000.0,1132300000.0,1003240000.0,947700000.0
Other Current Assets,828700000.0,11500000.0,1000.0,108500000.0
Assets Held For Sale Current,6700000.0,7600000.0,10391000.0,11500000.0
Prepaid Assets,,,0.0,
Inventory,0.0,0.0,0.0,0.0
Other Receivables,,,221000.0,
Taxes Receivable,,,11207000.0,
Accounts Receivable,918800000.0,6700000.0,30236000.0,23100000.0
Allowance For Doubtful Accounts Receivable,,,-2592000.0,
Gross Accounts Receivable,,,32828000.0,
Cash Cash Equivalents And Short Term Investments,5900000.0,1106500000.0,951184000.0,804600000.0
Other Short Term Investments,100000.0,958300000.0,932983000.0,718900000.0
Cash And Cash Equivalents,5800000.0,148200000.0,18201000.0,85700000.0
Cash Equivalents,,,12500000.0,
Cash Financial,,,5701000.0,
