,2026-03-31,2025-09-30
Ordinary Shares Number,37375000.0,32500000.0
Share Issued,37375000.0,32500000.0
Tangible Book Value,271927045.0,3625.0
Invested Capital,271927045.0,3625.0
Working Capital,338881.0,-46831.0
Net Tangible Assets,271927045.0,3625.0
Common Stock Equity,271927045.0,3625.0
Total Capitalization,271927045.0,3625.0
Total Equity Gross Minority Interest,271927045.0,3625.0
Stockholders Equity,271927045.0,3625.0
Retained Earnings,-16585115.0,-21375.0
Additional Paid In Capital,0.0,24138.0
Capital Stock,288512160.0,862.0
Common Stock,288512160.0,862.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,17821829.0,71831.0
Total Non Current Liabilities Net Minority Interest,16983551.0,0.0
Tradeand Other Payables Non Current,16750000.0,
Non Current Deferred Liabilities,233551.0,
Current Liabilities,838278.0,71831.0
Payables And Accrued Expenses,838278.0,71831.0
Current Accrued Expenses,838278.0,71831.0
Total Assets,289748874.0,75456.0
Total Non Current Assets,288571715.0,50456.0
Other Non Current Assets,288511298.0,
Non Current Prepaid Assets,60417.0,
Non Current Deferred Assets,0.0,50456.0
Current Assets,1177159.0,25000.0
Prepaid Assets,153797.0,25000.0
Cash Cash Equivalents And Short Term Investments,1023362.0,
Cash And Cash Equivalents,1023362.0,
Cash Financial,1023362.0,
