,2026-03-31,2025-12-31,2025-09-30
Ordinary Shares Number,36994164.0,36920226.0,36920226.0
Share Issued,36994164.0,36920226.0,36920226.0
Net Debt,8957111.0,9034129.0,8929280.0
Total Debt,11249130.0,11162106.0,11368534.0
Tangible Book Value,8717998.0,9540855.0,9809693.0
Invested Capital,18292116.0,18933851.0,19316897.0
Working Capital,3146283.0,3912043.0,2601513.0
Net Tangible Assets,8717998.0,9540855.0,9809693.0
Capital Lease Obligations,1675012.0,1769110.0,1861330.0
Common Stock Equity,8717998.0,9540855.0,9809693.0
Total Capitalization,10970137.0,11670135.0,11097619.0
Total Equity Gross Minority Interest,8717998.0,9540855.0,9809693.0
Stockholders Equity,8717998.0,9540855.0,9809693.0
Retained Earnings,5962125.0,6859982.0,7203820.0
Additional Paid In Capital,2752174.0,2677181.0,2602181.0
Capital Stock,3699.0,3692.0,3692.0
Common Stock,3699.0,3692.0,3692.0
Total Liabilities Net Minority Interest,14783166.0,14773253.0,14766231.0
Total Non Current Liabilities Net Minority Interest,3565434.0,3543891.0,2801831.0
Long Term Debt And Capital Lease Obligation,3565434.0,3543891.0,2801831.0
Long Term Capital Lease Obligation,1313295.0,1414611.0,1513905.0
Long Term Debt,2252139.0,2129280.0,1287926.0
Current Liabilities,11217732.0,11229362.0,11964400.0
Current Deferred Liabilities,74794.0,66420.0,20363.0
Current Deferred Revenue,74794.0,66420.0,20363.0
Current Debt And Capital Lease Obligation,7683696.0,7618215.0,8566703.0
Current Capital Lease Obligation,361717.0,354499.0,347425.0
Current Debt,7321979.0,7263716.0,8219278.0
Other Current Borrowings,558116.0,499853.0,1455415.0
Line Of Credit,6763863.0,6763863.0,6763863.0
Payables And Accrued Expenses,3459242.0,3544727.0,3377334.0
Current Accrued Expenses,855915.0,683397.0,1017347.0
Payables,2603327.0,2861330.0,2359987.0
Total Tax Payable,169582.0,169582.0,
Income Tax Payable,169582.0,169582.0,
Accounts Payable,2433745.0,2691748.0,2359987.0
Total Assets,23501164.0,24314108.0,24575924.0
Total Non Current Assets,9137149.0,9172703.0,10010011.0
Non Current Deferred Assets,,0.0,270360.0
Non Current Deferred Taxes Assets,,0.0,270360.0
Net PPE,9137149.0,9172703.0,9739651.0
Accumulated Depreciation,-34011413.0,-33471731.0,-32892437.0
Gross PPE,43148562.0,42644434.0,42632088.0
Other Properties,169408.0,169307.0,169308.0
Machinery Furniture Equipment,37365537.0,36861511.0,36849163.0
Buildings And Improvements,5483617.0,5483616.0,5483617.0
Land And Improvements,130000.0,130000.0,130000.0
Properties,0.0,0.0,0.0
Current Assets,14364015.0,15141405.0,14565913.0
Other Current Assets,509110.0,655827.0,245116.0
Inventory,7798397.0,7884943.0,7921931.0
Inventories Adjustments Allowances,-585870.0,-583572.0,-593317.0
Finished Goods,195947.0,151311.0,253997.0
Work In Process,7823916.0,7956924.0,7581251.0
Raw Materials,364404.0,360280.0,680000.0
Receivables,5439501.0,6241768.0,5820942.0
Taxes Receivable,,0.0,0.0
Accounts Receivable,5439501.0,6241768.0,5820942.0
Cash Cash Equivalents And Short Term Investments,617007.0,358867.0,577924.0
Cash And Cash Equivalents,617007.0,358867.0,577924.0
Cash Financial,617007.0,358867.0,577924.0
