,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,51578134.0,51196571.0,51196571.0,51196571.0
Share Issued,51578134.0,51196571.0,51196571.0,51196571.0
Total Debt,387136.0,623592.0,496403.605016,594782.755805
Tangible Book Value,83851097.0,-34886719.0,-18866694.357367,-13612877.97989
Invested Capital,83872585.0,-34857701.0,-18841891.84953,-13587609.688642
Working Capital,95680129.0,-10848103.0,1033309.561129,5117518.554206
Net Tangible Assets,83851097.0,-6024686.0,3752453.761755,7616541.746045
Capital Lease Obligations,387136.0,623592.0,496403.605016,594782.755805
Common Stock Equity,83872585.0,-34857701.0,-18841891.84953,-13587609.688642
Preferred Stock Equity,,28862033.0,22619148.119122,21229419.725935
Total Capitalization,83872585.0,-5995668.0,3777256.269592,7641810.037292
Total Equity Gross Minority Interest,83872585.0,-5995668.0,3777256.269592,7641810.037292
Stockholders Equity,83872585.0,-5995668.0,3777256.269592,7641810.037292
Gains Losses Not Affecting Retained Earnings,234978.0,144597.0,113803.291536,-7051.701691
Other Equity Adjustments,234978.0,144597.0,113803.291536,-7051.701691
Retained Earnings,-37212156.0,-44545818.0,-24877998.432602,-15799682.243128
Additional Paid In Capital,8005287.0,9538520.0,5918384.796238,2215446.514604
Capital Stock,112844476.0,28867033.0,22623066.61442,21233097.467507
Common Stock,112844476.0,5000.0,3918.495298,3677.741572
Preferred Stock,0.0,28862033.0,22619148.119122,21229419.725935
Total Liabilities Net Minority Interest,18429117.0,12208884.0,774428.683386,1111585.621502
Total Non Current Liabilities Net Minority Interest,15273680.0,114344.0,209544.670846,332478.135826
Derivative Product Liabilities,15273680.0,,,
Long Term Debt And Capital Lease Obligation,0.0,114344.0,209544.670846,332478.135826
Long Term Capital Lease Obligation,0.0,114344.0,209544.670846,332478.135826
Current Liabilities,3155437.0,12094540.0,564884.012539,779107.485675
Other Current Liabilities,,8238603.0,,
Current Debt And Capital Lease Obligation,387136.0,509248.0,286858.934169,262304.619979
Current Capital Lease Obligation,387136.0,509248.0,286858.934169,262304.619979
Payables And Accrued Expenses,2768301.0,3346689.0,278025.07837,516802.865696
Current Accrued Expenses,,222379.0,69073.667712,48798.481828
Payables,2768301.0,3124310.0,208951.410658,468004.383868
Other Payable,2768301.0,3124310.0,208951.410658,468004.383868
Accounts Payable,,,0.0,465645.0
Total Assets,102301702.0,6213216.0,4551684.952978,8753395.658794
Total Non Current Assets,3466136.0,4966779.0,2953490.595611,2856769.618912
Other Non Current Assets,439.0,,,
Non Current Prepaid Assets,,225181.0,149523.510972,69947.702515
Goodwill And Other Intangible Assets,21488.0,29018.0,24802.507837,25268.291248
Other Intangible Assets,,29018.0,24802.507837,25268.291248
Net PPE,3444209.0,4712580.0,2779164.576803,2761553.62515
Accumulated Depreciation,,-1452324.0,-818172.413793,-552679.234736
Gross PPE,3444209.0,6164904.0,3597336.990596,3314232.859885
Leases,,1166810.0,888510.971787,833920.546071
Construction In Progress,25704.0,,,0.0
Other Properties,3418505.0,3865025.0,1890246.081505,1817383.213316
Machinery Furniture Equipment,,1133069.0,818579.937304,662929.100498
Properties,,0.0,0.0,0.0
Current Assets,98835566.0,1246437.0,1598193.573668,5896626.039881
Other Current Assets,2233287.0,,877892.633229,1242134.0
Prepaid Assets,,959760.0,,751828.940884
Receivables,0.0,0.0,0.0,272152.876362
Other Receivables,,,,161820.629188
Accounts Receivable,0.0,0.0,0.0,110332.247174
Cash Cash Equivalents And Short Term Investments,96602279.0,286677.0,720300.940439,4872644.222636
Cash And Cash Equivalents,96602279.0,286677.0,720300.940439,4872644.222636
