,2026-03-31,2025-12-31
Ordinary Shares Number,13933333.0,14433333.0
Share Issued,13933333.0,14433333.0
Net Debt,,98688.0
Total Debt,,98688.0
Tangible Book Value,101302499.0,459099.0
Invested Capital,101302499.0,557787.0
Working Capital,899267.0,-299606.0
Net Tangible Assets,101302499.0,459099.0
Common Stock Equity,101302499.0,459099.0
Total Capitalization,101302499.0,459099.0
Total Equity Gross Minority Interest,101302499.0,459099.0
Stockholders Equity,101302499.0,459099.0
Retained Earnings,656955.0,-69031.0
Additional Paid In Capital,241919.0,527722.0
Capital Stock,100403625.0,408.0
Common Stock,100403625.0,408.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,115476.0,299606.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,115476.0,299606.0
Current Debt And Capital Lease Obligation,,98688.0
Current Debt,,98688.0
Other Current Borrowings,,98688.0
Payables And Accrued Expenses,115476.0,200918.0
Current Accrued Expenses,75350.0,195260.0
Payables,40126.0,5658.0
Dueto Related Parties Current,16071.0,
Accounts Payable,24055.0,5658.0
Total Assets,101417975.0,758705.0
Total Non Current Assets,100403232.0,758705.0
Other Non Current Assets,100403232.0,
Non Current Deferred Assets,0.0,758705.0
Current Assets,1014743.0,0.0
Prepaid Assets,81353.0,0.0
Cash Cash Equivalents And Short Term Investments,933390.0,
Cash And Cash Equivalents,933390.0,
Cash Financial,933390.0,
