,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,29320950.0,27291000.0,27291000.0
Share Issued,29320950.0,27291000.0,27291000.0
Net Debt,,127258.0,15027.0
Total Debt,,127258.0,15027.0
Tangible Book Value,209725402.0,-29282.0,4083.0
Invested Capital,209725402.0,97976.0,19110.0
Working Capital,1212974.0,,-37417.0
Net Tangible Assets,209725402.0,-29282.0,4083.0
Common Stock Equity,209725402.0,-29282.0,4083.0
Total Capitalization,209725402.0,-29282.0,4083.0
Total Equity Gross Minority Interest,209725402.0,-29282.0,4083.0
Stockholders Equity,209725402.0,-29282.0,4083.0
Retained Earnings,-7333536.0,-54282.0,-20917.0
Additional Paid In Capital,0.0,24233.0,24233.0
Capital Stock,217058938.0,767.0,767.0
Common Stock,217058938.0,767.0,767.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8950645.0,264629.0,62417.0
Total Non Current Liabilities Net Minority Interest,8600000.0,0.0,0.0
Tradeand Other Payables Non Current,8600000.0,,
Current Liabilities,350645.0,264629.0,62417.0
Current Debt And Capital Lease Obligation,,127258.0,15027.0
Current Debt,,127258.0,15027.0
Other Current Borrowings,,127258.0,15027.0
Payables And Accrued Expenses,350645.0,137371.0,47390.0
Current Accrued Expenses,330098.0,137371.0,47390.0
Payables,20547.0,,
Dueto Related Parties Current,20547.0,,
Total Assets,218676047.0,235347.0,66500.0
Total Non Current Assets,217112428.0,235347.0,41500.0
Other Non Current Assets,217058155.0,,
Non Current Prepaid Assets,54273.0,,
Non Current Deferred Assets,,235347.0,41500.0
Current Assets,1563619.0,,25000.0
Prepaid Assets,147086.0,,25000.0
Cash Cash Equivalents And Short Term Investments,1416533.0,,
Cash And Cash Equivalents,1416533.0,,
