,2026-03-31,2025-09-30,2025-06-30,2025-05-31
Ordinary Shares Number,33979000.0,33979000.0,30755000.0,30755000.0
Share Issued,33979000.0,33979000.0,30755000.0,30755000.0
Total Debt,,,23000.0,
Tangible Book Value,246743391.0,242493681.0,-12257.0,8543.0
Invested Capital,246743391.0,242493681.0,10743.0,8543.0
Working Capital,2584093.0,3190714.0,-272067.0,-56255.0
Net Tangible Assets,246743391.0,242493681.0,-12257.0,8543.0
Common Stock Equity,246743391.0,242493681.0,-12257.0,8543.0
Total Capitalization,246743391.0,242493681.0,-12257.0,8543.0
Total Equity Gross Minority Interest,246743391.0,242493681.0,-12257.0,8543.0
Stockholders Equity,246743391.0,242493681.0,-12257.0,8543.0
Retained Earnings,-7551478.0,-7093411.0,-37257.0,-16457.0
Additional Paid In Capital,0.0,0.0,24137.0,24137.0
Capital Stock,254294869.0,249587092.0,863.0,863.0
Common Stock,254294869.0,249587092.0,863.0,863.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,10419158.0,10368532.0,320067.0,81255.0
Total Non Current Liabilities Net Minority Interest,10200000.0,10200000.0,0.0,0.0
Non Current Deferred Liabilities,10200000.0,10200000.0,,
Current Liabilities,219158.0,168532.0,320067.0,81255.0
Current Deferred Liabilities,,22905.0,10420.0,
Current Debt And Capital Lease Obligation,,,23000.0,
Current Debt,,,23000.0,
Other Current Borrowings,,,23000.0,
Payables And Accrued Expenses,219158.0,145627.0,286647.0,81255.0
Current Accrued Expenses,75000.0,75000.0,286647.0,81255.0
Payables,144158.0,70627.0,,
Accounts Payable,144158.0,70627.0,,
Total Assets,257162549.0,252862213.0,307810.0,89798.0
Total Non Current Assets,254359298.0,249502967.0,259810.0,64798.0
Other Non Current Assets,254327006.0,249431925.0,,
Non Current Prepaid Assets,32292.0,71042.0,,
Non Current Deferred Assets,,,259810.0,64798.0
Current Assets,2803251.0,3359246.0,48000.0,25000.0
Prepaid Assets,149294.0,77500.0,,
Receivables,,185111.0,,
Other Receivables,,185111.0,,
Cash Cash Equivalents And Short Term Investments,2653957.0,3096635.0,48000.0,25000.0
Cash And Cash Equivalents,2653957.0,3096635.0,48000.0,25000.0
Cash Financial,2653957.0,3096635.0,48000.0,25000.0
