,2025-09-30,2025-03-31
Ordinary Shares Number,1317000.0,1097500.0
Share Issued,1317000.0,1097500.0
Total Debt,3978694.0,4358317.0
Tangible Book Value,50979130.0,14070960.0
Invested Capital,50979130.0,14070960.0
Working Capital,46031946.0,10000906.0
Net Tangible Assets,50979130.0,14070960.0
Capital Lease Obligations,3978694.0,4358317.0
Common Stock Equity,50979130.0,14070960.0
Total Capitalization,50979130.0,14070960.0
Total Equity Gross Minority Interest,50979130.0,14070960.0
Stockholders Equity,50979130.0,14070960.0
Other Equity Interest,-87887800.0,
Retained Earnings,-30547383.0,13912390.0
Additional Paid In Capital,169207544.0,
Capital Stock,206769.0,158570.0
Common Stock,206769.0,158570.0
Total Liabilities Net Minority Interest,25947272.0,25681912.0
Total Non Current Liabilities Net Minority Interest,583798.0,1193506.0
Other Non Current Liabilities,28501.0,19563.0
Long Term Debt And Capital Lease Obligation,555297.0,1173943.0
Long Term Capital Lease Obligation,555297.0,1173943.0
Current Liabilities,25363474.0,24488406.0
Current Deferred Liabilities,10504.0,383015.0
Current Deferred Revenue,10504.0,383015.0
Current Debt And Capital Lease Obligation,3423397.0,3184374.0
Current Capital Lease Obligation,3423397.0,3184374.0
Payables And Accrued Expenses,21929573.0,20921017.0
Current Accrued Expenses,1629581.0,1888386.0
Payables,20299992.0,19032631.0
Dueto Related Parties Current,2150.0,5080750.0
Total Tax Payable,1248986.0,961791.0
Income Tax Payable,1248986.0,961791.0
Accounts Payable,19048856.0,12990090.0
Total Assets,76926402.0,39752872.0
Total Non Current Assets,5530982.0,5263560.0
Non Current Prepaid Assets,1505000.0,862464.0
Net PPE,4025982.0,4401096.0
Accumulated Depreciation,-786764.0,
Gross PPE,4812746.0,4401096.0
Leases,196022.0,
Other Properties,3690451.0,4401096.0
Machinery Furniture Equipment,926273.0,
Properties,0.0,
Current Assets,71395420.0,34489312.0
Current Deferred Assets,0.0,4572428.0
Prepaid Assets,5076546.0,
Inventory,51579.0,51579.0
Finished Goods,51579.0,
Receivables,26144097.0,20779999.0
Other Receivables,1072934.0,3448641.0
Accounts Receivable,25071163.0,17331358.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,25071163.0,17331358.0
Cash Cash Equivalents And Short Term Investments,40123198.0,9085306.0
Cash And Cash Equivalents,40123198.0,9085306.0
