,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,32557174.0,24602405.0,23228941.0
Share Issued,32557174.0,24602405.0,23228941.0
Total Debt,170000.0,,73000.0
Tangible Book Value,-1560000.0,-519000.0,2583000.0
Invested Capital,-1560000.0,-519000.0,2583000.0
Working Capital,-1738000.0,-647000.0,2410000.0
Net Tangible Assets,-1560000.0,-519000.0,2583000.0
Capital Lease Obligations,170000.0,,73000.0
Common Stock Equity,-1560000.0,-519000.0,2583000.0
Total Capitalization,-1560000.0,-519000.0,2583000.0
Total Equity Gross Minority Interest,-1560000.0,-519000.0,2583000.0
Stockholders Equity,-1560000.0,-519000.0,2583000.0
Retained Earnings,-47785000.0,-41369000.0,-36660000.0
Additional Paid In Capital,46225000.0,40850000.0,39243000.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2588000.0,2203000.0,1992000.0
Total Non Current Liabilities Net Minority Interest,72000.0,0.0,0.0
Derivative Product Liabilities,,,0.0
Long Term Debt And Capital Lease Obligation,72000.0,,0.0
Long Term Capital Lease Obligation,72000.0,,0.0
Current Liabilities,2516000.0,2203000.0,1992000.0
Current Debt And Capital Lease Obligation,98000.0,,73000.0
Current Capital Lease Obligation,98000.0,,73000.0
Payables And Accrued Expenses,2418000.0,2203000.0,1919000.0
Current Accrued Expenses,1619000.0,,759000.0
Payables,799000.0,2203000.0,1160000.0
Other Payable,,1110000.0,
Accounts Payable,799000.0,1093000.0,1160000.0
Total Assets,1028000.0,1684000.0,4575000.0
Total Non Current Assets,250000.0,128000.0,173000.0
Other Non Current Assets,22000.0,23000.0,23000.0
Net PPE,228000.0,105000.0,150000.0
Accumulated Depreciation,-76000.0,,-60000.0
Gross PPE,304000.0,105000.0,210000.0
Leases,3000.0,,3000.0
Other Properties,,105000.0,
Machinery Furniture Equipment,131000.0,,123000.0
Buildings And Improvements,170000.0,,84000.0
Properties,0.0,,0.0
Current Assets,778000.0,1556000.0,4402000.0
Restricted Cash,47000.0,43000.0,35000.0
Prepaid Assets,532000.0,,825000.0
Receivables,33000.0,847000.0,164000.0
Other Receivables,33000.0,847000.0,164000.0
Cash Cash Equivalents And Short Term Investments,166000.0,666000.0,3378000.0
Cash And Cash Equivalents,166000.0,666000.0,3378000.0
