,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,39324966.0,39229670.0,39150352.0,38971153.0,38683650.0,,
Share Issued,39324966.0,39229670.0,39150352.0,38971153.0,38683650.0,,
Total Debt,216175000.0,219699000.0,217045000.0,220529000.0,220655000.0,,
Tangible Book Value,1301277000.0,1254024000.0,1185580000.0,1120647000.0,1040290000.0,,
Invested Capital,1473812000.0,1427603000.0,1358696000.0,1293951000.0,1212882000.0,,
Working Capital,1063675000.0,1033551000.0,971917000.0,907723000.0,841079000.0,,
Net Tangible Assets,1301277000.0,1254024000.0,1185580000.0,1120647000.0,1040290000.0,,
Capital Lease Obligations,216175000.0,219699000.0,217045000.0,220529000.0,220655000.0,,
Common Stock Equity,1473812000.0,1427603000.0,1358696000.0,1293951000.0,1212882000.0,,
Total Capitalization,1473812000.0,1427603000.0,1358696000.0,1293951000.0,1212882000.0,,
Total Equity Gross Minority Interest,1473812000.0,1427603000.0,1358696000.0,1293951000.0,1212882000.0,,
Stockholders Equity,1473812000.0,1427603000.0,1358696000.0,1293951000.0,1212882000.0,,
Gains Losses Not Affecting Retained Earnings,2075000.0,4348000.0,3114000.0,3155000.0,-3130000.0,,
Other Equity Adjustments,2075000.0,4348000.0,3114000.0,3155000.0,-3130000.0,,
Retained Earnings,270275000.0,237691000.0,190348000.0,144497000.0,99227000.0,,
Additional Paid In Capital,1201423000.0,1185525000.0,1165195000.0,1146260000.0,1116746000.0,,
Capital Stock,39000.0,39000.0,39000.0,39000.0,39000.0,,
Common Stock,39000.0,39000.0,39000.0,39000.0,39000.0,,
Preferred Stock,,0.0,,,,0.0,
Total Liabilities Net Minority Interest,424626000.0,398916000.0,385673000.0,380858000.0,380425000.0,,
Total Non Current Liabilities Net Minority Interest,212895000.0,215783000.0,216070000.0,223097000.0,221795000.0,,
Other Non Current Liabilities,13250000.0,12318000.0,14534000.0,17819000.0,15942000.0,,
Long Term Debt And Capital Lease Obligation,199645000.0,203465000.0,201536000.0,205278000.0,205853000.0,,
Long Term Capital Lease Obligation,199645000.0,203465000.0,201536000.0,205278000.0,205853000.0,,
Current Liabilities,211731000.0,183133000.0,169603000.0,157761000.0,158630000.0,,
Current Deferred Liabilities,,,,,,940000.0,1214000.0
Current Deferred Revenue,,,,,,940000.0,1214000.0
Current Debt And Capital Lease Obligation,16530000.0,16234000.0,15509000.0,15251000.0,14802000.0,,
Current Capital Lease Obligation,16530000.0,16234000.0,15509000.0,15251000.0,14802000.0,,
Payables And Accrued Expenses,195201000.0,166899000.0,154094000.0,142510000.0,143828000.0,,
Current Accrued Expenses,151543000.0,132163000.0,124273000.0,114389000.0,112675000.0,,
Payables,43658000.0,34736000.0,29821000.0,28121000.0,31153000.0,,
Accounts Payable,43658000.0,34736000.0,29821000.0,28121000.0,31153000.0,,
Total Assets,1898438000.0,1826519000.0,1744369000.0,1674809000.0,1593307000.0,,
Total Non Current Assets,623032000.0,609835000.0,602849000.0,609325000.0,593598000.0,,
Other Non Current Assets,40984000.0,40716000.0,40020000.0,40390000.0,43729000.0,,
Non Current Deferred Assets,79972000.0,79188000.0,94478000.0,109141000.0,102355000.0,,
Non Current Deferred Taxes Assets,79972000.0,79188000.0,94478000.0,109141000.0,102355000.0,,
Goodwill And Other Intangible Assets,172535000.0,173579000.0,173116000.0,173304000.0,172592000.0,,
Other Intangible Assets,5946000.0,6829000.0,6368000.0,6552000.0,6469000.0,,
Goodwill,166589000.0,166750000.0,166748000.0,166752000.0,166123000.0,,
Net PPE,329541000.0,316352000.0,295235000.0,286490000.0,274922000.0,,
Accumulated Depreciation,,-71356000.0,,,,-69496000.0,-71938000.0
Gross PPE,329541000.0,387708000.0,295235000.0,286490000.0,274922000.0,,
Leases,,37397000.0,,,,36687000.0,36476000.0
Construction In Progress,,57693000.0,,,,3781000.0,3683000.0
Other Properties,329541000.0,199559000.0,295235000.0,286490000.0,274922000.0,,
Machinery Furniture Equipment,,93059000.0,,,,90987000.0,91698000.0
Properties,,0.0,,,,0.0,0.0
Current Assets,1275406000.0,1216684000.0,1141520000.0,1065484000.0,999709000.0,,
Other Current Assets,37912000.0,50298000.0,55429000.0,37757000.0,37017000.0,,
Inventory,438539000.0,431549000.0,432365000.0,427628000.0,415863000.0,,
Finished Goods,280156000.0,268173000.0,265018000.0,259376000.0,254820000.0,,
Work In Process,48143000.0,46275000.0,51051000.0,45661000.0,44252000.0,,
Raw Materials,110240000.0,117101000.0,116296000.0,122591000.0,116791000.0,,
Receivables,183295000.0,190021000.0,183430000.0,175536000.0,167981000.0,,
Accounts Receivable,183295000.0,190021000.0,183430000.0,175536000.0,167981000.0,,
Allowance For Doubtful Accounts Receivable,-2340000.0,-2350000.0,-2350000.0,-6007000.0,-5964000.0,,
Gross Accounts Receivable,185635000.0,192371000.0,185780000.0,181543000.0,173945000.0,,
Cash Cash Equivalents And Short Term Investments,615660000.0,544816000.0,470296000.0,424563000.0,378848000.0,,
Other Short Term Investments,374371000.0,357919000.0,149267000.0,2795000.0,2794000.0,,
Cash And Cash Equivalents,241289000.0,186897000.0,321029000.0,421768000.0,376054000.0,,
