,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,4022143.0,2660110.0,844457.0,637757.0,603264.0
Share Issued,4022143.0,2660110.0,844457.0,637757.0,603264.0
Tangible Book Value,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Invested Capital,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Working Capital,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Net Tangible Assets,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Common Stock Equity,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Total Capitalization,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Total Equity Gross Minority Interest,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Stockholders Equity,6413003.0,6223380.0,3960102.0,5614251.0,7301222.0
Retained Earnings,-75081602.0,-73233896.0,-71372008.0,-69680019.0,-67978926.0
Additional Paid In Capital,81494203.0,79457010.0,75332026.0,75294206.0,75279545.0
Capital Stock,402.0,266.0,84.0,64.0,603.0
Common Stock,402.0,266.0,84.0,64.0,603.0
Preferred Stock,,,0.0,,
Total Liabilities Net Minority Interest,1052649.0,1640446.0,1111308.0,1026265.0,2703785.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,0.0
Current Liabilities,1052649.0,1640446.0,1111308.0,1026265.0,2703785.0
Pensionand Other Post Retirement Benefit Plans Current,284781.0,979453.0,594144.0,490703.0,961759.0
Payables And Accrued Expenses,767868.0,660993.0,517164.0,535562.0,1742026.0
Current Accrued Expenses,449537.0,200182.0,63737.0,121875.0,346713.0
Payables,318331.0,460811.0,453427.0,413687.0,1395313.0
Accounts Payable,318331.0,460811.0,453427.0,413687.0,1395313.0
Total Assets,7465652.0,7863826.0,5071410.0,6640516.0,10005007.0
Total Non Current Assets,0.0,0.0,0.0,0.0,0.0
Current Assets,7465652.0,7863826.0,5071410.0,6640516.0,10005007.0
Other Current Assets,,,45826.0,83532.0,75511.0
Prepaid Assets,427279.0,341848.0,361457.0,76054.0,210228.0
Inventory,93091.0,,,,
Raw Materials,93091.0,,,,
Cash Cash Equivalents And Short Term Investments,6945282.0,7521978.0,4664127.0,6480930.0,9719268.0
Cash And Cash Equivalents,6945282.0,7521978.0,4664127.0,6480930.0,9719268.0
