,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,81939041.0,16939041.0,14939041.0
Share Issued,81939041.0,16939041.0,14939041.0
Net Debt,3260269.0,5231731.0,5184622.0
Total Debt,7741782.0,52847380.0,50083474.0
Tangible Book Value,56192385.0,19539015.0,28813712.0
Invested Capital,65982385.0,29418468.0,35039652.0
Working Capital,29230831.0,21578344.0,19723688.0
Net Tangible Assets,56192385.0,19539015.0,28813712.0
Capital Lease Obligations,44194.0,45010538.0,43857534.0
Common Stock Equity,58284797.0,21581626.0,28813712.0
Total Capitalization,59449517.0,23908668.0,30118632.0
Total Equity Gross Minority Interest,58227802.0,21613465.0,28846944.0
Minority Interest,-56995.0,31839.0,33232.0
Stockholders Equity,58284797.0,21581626.0,28813712.0
Other Equity Interest,-15441.0,-15441.0,-15441.0
Gains Losses Not Affecting Retained Earnings,1313549.0,-8925.0,-267264.0
Other Equity Adjustments,1313549.0,-8925.0,-267264.0
Retained Earnings,-33876581.0,-33932953.0,-24466310.0
Additional Paid In Capital,90043880.0,55369555.0,53413337.0
Capital Stock,819390.0,169390.0,149390.0
Common Stock,819390.0,169390.0,149390.0
Total Liabilities Net Minority Interest,30294435.0,93271229.0,69354786.0
Total Non Current Liabilities Net Minority Interest,1179770.0,47309736.0,45670722.0
Other Non Current Liabilities,,,547998.0
Long Term Debt And Capital Lease Obligation,1179770.0,47309736.0,45122724.0
Long Term Capital Lease Obligation,15050.0,44982694.0,43817804.0
Long Term Debt,1164720.0,2327042.0,1304920.0
Current Liabilities,29114665.0,45961493.0,23684064.0
Current Deferred Liabilities,2683388.0,1872503.0,1785728.0
Current Deferred Revenue,2683388.0,1872503.0,1785728.0
Current Debt And Capital Lease Obligation,6562012.0,5537644.0,4960750.0
Current Capital Lease Obligation,29144.0,27844.0,39730.0
Current Debt,6532868.0,5509800.0,4921020.0
Other Current Borrowings,1593714.0,731476.0,413738.0
Line Of Credit,4939154.0,4778324.0,4507282.0
Payables And Accrued Expenses,19869265.0,38551346.0,16937586.0
Payables,19869265.0,38551346.0,16937586.0
Other Payable,1115039.0,1447907.0,508936.0
Dueto Related Parties Current,59795.0,355388.0,1555594.0
Total Tax Payable,3982640.0,4531714.0,4137545.0
Income Tax Payable,3515850.0,3613389.0,3523182.0
Accounts Payable,14711791.0,32216337.0,10735511.0
Total Assets,88522237.0,114884694.0,98201730.0
Total Non Current Assets,30176741.0,47344857.0,54793978.0
Other Non Current Assets,26349768.0,,
Non Current Prepaid Assets,452051.0,756662.0,550751.0
Non Current Deferred Assets,,,0.0
Non Current Deferred Taxes Assets,,,0.0
Duefrom Related Parties Non Current,0.0,1060756.0,
Non Current Accounts Receivable,,1060756.0,195478.0
Investments And Advances,44441.0,35242.0,10563713.0
Other Investments,,0.0,535857.0
Long Term Equity Investment,44441.0,35242.0,10027856.0
Goodwill And Other Intangible Assets,2092412.0,2042611.0,0.0
Goodwill,2092412.0,2042611.0,
Net PPE,1238069.0,43449586.0,43484036.0
Accumulated Depreciation,-685841.0,-622326.0,-1501827.0
Gross PPE,1923910.0,44071912.0,44985863.0
Leases,0.0,0.0,934001.0
Other Properties,55377.0,42253187.0,42266949.0
Machinery Furniture Equipment,140854.0,137501.0,134944.0
Buildings And Improvements,1727679.0,1681224.0,1649969.0
Properties,0.0,0.0,0.0
Current Assets,58345496.0,67539837.0,43407752.0
Other Current Assets,,,140586.0
Assets Held For Sale Current,0.0,9999600.0,
Current Deferred Assets,,0.0,1063989.0
Restricted Cash,386166.0,321206.0,
Prepaid Assets,17755338.0,15541194.0,8297690.0
Receivables,33608009.0,37995269.0,31978369.0
Receivables Adjustments Allowances,,,-16110.0
Other Receivables,9936495.0,976230.0,1915168.0
Duefrom Related Parties Current,142998.0,1104718.0,0.0
Accounts Receivable,23528516.0,35914321.0,30079311.0
Allowance For Doubtful Accounts Receivable,-9852865.0,-20962160.0,-10139484.0
Gross Accounts Receivable,33381381.0,56876481.0,40218795.0
Cash Cash Equivalents And Short Term Investments,6595983.0,3682568.0,1927118.0
Other Short Term Investments,2158664.0,1077457.0,885800.0
Cash And Cash Equivalents,4437319.0,2605111.0,1041318.0
Cash Financial,4437319.0,2605111.0,1041318.0
