,2025-06-30
Ordinary Shares Number,16435213.0
Share Issued,16435213.0
Total Debt,21000.0
Tangible Book Value,8500000.0
Invested Capital,8500000.0
Working Capital,8422000.0
Net Tangible Assets,8500000.0
Capital Lease Obligations,21000.0
Common Stock Equity,8500000.0
Total Capitalization,8500000.0
Total Equity Gross Minority Interest,8500000.0
Stockholders Equity,8500000.0
Gains Losses Not Affecting Retained Earnings,1235000.0
Other Equity Adjustments,1337000.0
Foreign Currency Translation Adjustments,-102000.0
Retained Earnings,-29895000.0
Capital Stock,37160000.0
Common Stock,37160000.0
Total Liabilities Net Minority Interest,4895000.0
Total Non Current Liabilities Net Minority Interest,23000.0
Employee Benefits,23000.0
Non Current Pension And Other Postretirement Benefit Plans,23000.0
Current Liabilities,4872000.0
Current Debt And Capital Lease Obligation,21000.0
Current Capital Lease Obligation,21000.0
Pensionand Other Post Retirement Benefit Plans Current,527000.0
Payables And Accrued Expenses,4324000.0
Payables,4324000.0
Other Payable,1372000.0
Accounts Payable,2952000.0
Total Assets,13395000.0
Total Non Current Assets,101000.0
Net PPE,101000.0
Gross PPE,101000.0
Other Properties,19000.0
Machinery Furniture Equipment,82000.0
Current Assets,13294000.0
Prepaid Assets,499000.0
Receivables,7474000.0
Receivables Adjustments Allowances,-1000.0
Other Receivables,4695000.0
Accounts Receivable,2780000.0
Cash Cash Equivalents And Short Term Investments,5321000.0
Cash And Cash Equivalents,5321000.0
Cash Financial,5321000.0
