,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,23000000.0,20750000.0,20000000.0
Share Issued,23000000.0,20750000.0,20000000.0
Net Debt,,136789.0,
Total Debt,,140000.0,
Tangible Book Value,169267130.0,-26521.0,4099.0
Invested Capital,169267130.0,113479.0,4099.0
Working Capital,965439.0,-252364.0,
Net Tangible Assets,169267130.0,-26521.0,4099.0
Common Stock Equity,169267130.0,-26521.0,4099.0
Total Capitalization,169267130.0,-26521.0,4099.0
Total Equity Gross Minority Interest,169267130.0,-26521.0,4099.0
Stockholders Equity,169267130.0,-26521.0,4099.0
Retained Earnings,-5905069.0,-51521.0,-20901.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,175172199.0,575.0,575.0
Common Stock,175172199.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7009624.0,255575.0,37667.0
Total Non Current Liabilities Net Minority Interest,6900000.0,0.0,0.0
Non Current Deferred Liabilities,6900000.0,,
Current Liabilities,109624.0,255575.0,37667.0
Current Debt And Capital Lease Obligation,,140000.0,
Current Debt,,140000.0,
Current Notes Payable,,140000.0,
Payables And Accrued Expenses,109624.0,115575.0,37667.0
Current Accrued Expenses,109624.0,115575.0,37667.0
Total Assets,176276754.0,229054.0,41766.0
Total Non Current Assets,175201691.0,225843.0,41766.0
Other Non Current Assets,175171624.0,,
Non Current Prepaid Assets,30067.0,,
Non Current Deferred Assets,,225843.0,41766.0
Current Assets,1075063.0,3211.0,
Prepaid Assets,129750.0,,
Receivables,3961.0,,
Duefrom Related Parties Current,3961.0,,
Cash Cash Equivalents And Short Term Investments,941352.0,3211.0,
Cash And Cash Equivalents,941352.0,3211.0,
Cash Financial,941352.0,3211.0,
