,2025-06-30,2024-12-31
Ordinary Shares Number,17019971.0,250863072.0
Share Issued,17019971.0,250863072.0
Net Debt,154241000.0,178433000.0
Total Debt,216391000.0,234875000.0
Tangible Book Value,-47287000.0,-22480000.0
Invested Capital,216816000.0,263269000.0
Working Capital,-16550000.0,-17384000.0
Net Tangible Assets,-47287000.0,-22480000.0
Capital Lease Obligations,34846000.0,36406000.0
Common Stock Equity,35271000.0,64800000.0
Total Capitalization,115036000.0,131459000.0
Total Equity Gross Minority Interest,36138000.0,62578000.0
Minority Interest,867000.0,-2222000.0
Stockholders Equity,35271000.0,64800000.0
Other Equity Interest,32218000.0,34835000.0
Gains Losses Not Affecting Retained Earnings,-2989000.0,12784000.0
Foreign Currency Translation Adjustments,-2989000.0,12784000.0
Retained Earnings,-63770000.0,-569175000.0
Additional Paid In Capital,3825000.0,531113000.0
Capital Stock,65987000.0,55243000.0
Common Stock,65987000.0,55243000.0
Total Liabilities Net Minority Interest,280350000.0,290488000.0
Total Non Current Liabilities Net Minority Interest,127793000.0,114737000.0
Non Current Deferred Liabilities,14870000.0,13272000.0
Non Current Deferred Revenue,12056000.0,9860000.0
Non Current Deferred Taxes Liabilities,2814000.0,3412000.0
Long Term Debt And Capital Lease Obligation,110297000.0,98401000.0
Long Term Capital Lease Obligation,30532000.0,31742000.0
Long Term Debt,79765000.0,66659000.0
Long Term Provisions,2626000.0,3064000.0
Current Liabilities,152557000.0,175751000.0
Other Current Liabilities,869000.0,2168000.0
Current Deferred Liabilities,2540000.0,2782000.0
Current Deferred Revenue,2540000.0,2782000.0
Current Debt And Capital Lease Obligation,106094000.0,136474000.0
Current Capital Lease Obligation,4314000.0,4664000.0
Current Debt,101780000.0,131810000.0
Other Current Borrowings,101780000.0,131810000.0
Current Provisions,2086000.0,2349000.0
Payables And Accrued Expenses,40968000.0,31978000.0
Payables,40968000.0,31978000.0
Other Payable,4616000.0,5697000.0
Total Tax Payable,3192000.0,2764000.0
Income Tax Payable,,0.0
Accounts Payable,33160000.0,23517000.0
Total Assets,316488000.0,353066000.0
Total Non Current Assets,180481000.0,194700000.0
Non Current Prepaid Assets,1097000.0,1170000.0
Non Current Note Receivables,180000.0,180000.0
Non Current Accounts Receivable,3752000.0,6047000.0
Investments And Advances,0.0,0.0
Investmentin Financial Assets,0.0,0.0
Goodwill And Other Intangible Assets,82558000.0,87280000.0
Other Intangible Assets,71755000.0,76102000.0
Goodwill,10803000.0,11178000.0
Net PPE,92894000.0,100023000.0
Accumulated Depreciation,-32085000.0,-26557000.0
Gross PPE,124979000.0,126580000.0
Construction In Progress,,0.0
Other Properties,3746000.0,4553000.0
Machinery Furniture Equipment,71818000.0,72487000.0
Buildings And Improvements,49415000.0,49540000.0
Properties,0.0,0.0
Current Assets,136007000.0,158367000.0
Other Current Assets,1000000.0,2007000.0
Prepaid Assets,5350000.0,4804000.0
Inventory,56606000.0,70082000.0
Finished Goods,8469000.0,14346000.0
Work In Process,,25876000.0
Raw Materials,48137000.0,29860000.0
Receivables,40833000.0,35537000.0
Other Receivables,1495000.0,2300000.0
Taxes Receivable,4519000.0,3994000.0
Loans Receivable,0.0,0.0
Accounts Receivable,34819000.0,29243000.0
Cash Cash Equivalents And Short Term Investments,32218000.0,45937000.0
Other Short Term Investments,4914000.0,25901000.0
Cash And Cash Equivalents,27304000.0,20036000.0
Cash Equivalents,284000.0,285000.0
Cash Financial,27020000.0,19751000.0
