,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,32000000.0,32000000.0,24500000.0
Share Issued,32000000.0,32000000.0,24500000.0
Net Debt,,241107.0,12430.0
Total Debt,,241107.0,12430.0
Tangible Book Value,234659713.0,-68518.0,4182.0
Invested Capital,234659713.0,172589.0,16612.0
Working Capital,887802.0,-325070.0,-30632.0
Net Tangible Assets,234659713.0,-68518.0,4182.0
Common Stock Equity,234659713.0,-68518.0,4182.0
Total Capitalization,234659713.0,-68518.0,4182.0
Total Equity Gross Minority Interest,234659713.0,-68518.0,4182.0
Stockholders Equity,234659713.0,-68518.0,4182.0
Retained Earnings,-8668747.0,-93518.0,-20818.0
Additional Paid In Capital,0.0,24200.0,24333.0
Capital Stock,243328460.0,800.0,667.0
Common Stock,243328460.0,800.0,667.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,9863518.0,333396.0,47244.0
Total Non Current Liabilities Net Minority Interest,9600000.0,0.0,0.0
Non Current Deferred Liabilities,9600000.0,,
Current Liabilities,263518.0,333396.0,47244.0
Current Debt And Capital Lease Obligation,,241107.0,12430.0
Current Debt,,241107.0,12430.0
Other Current Borrowings,,241107.0,12430.0
Payables And Accrued Expenses,263518.0,92289.0,34814.0
Current Accrued Expenses,98424.0,92289.0,34814.0
Payables,165094.0,,
Dueto Related Parties Current,20187.0,,
Accounts Payable,144907.0,,
Total Assets,244523231.0,264878.0,51426.0
Total Non Current Assets,243371911.0,256552.0,34814.0
Other Non Current Assets,243327660.0,,
Non Current Prepaid Assets,44251.0,,
Non Current Deferred Assets,,256552.0,34814.0
Current Assets,1151320.0,8326.0,16612.0
Prepaid Assets,140594.0,8326.0,16612.0
Receivables,0.0,,
Duefrom Related Parties Current,0.0,,
Cash Cash Equivalents And Short Term Investments,1010726.0,,
Cash And Cash Equivalents,1010726.0,,
Cash Equivalents,1010726.0,,
