,2026-03-31
Ordinary Shares Number,60333311.0
Share Issued,60333311.0
Total Debt,59567.0
Tangible Book Value,88133357.0
Invested Capital,88133357.0
Working Capital,87945645.0
Net Tangible Assets,88133357.0
Capital Lease Obligations,59567.0
Common Stock Equity,88133357.0
Total Capitalization,88133357.0
Total Equity Gross Minority Interest,88133357.0
Stockholders Equity,88133357.0
Retained Earnings,-88070546.0
Additional Paid In Capital,176198242.0
Capital Stock,5661.0
Common Stock,5661.0
Total Liabilities Net Minority Interest,3897357.0
Total Non Current Liabilities Net Minority Interest,43386.0
Long Term Debt And Capital Lease Obligation,43386.0
Long Term Capital Lease Obligation,43386.0
Current Liabilities,3853971.0
Current Debt And Capital Lease Obligation,16181.0
Current Capital Lease Obligation,16181.0
Pensionand Other Post Retirement Benefit Plans Current,792475.0
Payables And Accrued Expenses,3045315.0
Current Accrued Expenses,864290.0
Payables,2181025.0
Accounts Payable,2181025.0
Total Assets,92030714.0
Total Non Current Assets,231098.0
Non Current Prepaid Assets,87839.0
Net PPE,143259.0
Accumulated Depreciation,-13758.0
Gross PPE,157017.0
Other Properties,157017.0
Current Assets,91799616.0
Other Current Assets,39275.0
Prepaid Assets,6992786.0
Cash Cash Equivalents And Short Term Investments,84767555.0
Cash And Cash Equivalents,84767555.0
