,2024-12-31
Ordinary Shares Number,5878424.0
Share Issued,5878424.0
Total Debt,14612.0
Tangible Book Value,51029078.0
Invested Capital,51029078.0
Working Capital,18826682.0
Net Tangible Assets,51029078.0
Capital Lease Obligations,14612.0
Common Stock Equity,51029078.0
Total Capitalization,51029078.0
Total Equity Gross Minority Interest,51029078.0
Stockholders Equity,51029078.0
Other Equity Interest,1997336.0
Gains Losses Not Affecting Retained Earnings,0.0
Retained Earnings,-28905495.0
Capital Stock,77937237.0
Common Stock,77937237.0
Total Liabilities Net Minority Interest,11136912.0
Total Non Current Liabilities Net Minority Interest,0.0
Current Liabilities,11136912.0
Other Current Liabilities,1215777.0
Current Debt And Capital Lease Obligation,14612.0
Current Capital Lease Obligation,14612.0
Payables And Accrued Expenses,9906523.0
Current Accrued Expenses,7257994.0
Payables,2648529.0
Dueto Related Parties Current,172689.0
Accounts Payable,2475840.0
Total Assets,62165990.0
Total Non Current Assets,32202396.0
Net PPE,32202396.0
Accumulated Depreciation,-50160.0
Gross PPE,32252556.0
Other Properties,32252556.0
Current Assets,29963594.0
Prepaid Assets,1371987.0
Receivables,195457.0
Taxes Receivable,195457.0
Cash Cash Equivalents And Short Term Investments,28396150.0
Cash And Cash Equivalents,28396150.0
Cash Financial,28396150.0
