,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,2595089751.0,1336493786.0,1336493786.0
Share Issued,2595089751.0,1336493786.0,1336493786.0
Net Debt,3275000000.0,1380200000.0,1333000000.0
Total Debt,3308000000.0,1395100000.0,1340000000.0
Tangible Book Value,2550000000.0,1385200000.0,1371000000.0
Invested Capital,5849000000.0,2781800000.0,2713000000.0
Net Tangible Assets,2550000000.0,1385200000.0,1371000000.0
Common Stock Equity,2554000000.0,1390100000.0,1376000000.0
Total Capitalization,5849000000.0,2781800000.0,2713000000.0
Total Equity Gross Minority Interest,2554000000.0,1390100000.0,1376000000.0
Stockholders Equity,2554000000.0,1390100000.0,1376000000.0
Retained Earnings,322000000.0,330800000.0,319000000.0
Additional Paid In Capital,479000000.0,479400000.0,479000000.0
Capital Stock,324000000.0,167100000.0,167000000.0
Common Stock,324000000.0,167100000.0,167000000.0
Total Liabilities Net Minority Interest,3486000000.0,1475400000.0,1415000000.0
Derivative Product Liabilities,1000000.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,3308000000.0,1395100000.0,1340000000.0
Payables,55000000.0,36800000.0,20000000.0
Other Payable,35000000.0,3100000.0,11000000.0
Total Tax Payable,11000000.0,,7000000.0
Accounts Payable,9000000.0,33700000.0,2000000.0
Total Assets,6040000000.0,2865500000.0,2791000000.0
Investments And Advances,59000000.0,1900000.0,0.0
Investmentin Financial Assets,1000000.0,1900000.0,200000.0
Long Term Equity Investment,58000000.0,,0.0
Investment Properties,5891000000.0,2807200000.0,2750000000.0
Goodwill And Other Intangible Assets,4000000.0,,5000000.0
Net PPE,3000000.0,500000.0,1000000.0
Prepaid Assets,12000000.0,,10000000.0
Receivables,40000000.0,34300000.0,17000000.0
Cash And Cash Equivalents,20000000.0,11500000.0,4000000.0
Cash Financial,20000000.0,11500000.0,4000000.0
Cash Cash Equivalents And Federal Funds Sold,20000000.0,11500000.0,4000000.0
