,2026-02-28
Ordinary Shares Number,7561684.0
Share Issued,7561684.0
Total Debt,571562.0
Tangible Book Value,2269558.0
Invested Capital,4045468.0
Working Capital,909099.0
Net Tangible Assets,2444558.0
Common Stock Equity,3473906.0
Preferred Stock Equity,175000.0
Total Capitalization,3648906.0
Total Equity Gross Minority Interest,3648906.0
Stockholders Equity,3648906.0
Retained Earnings,-4515089.0
Additional Paid In Capital,7913378.0
Capital Stock,250617.0
Common Stock,75617.0
Preferred Stock,175000.0
Total Liabilities Net Minority Interest,1673322.0
Total Non Current Liabilities Net Minority Interest,0.0
Current Liabilities,1673322.0
Current Debt And Capital Lease Obligation,571562.0
Current Debt,571562.0
Line Of Credit,571562.0
Payables And Accrued Expenses,1101760.0
Payables,1101760.0
Total Tax Payable,2839.0
Income Tax Payable,2839.0
Accounts Payable,1098921.0
Total Assets,5322228.0
Total Non Current Assets,2739807.0
Non Current Deferred Assets,1533858.0
Non Current Deferred Taxes Assets,1533858.0
Goodwill And Other Intangible Assets,1204348.0
Other Intangible Assets,1204348.0
Net PPE,1601.0
Accumulated Depreciation,-124780.0
Gross PPE,126381.0
Other Properties,21415.0
Machinery Furniture Equipment,104966.0
Current Assets,2582421.0
Prepaid Assets,325022.0
Inventory,1122458.0
Finished Goods,881302.0
Raw Materials,241156.0
Receivables,417150.0
Taxes Receivable,0.0
Accounts Receivable,417150.0
Allowance For Doubtful Accounts Receivable,-1498.0
Gross Accounts Receivable,418648.0
Cash Cash Equivalents And Short Term Investments,717791.0
Cash And Cash Equivalents,717791.0
Cash Financial,717791.0
