,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,6732441.0,5700000.0,4715419.0
Share Issued,6732441.0,5700000.0,4715419.0
Net Debt,,,126557.0
Total Debt,104129.0,1218671.0,7012934.0
Tangible Book Value,7876877.0,21179961.0,5363343.0
Invested Capital,7876877.0,22258156.0,12352870.0
Working Capital,10558255.0,16229703.0,6312077.0
Net Tangible Assets,7876877.0,21179961.0,5363343.0
Capital Lease Obligations,104129.0,140476.0,23407.0
Common Stock Equity,7876877.0,21179961.0,5363343.0
Total Capitalization,7876877.0,22096884.0,6280266.0
Total Equity Gross Minority Interest,12601483.0,25449644.0,8735614.0
Minority Interest,4724606.0,4269683.0,3372271.0
Stockholders Equity,7876877.0,21179961.0,5363343.0
Retained Earnings,-51419154.0,-44786713.0,-28553022.0
Additional Paid In Capital,59279198.0,65952423.0,33904575.0
Capital Stock,16833.0,14251.0,11790.0
Common Stock,16833.0,14251.0,11790.0
Total Liabilities Net Minority Interest,19757720.0,16233054.0,20470945.0
Total Non Current Liabilities Net Minority Interest,26533.0,982320.0,917030.0
Non Current Deferred Liabilities,0.0,107.0,107.0
Non Current Deferred Taxes Liabilities,0.0,107.0,107.0
Long Term Debt And Capital Lease Obligation,26533.0,982213.0,916923.0
Long Term Capital Lease Obligation,26533.0,65290.0,0.0
Long Term Debt,,916923.0,916923.0
Current Liabilities,19731187.0,15250734.0,19553915.0
Current Deferred Liabilities,7427910.0,6927920.0,5784425.0
Current Deferred Revenue,7427910.0,6927920.0,5784425.0
Current Debt And Capital Lease Obligation,77596.0,236458.0,6096011.0
Current Capital Lease Obligation,77596.0,75186.0,23407.0
Current Debt,,161272.0,6072604.0
Other Current Borrowings,,161272.0,6072604.0
Payables And Accrued Expenses,12225681.0,8086356.0,7673479.0
Current Accrued Expenses,9245092.0,5028292.0,5853795.0
Payables,2980589.0,3058064.0,1819684.0
Other Payable,1773631.0,2169824.0,1070507.0
Dueto Related Parties Current,91059.0,6704.0,10379.0
Total Tax Payable,9213.0,0.0,7756.0
Income Tax Payable,9213.0,0.0,7756.0
Accounts Payable,1106686.0,881536.0,731042.0
Total Assets,32359203.0,41682698.0,29206559.0
Total Non Current Assets,2069761.0,10202261.0,3340567.0
Other Non Current Assets,,,3316959.0
Non Current Prepaid Assets,830389.0,916706.0,869779.0
Non Current Deferred Assets,1130476.0,9139909.0,2447180.0
Net PPE,108896.0,145646.0,23608.0
Accumulated Depreciation,-165261.0,,-164756.0
Gross PPE,274157.0,145646.0,188364.0
Leases,54387.0,,54387.0
Other Properties,,5170.0,23407.0
Machinery Furniture Equipment,115641.0,,110570.0
Buildings And Improvements,104129.0,140476.0,23407.0
Properties,0.0,0.0,0.0
Current Assets,30289442.0,31480437.0,25865992.0
Other Current Assets,8481387.0,148140.0,8078301.0
Current Deferred Assets,1587603.0,6627939.0,3338719.0
Prepaid Assets,,7566967.0,
Receivables,10080420.0,3888562.0,7586002.0
Duefrom Related Parties Current,1428808.0,0.0,3472.0
Accounts Receivable,8651612.0,3888562.0,7582530.0
Cash Cash Equivalents And Short Term Investments,10140032.0,13248829.0,6862970.0
Cash And Cash Equivalents,10140032.0,13248829.0,6862970.0
