,2026-03-31,2025-10-31
Ordinary Shares Number,24797083.0,24797083.0
Share Issued,24797083.0,24797083.0
Net Debt,86000.0,
Total Debt,86000.0,
Tangible Book Value,-60000.0,12000.0
Invested Capital,26000.0,12000.0
Working Capital,-337000.0,-29000.0
Net Tangible Assets,-60000.0,12000.0
Common Stock Equity,-60000.0,12000.0
Total Capitalization,-60000.0,12000.0
Total Equity Gross Minority Interest,-60000.0,12000.0
Stockholders Equity,-60000.0,12000.0
Retained Earnings,-85000.0,-13000.0
Additional Paid In Capital,24000.0,24000.0
Capital Stock,1000.0,1000.0
Common Stock,1000.0,1000.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,341000.0,41000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,341000.0,41000.0
Current Debt And Capital Lease Obligation,86000.0,
Current Debt,86000.0,
Other Current Borrowings,86000.0,
Payables And Accrued Expenses,255000.0,41000.0
Current Accrued Expenses,185000.0,41000.0
Payables,70000.0,
Accounts Payable,70000.0,
Total Assets,281000.0,53000.0
Total Non Current Assets,277000.0,41000.0
Non Current Deferred Assets,277000.0,41000.0
Current Assets,4000.0,12000.0
Prepaid Assets,4000.0,12000.0
