,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,21816385.0,21815353.0,21745265.0,21693016.0,21688172.0,
Share Issued,21816385.0,21815353.0,21745265.0,21693016.0,21688172.0,
Total Debt,336000.0,441000.0,545000.0,645000.0,726000.0,
Tangible Book Value,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Invested Capital,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Working Capital,81976000.0,101338000.0,118471000.0,134458000.0,148578000.0,
Net Tangible Assets,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Capital Lease Obligations,336000.0,441000.0,545000.0,645000.0,726000.0,
Common Stock Equity,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Total Capitalization,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Total Equity Gross Minority Interest,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Stockholders Equity,86986000.0,106633000.0,122377000.0,136925000.0,150689000.0,
Gains Losses Not Affecting Retained Earnings,14000.0,81000.0,82000.0,-3000.0,44000.0,
Other Equity Adjustments,14000.0,81000.0,82000.0,-3000.0,44000.0,
Retained Earnings,-137506000.0,-115918000.0,-98320000.0,-82004000.0,-67637000.0,
Additional Paid In Capital,224478000.0,222470000.0,220615000.0,218932000.0,218282000.0,
Capital Stock,0.0,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,0.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,11604000.0,10548000.0,10852000.0,10550000.0,6336000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,116000.0,240000.0,360000.0,
Other Non Current Liabilities,,,,12000.0,24000.0,26000.0
Preferred Securities Outside Stock Equity,,0.0,0.0,0.0,0.0,126756000.0
Long Term Debt And Capital Lease Obligation,,0.0,116000.0,228000.0,336000.0,441000.0
Long Term Capital Lease Obligation,,0.0,116000.0,228000.0,336000.0,441000.0
Current Liabilities,11604000.0,10548000.0,10736000.0,10310000.0,5976000.0,
Current Deferred Liabilities,,0.0,0.0,0.0,0.0,671000.0
Current Debt And Capital Lease Obligation,336000.0,441000.0,429000.0,417000.0,390000.0,
Current Capital Lease Obligation,336000.0,441000.0,429000.0,417000.0,390000.0,
Pensionand Other Post Retirement Benefit Plans Current,1518000.0,2913000.0,2150000.0,1376000.0,498000.0,
Payables And Accrued Expenses,9750000.0,7194000.0,8157000.0,8517000.0,5088000.0,
Current Accrued Expenses,5257000.0,5122000.0,3713000.0,3461000.0,2532000.0,
Payables,4493000.0,2072000.0,4444000.0,5056000.0,2556000.0,
Accounts Payable,4493000.0,2072000.0,4444000.0,5056000.0,2556000.0,
Total Assets,98590000.0,117181000.0,133229000.0,147475000.0,157025000.0,
Total Non Current Assets,5010000.0,5295000.0,4022000.0,2707000.0,2471000.0,
Other Non Current Assets,4741000.0,4940000.0,3583000.0,2185000.0,1843000.0,
Net PPE,269000.0,355000.0,439000.0,522000.0,628000.0,
Gross PPE,269000.0,355000.0,439000.0,522000.0,628000.0,
Other Properties,269000.0,355000.0,439000.0,522000.0,628000.0,
Current Assets,93580000.0,111886000.0,129207000.0,144768000.0,154554000.0,
Other Current Assets,2380000.0,1859000.0,2857000.0,2948000.0,3294000.0,
Prepaid Assets,,,,,,314000.0
Cash Cash Equivalents And Short Term Investments,91200000.0,110027000.0,126350000.0,141820000.0,151260000.0,
Other Short Term Investments,28764000.0,62976000.0,87065000.0,115822000.0,124756000.0,
Cash And Cash Equivalents,62436000.0,47051000.0,39285000.0,25998000.0,26504000.0,
