,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,497149.0,441985.0,337818.0
Share Issued,497149.0,441985.0,337818.0
Net Debt,,,3024000.0
Total Debt,24758000.0,,32439000.0
Tangible Book Value,270958000.0,,291338000.0
Invested Capital,292169000.0,,317929000.0
Working Capital,65540000.0,,48178000.0
Net Tangible Assets,270958000.0,,291338000.0
Capital Lease Obligations,3609000.0,,5980000.0
Common Stock Equity,271020000.0,,291470000.0
Total Capitalization,271020000.0,,295170000.0
Total Equity Gross Minority Interest,288772000.0,,320980000.0
Minority Interest,17752000.0,,29510000.0
Stockholders Equity,271020000.0,,291470000.0
Gains Losses Not Affecting Retained Earnings,-4231000.0,,0.0
Foreign Currency Translation Adjustments,-4231000.0,,0.0
Retained Earnings,-289818000.0,,-221098000.0
Additional Paid In Capital,565069000.0,,512568000.0
Capital Stock,0.0,,0.0
Common Stock,0.0,,0.0
Total Liabilities Net Minority Interest,90026000.0,,64734000.0
Total Non Current Liabilities Net Minority Interest,8162000.0,,7837000.0
Long Term Debt And Capital Lease Obligation,2362000.0,,7837000.0
Long Term Capital Lease Obligation,2362000.0,,4137000.0
Long Term Debt,,,3700000.0
Long Term Provisions,5800000.0,,
Current Liabilities,81864000.0,,56897000.0
Other Current Liabilities,560000.0,,441000.0
Current Deferred Liabilities,3580000.0,,3749000.0
Current Deferred Revenue,3580000.0,,1449000.0
Current Debt And Capital Lease Obligation,22396000.0,,24602000.0
Current Capital Lease Obligation,1247000.0,,1843000.0
Current Debt,21149000.0,,22759000.0
Other Current Borrowings,2177000.0,,4787000.0
Line Of Credit,18972000.0,,17972000.0
Payables And Accrued Expenses,55328000.0,,28105000.0
Current Accrued Expenses,17351000.0,,334000.0
Interest Payable,,,0.0
Payables,37977000.0,,27771000.0
Other Payable,9460000.0,,5056000.0
Dueto Related Parties Current,1037000.0,,3239000.0
Total Tax Payable,7947000.0,,5169000.0
Income Tax Payable,7947000.0,,5169000.0
Accounts Payable,19533000.0,,14307000.0
Total Assets,378798000.0,,385714000.0
Total Non Current Assets,231394000.0,,280639000.0
Non Current Deferred Assets,0.0,,181000.0
Non Current Note Receivables,78980000.0,,121351000.0
Investments And Advances,133942000.0,,134114000.0
Long Term Equity Investment,133942000.0,,134114000.0
Investmentsin Subsidiariesat Cost,133942000.0,,134114000.0
Goodwill And Other Intangible Assets,62000.0,,132000.0
Other Intangible Assets,62000.0,,132000.0
Net PPE,18410000.0,,24861000.0
Accumulated Depreciation,-13493000.0,,-11450000.0
Gross PPE,31903000.0,,36311000.0
Leases,549000.0,,534000.0
Construction In Progress,105000.0,,0.0
Other Properties,23984000.0,,28665000.0
Machinery Furniture Equipment,7265000.0,,7112000.0
Properties,0.0,,0.0
Current Assets,147404000.0,,105075000.0
Other Current Assets,1977000.0,,705000.0
Restricted Cash,343000.0,,1239000.0
Prepaid Assets,14484000.0,,14764000.0
Inventory,12291000.0,,9872000.0
Inventories Adjustments Allowances,0.0,,-12000.0
Finished Goods,6290000.0,,6492000.0
Raw Materials,6001000.0,,3392000.0
Receivables,96358000.0,,55060000.0
Receivables Adjustments Allowances,-16568000.0,,-6337000.0
Other Receivables,1050000.0,,
Duefrom Related Parties Current,60274000.0,,21657000.0
Taxes Receivable,9059000.0,,8061000.0
Loans Receivable,20345000.0,,21305000.0
Accounts Receivable,22198000.0,,10374000.0
Allowance For Doubtful Accounts Receivable,-2948000.0,,-1601000.0
Gross Accounts Receivable,25146000.0,,11975000.0
Cash Cash Equivalents And Short Term Investments,21951000.0,,23435000.0
Cash And Cash Equivalents,21951000.0,,23435000.0
