,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,33440000.0,33440000.0,33440000.0,33440000.0
Share Issued,33440000.0,33440000.0,33440000.0,33440000.0
Net Debt,3639761000.0,3848786000.0,3227119000.0,2070020000.0
Total Debt,3758787000.0,3964042000.0,3283345000.0,2078789000.0
Tangible Book Value,6735069000.0,6494629000.0,6321875000.0,6017708000.0
Invested Capital,10470579000.0,10498089000.0,9642888000.0,8134751000.0
Working Capital,1116016000.0,1838464000.0,1530871000.0,1888994000.0
Net Tangible Assets,6735069000.0,6494629000.0,6321875000.0,6017708000.0
Capital Lease Obligations,31682000.0,5252000.0,7285000.0,6409000.0
Common Stock Equity,6743474000.0,6539299000.0,6366828000.0,6062371000.0
Total Capitalization,10071358000.0,10143378000.0,9278034000.0,7739676000.0
Total Equity Gross Minority Interest,6743474000.0,6539299000.0,6366828000.0,6062371000.0
Stockholders Equity,6743474000.0,6539299000.0,6366828000.0,6062371000.0
Other Equity Interest,6576274000.0,6372099000.0,6199628000.0,5895171000.0
Retained Earnings,,,3109773000.0,
Additional Paid In Capital,,,85920000.0,
Capital Stock,167200000.0,167200000.0,167200000.0,167200000.0
Common Stock,167200000.0,167200000.0,167200000.0,167200000.0
Total Liabilities Net Minority Interest,5420050000.0,4749672000.0,4010795000.0,2781609000.0
Total Non Current Liabilities Net Minority Interest,4402197000.0,3910986000.0,3205964000.0,1916996000.0
Other Non Current Liabilities,418435000.0,6570000.0,490000.0,619000.0
Non Current Pension And Other Postretirement Benefit Plans,,,4322000.0,
Non Current Deferred Revenue,,,490000.0,
Non Current Deferred Taxes Liabilities,107130000.0,63458000.0,65491000.0,24145000.0
Long Term Debt And Capital Lease Obligation,3357537000.0,3606375000.0,2914305000.0,1680009000.0
Long Term Capital Lease Obligation,29653000.0,2296000.0,3099000.0,2704000.0
Long Term Debt,3327884000.0,3604079000.0,2911206000.0,1677305000.0
Long Term Provisions,5938000.0,3651000.0,4322000.0,2113000.0
Current Liabilities,1017853000.0,838686000.0,804831000.0,864613000.0
Other Current Liabilities,88942000.0,40938000.0,17102000.0,25471000.0
Current Deferred Taxes Liabilities,,0.0,0.0,
Current Debt And Capital Lease Obligation,401250000.0,357667000.0,369040000.0,398780000.0
Current Capital Lease Obligation,2029000.0,2956000.0,4186000.0,3705000.0
Current Debt,399221000.0,354711000.0,364854000.0,395075000.0
Pensionand Other Post Retirement Benefit Plans Current,,,1705000.0,
Current Provisions,16513000.0,1299000.0,1705000.0,850000.0
Payables,389561000.0,301479000.0,339205000.0,285591000.0
Other Payable,,,26417000.0,
Dividends Payable,,,897000.0,
Total Tax Payable,,,,0.0
Accounts Payable,389561000.0,301479000.0,311891000.0,285591000.0
Total Assets,12163524000.0,11288971000.0,10377623000.0,8843980000.0
Total Non Current Assets,10029654000.0,8611821000.0,8041920000.0,6090384000.0
Other Non Current Assets,114504000.0,24532000.0,-4000.0,26645000.0
Non Current Prepaid Assets,,,60009000.0,
Non Current Deferred Assets,,,6168363000.0,
Investmentin Financial Assets,858912000.0,6897430000.0,157028000.0,3679459000.0
Available For Sale Securities,858912000.0,6897430000.0,28000.0,3679459000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,157000000.0,
Investment Properties,6808443000.0,290039000.0,303799000.0,310631000.0
Goodwill And Other Intangible Assets,8405000.0,44670000.0,44953000.0,44663000.0
Other Intangible Assets,8405000.0,44670000.0,44953000.0,44663000.0
Net PPE,2018529000.0,1196301000.0,1221679000.0,1159658000.0
Accumulated Depreciation,,,-865087000.0,
Gross PPE,2018529000.0,1196301000.0,2086766000.0,1159658000.0
Construction In Progress,931736000.0,179822000.0,193965000.0,135695000.0
Other Properties,1086793000.0,1016479000.0,1027712000.0,1023963000.0
Machinery Furniture Equipment,,,1072847000.0,
Buildings And Improvements,,,757341000.0,
Land And Improvements,,,62613000.0,
Properties,,,0.0,
Current Assets,2133869000.0,2677150000.0,2335702000.0,2753607000.0
Other Current Assets,124504000.0,58092000.0,13177000.0,66115000.0
Current Deferred Assets,,,0.0,
Restricted Cash,,,43701000.0,
Prepaid Assets,,,17681000.0,
Inventory,863430000.0,865733000.0,820892000.0,787513000.0
Other Inventories,,,9416000.0,
Finished Goods,,,102676000.0,
Work In Process,,,599855000.0,
Raw Materials,,,108945000.0,
Other Receivables,,,85056000.0,
Taxes Receivable,18072000.0,,29192000.0,29712000.0
Accounts Receivable,431884000.0,344534000.0,273399000.0,177236000.0
Allowance For Doubtful Accounts Receivable,,,-19789000.0,
Gross Accounts Receivable,,,293188000.0,
Cash Cash Equivalents And Short Term Investments,695979000.0,1408791000.0,1052604000.0,1693031000.0
Other Short Term Investments,608635000.0,1298787000.0,1003663000.0,1690671000.0
Cash And Cash Equivalents,87344000.0,110004000.0,48941000.0,2360000.0
Cash Financial,,,48941000.0,
