,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,24353539.0,21821589.0,17808947.0
Share Issued,24353539.0,21821589.0,17808947.0
Total Debt,4222940.0,2926293.0,2605061.0
Tangible Book Value,33096416.0,31738331.0,29337014.0
Invested Capital,34153560.0,34276168.0,32094059.0
Working Capital,27673813.0,25862233.0,24582157.0
Net Tangible Assets,33096416.0,31738331.0,29337014.0
Capital Lease Obligations,4222940.0,2926293.0,2560829.0
Common Stock Equity,34153560.0,34276168.0,32049827.0
Total Capitalization,34153560.0,34276168.0,32049827.0
Total Equity Gross Minority Interest,34107135.0,34224564.0,31989268.0
Minority Interest,-46425.0,-51604.0,-60559.0
Stockholders Equity,34153560.0,34276168.0,32049827.0
Other Equity Interest,201036.0,201036.0,201036.0
Gains Losses Not Affecting Retained Earnings,1620505.0,1534298.0,814481.0
Other Equity Adjustments,1620505.0,1534298.0,814481.0
Retained Earnings,-70862025.0,-66440917.0,-64204840.0
Additional Paid In Capital,100271584.0,96363125.0,93102042.0
Capital Stock,2922460.0,2618626.0,2137108.0
Common Stock,2922460.0,2618626.0,2137108.0
Total Liabilities Net Minority Interest,14986675.0,13284096.0,12703151.0
Total Non Current Liabilities Net Minority Interest,8575108.0,7218625.0,6438646.0
Employee Benefits,6493677.0,5830087.0,5548726.0
Long Term Debt And Capital Lease Obligation,2081431.0,1388538.0,889920.0
Long Term Capital Lease Obligation,2081431.0,1388538.0,889920.0
Current Liabilities,6411567.0,6065471.0,6264505.0
Other Current Liabilities,1111804.0,,
Current Deferred Liabilities,2712.0,,117820.0
Current Deferred Revenue,2712.0,,117820.0
Current Debt And Capital Lease Obligation,2141509.0,1537755.0,1715141.0
Current Capital Lease Obligation,2141509.0,1537755.0,1670909.0
Current Debt,,,44232.0
Other Current Borrowings,,,44232.0
Pensionand Other Post Retirement Benefit Plans Current,,,0.0
Payables And Accrued Expenses,3155542.0,4527716.0,4431544.0
Current Accrued Expenses,1075620.0,,693589.0
Payables,2079922.0,4527716.0,3737955.0
Other Payable,1273489.0,,1547801.0
Dueto Related Parties Current,,,0.0
Total Tax Payable,260696.0,,185750.0
Accounts Payable,545737.0,4527716.0,2004404.0
Total Assets,49093810.0,47508660.0,44692419.0
Total Non Current Assets,15008430.0,15580956.0,13845757.0
Other Non Current Assets,2322790.0,3545386.0,1432738.0
Non Current Prepaid Assets,272827.0,,998971.0
Non Current Deferred Assets,1418174.0,1305423.0,1281531.0
Non Current Deferred Taxes Assets,1418174.0,1305423.0,1281531.0
Non Current Accounts Receivable,2325281.0,2460829.0,1967826.0
Goodwill And Other Intangible Assets,1057144.0,2537837.0,2712813.0
Other Intangible Assets,1057144.0,2125975.0,2300951.0
Goodwill,0.0,411862.0,411862.0
Net PPE,7612214.0,5731481.0,5451878.0
Accumulated Depreciation,-28143158.0,,-28503542.0
Gross PPE,35755372.0,5731481.0,33955420.0
Leases,1883040.0,,2050022.0
Construction In Progress,25497.0,,33463.0
Other Properties,5280265.0,5731481.0,5839927.0
Machinery Furniture Equipment,28566570.0,,26032008.0
Properties,0.0,,0.0
Current Assets,34085380.0,31927704.0,30846662.0
Other Current Assets,14210.0,2684427.0,14583.0
Assets Held For Sale Current,1150324.0,,0.0
Restricted Cash,0.0,7059.0,27642.0
Prepaid Assets,1915062.0,,1864203.0
Inventory,154042.0,287812.0,387990.0
Inventories Adjustments Allowances,-754945.0,,-4112364.0
Other Inventories,21519.0,,274854.0
Finished Goods,754945.0,,4112364.0
Raw Materials,132523.0,,113136.0
Receivables,6229352.0,5419698.0,6615822.0
Duefrom Related Parties Current,,,0.0
Taxes Receivable,1191717.0,416975.0,627669.0
Accrued Interest Receivable,90371.0,,65808.0
Accounts Receivable,4947264.0,5002723.0,5922345.0
Allowance For Doubtful Accounts Receivable,-338284.0,,-357335.0
Gross Accounts Receivable,5285548.0,,6279680.0
Cash Cash Equivalents And Short Term Investments,24622390.0,23528708.0,21936422.0
Other Short Term Investments,77100.0,76440.0,0.0
Cash And Cash Equivalents,24545290.0,23452268.0,21936422.0
Cash Financial,24545290.0,23452268.0,21936422.0
