,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,58991997.0,58163341.0,57102585.0,57102585.0
Share Issued,58991997.0,58163341.0,57102585.0,57102585.0
Total Debt,,,,5069132.0
Tangible Book Value,14181474.0,12805446.0,25776005.0,17450926.0
Invested Capital,,,,18215410.0
Working Capital,4233616.0,15265713.0,28130939.0,10610250.0
Net Tangible Assets,14181474.0,12805446.0,25776005.0,17450926.0
Capital Lease Obligations,,,,5069132.0
Common Stock Equity,14181474.0,12805446.0,25776005.0,18215410.0
Total Capitalization,14181474.0,12805446.0,25776005.0,18215410.0
Total Equity Gross Minority Interest,14181474.0,12805446.0,25776005.0,18215410.0
Stockholders Equity,14181474.0,12805446.0,25776005.0,18215410.0
Gains Losses Not Affecting Retained Earnings,,,,1341547.0
Other Equity Adjustments,,,,1341547.0
Retained Earnings,,,,12648598.0
Additional Paid In Capital,,,,4225265.0
Capital Stock,,,,0.0
Common Stock,,,,0.0
Total Liabilities Net Minority Interest,61956609.0,59769939.0,21734591.0,19906086.0
Total Non Current Liabilities Net Minority Interest,29992914.0,48976296.0,18153057.0,264561.0
Other Non Current Liabilities,29992914.0,48976296.0,18153057.0,
Dueto Related Parties Non Current,,,,0.0
Tradeand Other Payables Non Current,,,,84968.0
Long Term Debt And Capital Lease Obligation,,,,179593.0
Long Term Capital Lease Obligation,,,,179593.0
Current Liabilities,31963695.0,10793643.0,3581534.0,19641525.0
Other Current Liabilities,28104895.0,,,
Current Deferred Liabilities,,,,1116000.0
Current Deferred Revenue,,,,1116000.0
Current Debt And Capital Lease Obligation,,,,4889539.0
Current Capital Lease Obligation,,,,4889539.0
Payables And Accrued Expenses,3858800.0,10793643.0,3581534.0,13635986.0
Current Accrued Expenses,,,,873750.0
Payables,3858800.0,10793643.0,3581534.0,12762236.0
Other Payable,,,,5262469.0
Dueto Related Parties Current,,5239219.0,,6643209.0
Accounts Payable,3858800.0,5554424.0,3581534.0,856558.0
Total Assets,76138083.0,72575385.0,47510596.0,38121496.0
Total Non Current Assets,39940772.0,46516029.0,15798123.0,7869721.0
Other Non Current Assets,39940772.0,46468256.0,15721579.0,170664.0
Investments And Advances,,47773.0,76544.0,1569573.0
Long Term Equity Investment,,47773.0,76544.0,1569573.0
Investmentsin Joint Venturesat Cost,,47773.0,76544.0,1569573.0
Goodwill And Other Intangible Assets,,,,764484.0
Other Intangible Assets,,,,420328.0
Goodwill,,,,344156.0
Net PPE,,,,5365000.0
Accumulated Depreciation,,,,-69864.0
Gross PPE,,,,5434864.0
Machinery Furniture Equipment,,,,387374.0
Buildings And Improvements,,,,412828.0
Current Assets,36197311.0,26059356.0,31712473.0,30251775.0
Other Current Assets,8643179.0,14776584.0,12553255.0,366100.0
Inventory,,,,612165.0
Receivables,,,,9244004.0
Other Receivables,,,,930381.0
Duefrom Related Parties Current,,,,8313623.0
Cash Cash Equivalents And Short Term Investments,27554132.0,11282772.0,19159218.0,20029506.0
Cash And Cash Equivalents,27554132.0,11282772.0,19159218.0,20029506.0
