,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,10255904346.0,3741252546.0,415103076.0
Share Issued,10255904346.0,3741252546.0,415103076.0
Total Debt,5157000.0,2542000.0,7411000.0
Tangible Book Value,12243000.0,16812000.0,10630000.0
Invested Capital,16727000.0,18477000.0,16966000.0
Working Capital,11167000.0,16127000.0,9757000.0
Net Tangible Assets,12243000.0,16812000.0,10630000.0
Capital Lease Obligations,673000.0,877000.0,1075000.0
Common Stock Equity,12243000.0,16812000.0,10630000.0
Total Capitalization,12243000.0,16812000.0,10630000.0
Total Equity Gross Minority Interest,12243000.0,16812000.0,10630000.0
Stockholders Equity,12243000.0,16812000.0,10630000.0
Other Equity Interest,11348000.0,,11229000.0
Gains Losses Not Affecting Retained Earnings,,11428000.0,
Other Equity Adjustments,,11428000.0,
Retained Earnings,-199991000.0,-186667000.0,-170548000.0
Capital Stock,200886000.0,192051000.0,169949000.0
Common Stock,200886000.0,192051000.0,169949000.0
Total Liabilities Net Minority Interest,8680000.0,7715000.0,13188000.0
Total Non Current Liabilities Net Minority Interest,317000.0,1219000.0,1327000.0
Non Current Deferred Liabilities,113000.0,811000.0,721000.0
Non Current Deferred Revenue,113000.0,811000.0,721000.0
Long Term Debt And Capital Lease Obligation,204000.0,408000.0,606000.0
Long Term Capital Lease Obligation,204000.0,408000.0,606000.0
Current Liabilities,8363000.0,6496000.0,11861000.0
Other Current Liabilities,,2652000.0,
Current Deferred Liabilities,62000.0,239000.0,239000.0
Current Deferred Revenue,62000.0,239000.0,239000.0
Current Debt And Capital Lease Obligation,4953000.0,2134000.0,6805000.0
Current Capital Lease Obligation,469000.0,469000.0,469000.0
Current Debt,4484000.0,1665000.0,6336000.0
Current Notes Payable,4484000.0,1665000.0,6336000.0
Payables And Accrued Expenses,3348000.0,1471000.0,4817000.0
Current Accrued Expenses,2742000.0,,2991000.0
Payables,606000.0,1471000.0,1826000.0
Accounts Payable,606000.0,1471000.0,1826000.0
Total Assets,20923000.0,24527000.0,23818000.0
Total Non Current Assets,1393000.0,1904000.0,2200000.0
Other Non Current Assets,216000.0,216000.0,216000.0
Non Current Accounts Receivable,452000.0,735000.0,804000.0
Net PPE,725000.0,953000.0,1180000.0
Accumulated Depreciation,-2622000.0,,-2160000.0
Gross PPE,3347000.0,953000.0,3340000.0
Leases,89000.0,,89000.0
Other Properties,,953000.0,
Machinery Furniture Equipment,567000.0,,560000.0
Buildings And Improvements,2691000.0,,2691000.0
Properties,0.0,,0.0
Current Assets,19530000.0,22623000.0,21618000.0
Other Current Assets,226000.0,762000.0,1417000.0
Prepaid Assets,161000.0,,269000.0
Inventory,3813000.0,4140000.0,5013000.0
Finished Goods,1349000.0,,1138000.0
Raw Materials,2464000.0,,3875000.0
Receivables,1186000.0,1728000.0,1621000.0
Other Receivables,462000.0,,516000.0
Accounts Receivable,724000.0,1728000.0,1105000.0
Cash Cash Equivalents And Short Term Investments,14144000.0,15993000.0,13298000.0
Cash And Cash Equivalents,14144000.0,15993000.0,13298000.0
Cash Financial,14144000.0,,13298000.0
