,2026-03-31,2026-01-31
Ordinary Shares Number,9675000.0,9675000.0
Share Issued,9675000.0,9675000.0
Net Debt,102033.0,13000.0
Total Debt,102033.0,13000.0
Tangible Book Value,-34901.0,5413.0
Invested Capital,67132.0,18413.0
Working Capital,,-27613.0
Net Tangible Assets,-34901.0,5413.0
Common Stock Equity,-34901.0,5413.0
Total Capitalization,-34901.0,5413.0
Total Equity Gross Minority Interest,-34901.0,5413.0
Stockholders Equity,-34901.0,5413.0
Retained Earnings,-59901.0,-19587.0
Additional Paid In Capital,24784.0,24784.0
Capital Stock,216.0,216.0
Common Stock,216.0,216.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,137893.0,27693.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,137893.0,27693.0
Current Debt And Capital Lease Obligation,102033.0,13000.0
Current Debt,102033.0,13000.0
Other Current Borrowings,102033.0,13000.0
Payables And Accrued Expenses,35860.0,14693.0
Current Accrued Expenses,35860.0,14693.0
Total Assets,102992.0,33106.0
Total Non Current Assets,102992.0,33026.0
Non Current Deferred Assets,102992.0,33026.0
Current Assets,,80.0
Prepaid Assets,,80.0
