,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,121342258.0,,89489621.0
Share Issued,121342258.0,,89489621.0
Net Debt,,,14850520.0
Total Debt,20289.0,26078.0,27963.0
Tangible Book Value,143882582.0,,73614406.0
Invested Capital,143882582.0,91922970.0,73614406.0
Working Capital,-27443152.0,,-57147167.0
Net Tangible Assets,143882582.0,,73614406.0
Capital Lease Obligations,20289.0,,27963.0
Common Stock Equity,143882582.0,,73614406.0
Total Capitalization,143882582.0,91922970.0,73614406.0
Total Equity Gross Minority Interest,143882582.0,,73614406.0
Stockholders Equity,143882582.0,,73614406.0
Other Equity Interest,67886339.0,,64777266.0
Gains Losses Not Affecting Retained Earnings,44260173.0,,37946177.0
Other Equity Adjustments,43998710.0,,43998710.0
Foreign Currency Translation Adjustments,261463.0,,-6052533.0
Retained Earnings,-320932548.0,,-171106936.0
Additional Paid In Capital,352507863.0,,
Capital Stock,160755.0,,141997899.0
Common Stock,160755.0,,141997899.0
Total Liabilities Net Minority Interest,123416202.0,,72717262.0
Total Non Current Liabilities Net Minority Interest,15007836.0,,15017951.0
Non Current Deferred Liabilities,15000000.0,15000000.0,15000000.0
Non Current Deferred Revenue,15000000.0,15000000.0,15000000.0
Long Term Debt And Capital Lease Obligation,7836.0,14208.0,17951.0
Long Term Capital Lease Obligation,7836.0,,17951.0
Long Term Debt,,,15000000.0
Current Liabilities,108408366.0,,57699311.0
Other Current Liabilities,81643610.0,,39758952.0
Current Debt And Capital Lease Obligation,12453.0,,10012.0
Current Capital Lease Obligation,12453.0,,10012.0
Current Provisions,29969.0,,25111.0
Payables And Accrued Expenses,26722334.0,,17905236.0
Current Accrued Expenses,9881607.0,,881051.0
Payables,16840727.0,,17024185.0
Other Payable,12800295.0,,4102651.0
Dueto Related Parties Current,2355328.0,,6008590.0
Total Tax Payable,1541438.0,,1764072.0
Accounts Payable,143666.0,,5148872.0
Total Assets,267298784.0,,146331668.0
Total Non Current Assets,186333570.0,,145779524.0
Other Non Current Assets,31515996.0,,15020046.0
Non Current Deferred Assets,40399990.0,,34619150.0
Investments And Advances,114397804.0,,96114196.0
Long Term Equity Investment,114397804.0,,96114196.0
Investmentsin Joint Venturesat Cost,114046056.0,,95769243.0
Investmentsin Associatesat Cost,351748.0,,344953.0
Net PPE,19780.0,,26132.0
Accumulated Depreciation,,,-53481.0
Gross PPE,19780.0,,79613.0
Other Properties,19780.0,,48529.0
Machinery Furniture Equipment,,,31084.0
Current Assets,80965214.0,,552144.0
Prepaid Assets,8269.0,,4113.0
Receivables,33246.0,,398551.0
Other Receivables,33246.0,,5482.0
Taxes Receivable,,,93901.0
Accrued Interest Receivable,,,299168.0
Cash Cash Equivalents And Short Term Investments,80923699.0,,149480.0
Cash And Cash Equivalents,80923699.0,,149480.0
Cash Financial,80923699.0,,149480.0
